nat, nph =    79    1
    1   13
 iat     x       y        z       iph  
 -----------------------------------------------------------------------
   1      0.00000      0.00000      0.00000   0   1
   2      1.80500      1.80500      0.00000   1   1
   3     -1.80500      1.80500      0.00000   1   1
   4      1.80500     -1.80500      0.00000   1   1
   5     -1.80500     -1.80500      0.00000   1   1
   6      1.80500      0.00000      1.80500   1   1
   7     -1.80500      0.00000      1.80500   1   1
   8      0.00000      1.80500      1.80500   1   1
   9      0.00000     -1.80500      1.80500   1   1
  10      1.80500      0.00000     -1.80500   1   1
  11     -1.80500      0.00000     -1.80500   1   1
  12      0.00000      1.80500     -1.80500   1   1
  13      0.00000     -1.80500     -1.80500   1   1
  14      3.61000      0.00000      0.00000   1   1
  15     -3.61000      0.00000      0.00000   1   1
  16      0.00000      3.61000      0.00000   1   1
  17      0.00000     -3.61000      0.00000   1   1
  18      0.00000      0.00000      3.61000   1   1
  19      0.00000      0.00000     -3.61000   1   1
  20      3.61000      1.80500      1.80500   1   1
  21     -3.61000      1.80500      1.80500   1   1
  22      1.80500      3.61000      1.80500   1   1
  23     -1.80500      3.61000      1.80500   1   1
  24      3.61000     -1.80500      1.80500   1   1
  25     -3.61000     -1.80500      1.80500   1   1
  26      1.80500     -3.61000      1.80500   1   1
  27     -1.80500     -3.61000      1.80500   1   1
  28      1.80500      1.80500      3.61000   1   1
  29     -1.80500      1.80500      3.61000   1   1
  30      1.80500     -1.80500      3.61000   1   1
  31     -1.80500     -1.80500      3.61000   1   1
  32      3.61000      1.80500     -1.80500   1   1
  33     -3.61000      1.80500     -1.80500   1   1
  34      1.80500      3.61000     -1.80500   1   1
  35     -1.80500      3.61000     -1.80500   1   1
  36      3.61000     -1.80500     -1.80500   1   1
  37     -3.61000     -1.80500     -1.80500   1   1
  38      1.80500     -3.61000     -1.80500   1   1
  39     -1.80500     -3.61000     -1.80500   1   1
  40      1.80500      1.80500     -3.61000   1   1
  41     -1.80500      1.80500     -3.61000   1   1
  42      1.80500     -1.80500     -3.61000   1   1
  43     -1.80500     -1.80500     -3.61000   1   1
  44      3.61000      3.61000      0.00000   1   1
  45     -3.61000      3.61000      0.00000   1   1
  46      3.61000     -3.61000      0.00000   1   1
  47     -3.61000     -3.61000      0.00000   1   1
  48      3.61000      0.00000      3.61000   1   1
  49     -3.61000      0.00000      3.61000   1   1
  50      0.00000      3.61000      3.61000   1   1
  51      0.00000     -3.61000      3.61000   1   1
  52      3.61000      0.00000     -3.61000   1   1
  53     -3.61000      0.00000     -3.61000   1   1
  54      0.00000      3.61000     -3.61000   1   1
  55      0.00000     -3.61000     -3.61000   1   1
  56      5.41500      1.80500      0.00000   1   1
  57     -5.41500      1.80500      0.00000   1   1
  58      1.80500      5.41500      0.00000   1   1
  59     -1.80500      5.41500      0.00000   1   1
  60      5.41500     -1.80500      0.00000   1   1
  61     -5.41500     -1.80500      0.00000   1   1
  62      1.80500     -5.41500      0.00000   1   1
  63     -1.80500     -5.41500      0.00000   1   1
  64      5.41500      0.00000      1.80500   1   1
  65     -5.41500      0.00000      1.80500   1   1
  66      0.00000      5.41500      1.80500   1   1
  67      0.00000     -5.41500      1.80500   1   1
  68      1.80500      0.00000      5.41500   1   1
  69     -1.80500      0.00000      5.41500   1   1
  70      0.00000      1.80500      5.41500   1   1
  71      0.00000     -1.80500      5.41500   1   1
  72      5.41500      0.00000     -1.80500   1   1
  73     -5.41500      0.00000     -1.80500   1   1
  74      0.00000      5.41500     -1.80500   1   1
  75      0.00000     -5.41500     -1.80500   1   1
  76      1.80500      0.00000     -5.41500   1   1
  77     -1.80500      0.00000     -5.41500   1   1
  78      0.00000      1.80500     -5.41500   1   1
  79      0.00000     -1.80500     -5.41500   1   1
