                     EN (keV)                           MUT                       MUT_ERR
            8.0000099999999996            0.3072159704425284            0.0015047556907212
            8.1000099999999993            0.2964959895851251            0.0012435025024892
            8.1800099999999993            0.2897367916464909            0.0010249571068586
            8.2199899999999992            0.2848435402644718            0.0010136686739513
            8.2599900000000002            0.2829798576559773            0.0010144971648955
            8.3000100000000003            0.2828345894528481            0.0009396481166376
            8.3065099999999994            0.2838929492581108            0.0008823849141499
            8.3069900000000008            0.2839182403637840            0.0008958362008357
            8.3074899999999996            0.2842679095363105            0.0009082734158258
            8.3079900000000002            0.2842281455835148            0.0008926887833708
            8.3084900000000008            0.2845458479742319            0.0008845038105584
            8.3089999999999993            0.2847467714892614            0.0008914653348053
            8.3094999999999999            0.2851860756319686            0.0009091150755299
            8.3100000000000005            0.2856334830438114            0.0008878880165651
            8.3105100000000007            0.2859824265763418            0.0008559967839423
            8.3110099999999996            0.2862431101298994            0.0008518227942522
            8.3115100000000002            0.2868032959601237            0.0008392463684169
            8.3119899999999998            0.2868178625755463            0.0008247704872403
            8.3124900000000004            0.2874013198997445            0.0007869117432144
            8.3129899999999992            0.2878320325626359            0.0007894383978009
            8.3134999999999994            0.2881696973931021            0.0007750971244418
            8.3140000000000001            0.2888067904336709            0.0007842064503945
            8.3145100000000003            0.2893704488002317            0.0007537673955766
            8.3150099999999991            0.2906734557598142            0.0007668297289425
            8.3155099999999997            0.2922749549365575            0.0007620331312308
            8.3159899999999993            0.2939741760580914            0.0007530874365096
            8.3164899999999999            0.2972473598301645            0.0007468670363028
            8.3170000000000002            0.3010184053311503            0.0007347684328874
            8.3175000000000008            0.3052900392943284            0.0007256827201923
            8.3179999999999996            0.3077325641432253            0.0007390115965676
            8.3185099999999998            0.3083515514811869            0.0007489853818358
            8.3190100000000005            0.3087326744643489            0.0007376167099523
            8.3194900000000001            0.3075695191800398            0.0007605435774842
            8.3199900000000007            0.3063136312258591            0.0007304268753307
            8.3204999999999991            0.3057307634941403            0.0007589590177980
            8.3209999999999997            0.3062866669169272            0.0007231865280605
            8.3215100000000000            0.3082396383815683            0.0007239811551005
            8.3220100000000006            0.3113797458305470            0.0006904510754300
            8.3224900000000002            0.3159885466398844            0.0007042716150072
            8.3229900000000008            0.3223222302928703            0.0007141105446895
            8.3234999999999992            0.3325584547386974            0.0007122516239374
            8.3239999999999998            0.3466209816995194            0.0007027844255773
            8.3245100000000001            0.3667421173429636            0.0007303138614664
            8.3250100000000007            0.3921516160506471            0.0007871195126476
            8.3254900000000003            0.4233732733621721            0.0007845006635741
            8.3259899999999991            0.4608645416854003            0.0008198720060786
            8.3264999999999993            0.5051954999994634            0.0008754343122921
            8.3270000000000000            0.5542173845351374            0.0009467468950522
            8.3275100000000002            0.6098643188325072            0.0009890501831759
            8.3280100000000008            0.6672088032305904            0.0011583670819281
            8.3305100000000003            1.0140517392288304            0.0018810641414404
            8.3309899999999999            1.0768742996213430            0.0020823091940035
            8.3314900000000005            1.1423841211173995            0.0022906629379662
            8.3320000000000007            1.2035286092269968            0.0025052830952866
            8.3325099999999992            1.2666766658527802            0.0027405460268704
            8.3330099999999998            1.3166084737434833            0.0029580384353398
            8.3334899999999994            1.3573941673725813            0.0031228277121650
            8.3339999999999996            1.3859796170108307            0.0032773905657610
            8.3345000000000002            1.4039668791202407            0.0033603224089142
            8.3350100000000005            1.4092439599274855            0.0033608807023229
            8.3355099999999993            1.4044975040183378            0.0033060587216970
            8.3359900000000007            1.3933972089321629            0.0032493022627563
            8.3364999999999991            1.3737330911671020            0.0030830881362345
            8.3369999999999997            1.3520556854941006            0.0029725824722886
            8.3375100000000000            1.3259633778195830            0.0028094783419120
            8.3379899999999996            1.3014024461751581            0.0026757816278278
            8.3384900000000002            1.2734062297882875            0.0025354181658545
            8.3390000000000004            1.2466317293478979            0.0024164393316927
            8.3395100000000006            1.2161370503798250            0.0022824908509191
            8.3399900000000002            1.1903961454657177            0.0022113007497644
            8.3409999999999993            1.1469809017686647            0.0020222535248355
            8.3420100000000001            1.1082624627021869            0.0018954387273669
            8.3440100000000008            1.0447883855433862            0.0016193174872678
            8.3460099999999997            1.0137306590089672            0.0015433986381478
            8.3479899999999994            0.9920354234167189            0.0014890959997509
            8.3499900000000000            0.9718393892708794            0.0014472166517802
            8.3519900000000007            0.9423859051824918            0.0013717243064624
            8.3539999999999992            0.9157169941307913            0.0013074198848235
            8.3559999999999999            0.8897217613899377            0.0012633890153975
            8.3580100000000002            0.8762903449516007            0.0012893792121426
            8.3599899999999998            0.8740559228000097            0.0012322006860687
            8.3620000000000001            0.8837990690365781            0.0012820948809595
            8.3640100000000004            0.9051610802325695            0.0013157874968484
            8.3659900000000000            0.9297633986044417            0.0013917029696691
            8.3680000000000003            0.9599948857361004            0.0014373770006194
            8.3700100000000006            0.9849909509598614            0.0014789699555001
            8.3719900000000003            1.0080481131774000            0.0015389934769347
            8.3740100000000002            1.0227355118760126            0.0015725731975073
            8.3759899999999998            1.0341151548158312            0.0016233595200140
            8.3780099999999997            1.0398125618513179            0.0016366076037339
            8.3800000000000008            1.0432907916692093            0.0016087307314784
            8.3819900000000001            1.0451571456846451            0.0016165753176021
            8.3840100000000000            1.0463260415101949            0.0016335138219147
            8.3859999999999992            1.0473045423517897            0.0016413082733690
            8.3879900000000003            1.0469671873239790            0.0016320337526491
            8.3900100000000002            1.0463106304331478            0.0016594643790523
            8.3919999999999995            1.0441605162399699            0.0016353172786694
            8.3940000000000001            1.0411963861247922            0.0016223600803270
            8.3959899999999994            1.0359255960060079            0.0016097910783350
            8.3979900000000001            1.0304684015461709            0.0015996982997387
            8.3999900000000007            1.0238500327548163            0.0016048116271138
            8.4019800000000000            1.0175759643856099            0.0015865270803181
            8.4040099999999995            1.0091982112485065            0.0015587980852660
            8.4060100000000002            1.0020867274027889            0.0015268330467877
            8.4079899999999999            0.9931543351523455            0.0015087755982133
            8.4099900000000005            0.9857569614432704            0.0014860837207744
            8.4119899999999994            0.9781880447183851            0.0015089356175059
            8.4139900000000001            0.9722043068156997            0.0014943549020086
            8.4160000000000004            0.9681448270395183            0.0014774324138986
            8.4180100000000007            0.9651784876497622            0.0014673569092071
            8.4200099999999996            0.9636126254876677            0.0014551982495781
            8.4219899999999992            0.9640662715182289            0.0015045821456528
            8.4239999999999995            0.9659399487336152            0.0015073098393785
            8.4260099999999998            0.9681325784420308            0.0014855623403401
            8.4279899999999994            0.9708943976558666            0.0014928459756532
            8.4299999999999997            0.9734532248637576            0.0014958465518661
            8.4320100000000000            0.9759493681597265            0.0014929522199671
            8.4339999999999993            0.9781708689596692            0.0015385310234342
            8.4360099999999996            0.9799725576277217            0.0015020368477373
            8.4380000000000006            0.9812231507193880            0.0015143194302128
            8.4400200000000005            0.9824027218681601            0.0015324072756731
            8.4420000000000002            0.9836120943209338            0.0015438383752343
            8.4439899999999994            0.9844063773551994            0.0015676274798619
            8.4460099999999994            0.9850391366322745            0.0015509562901353
            8.4480000000000004            0.9854692823969711            0.0015604585314864
            8.4499899999999997            0.9861866777040069            0.0015405468016520
            8.4520099999999996            0.9871255764137199            0.0015689035454932
            8.4540100000000002            0.9879706213535293            0.0015594361305905
            8.4559999999999995            0.9887819211523169            0.0015749395042763
            8.4580000000000002            0.9898962509515358            0.0015785801354799
            8.4599899999999995            0.9906931696843351            0.0016080743210054
            8.4619900000000001            0.9914808432854824            0.0015839746856262
            8.4639900000000008            0.9921199927295411            0.0016008675389023
            8.4659899999999997            0.9925829335342118            0.0016169980845732
            8.4679900000000004            0.9928033310773386            0.0016015312028629
