#------------------------
#   k         chi         dchi         e0
  5.7012698       0.79076736E-02   0.88232618E-03    20006.008
  5.7129493       0.51546339E-02   0.90911867E-03    20006.008
  5.7246056       0.25340005E-02   0.91780849E-03    20006.008
  5.7362388       0.27027947E-03   0.92711204E-03    20006.008
  5.7466930      -0.21984327E-02   0.94156180E-03    20006.008
  5.7583224      -0.41458993E-02   0.10090911E-02    20006.008
  5.8708067      -0.26531373E-01   0.68484882E-03    20006.008
  5.8821971      -0.28077073E-01   0.86159483E-03    20006.008
  5.8935272      -0.29490013E-01   0.84120312E-03    20006.008
  5.9048750      -0.30524389E-01   0.84539940E-03    20006.008
  5.9161241      -0.31351672E-01   0.82340721E-03    20006.008
  5.9274298      -0.32035117E-01   0.84898158E-03    20006.008
  5.9375561      -0.32790581E-01   0.85825575E-03    20006.008
  5.9487836      -0.33078519E-01   0.86743038E-03    20006.008
  5.9600290      -0.33384395E-01   0.84986800E-03    20006.008
  5.9711769      -0.33689346E-01   0.84919828E-03    20006.008
  5.9823814      -0.33083679E-01   0.70678398E-03    20006.008
  6.0908383      -0.34976959E-01   0.52975941E-03    20006.008
  6.1007008      -0.35537192E-01   0.90316042E-03    20006.008
  6.1116744      -0.35526279E-01   0.91618419E-03    20006.008
  6.1225915      -0.34925335E-01   0.91346575E-03    20006.008
  6.1335271      -0.34593517E-01   0.88710807E-03    20006.008
  6.1444064      -0.33866615E-01   0.87734408E-03    20006.008
  6.1541856      -0.33530619E-01   0.85605334E-03    20006.008
  6.1650295      -0.32737602E-01   0.83105785E-03    20006.008
  6.1758550      -0.32372206E-01   0.82686414E-03    20006.008
  6.1866991      -0.30968148E-01   0.78973946E-03    20006.008
  6.1974879      -0.29668131E-01   0.56154292E-03    20006.008
  6.2071858      -0.28264858E-01   0.87113568E-03    20006.008
  6.3119272      -0.11311246E-01   0.59814250E-03    20006.008
  6.4149745      -0.24917918E-02   0.51654094E-03    20006.008
  6.4253914      -0.31629147E-02   0.86518134E-03    20006.008
  6.4358278      -0.26650865E-02   0.82444612E-03    20006.008
  6.4461765      -0.22737528E-02   0.82081588E-03    20006.008
  6.4565803      -0.17721026E-02   0.80233948E-03    20006.008
  6.4659015      -0.17604943E-02   0.77540851E-03    20006.008
  6.4762392      -0.12938698E-02   0.78491582E-03    20006.008
  6.4865964      -0.13821063E-02   0.76791294E-03    20006.008
  6.4969022      -0.12642406E-02   0.77013036E-03    20006.008
  6.5062028      -0.14770088E-02   0.74806818E-03    20006.008
  6.5164433      -0.10468181E-02   0.51949615E-03    20006.008
  6.7149653       0.25116245E-01   0.24188636E-03    20006.008
  6.7249669       0.29090449E-01   0.26559940E-02    20006.008
  6.7339288       0.31359638E-01   0.26749796E-02    20006.008
  6.7438691       0.34526705E-01   0.26250777E-02    20006.008
  6.7537954       0.38512456E-01   0.26495481E-02    20006.008
  6.7637416       0.42461543E-01   0.27321780E-02    20006.008
  6.7726540       0.44057641E-01   0.28012696E-02    20006.008
  6.7825396       0.46804075E-01   0.27419986E-02    20006.008
  6.7924113       0.49373474E-01   0.27628873E-02    20006.008
  6.8022692       0.52673046E-01   0.27379145E-02    20006.008
  6.8121472       0.55696838E-01   0.29123129E-03    20006.008
  6.9070096       0.63368973E-01   0.23015545E-03    20006.008
  6.9167100       0.61948130E-01   0.12039508E-02    20006.008
  6.9264307       0.60798488E-01   0.12122059E-02    20006.008
