#------------------------
#   k         chi       dchi           
  10.150000       0.36372404E-02     0.26721139E-02   
  10.200000       0.23033037E-02     0.26405670E-02   
  10.250000      -0.32628368E-02     0.26090200E-02   
  10.300000      -0.28614537E-02     0.25774731E-02   
  10.350000       0.16214950E-02     0.25459261E-02   
  10.400000       0.24351898E-02     0.25247385E-02   
  10.450000       0.16702320E-02     0.25353345E-02   
  10.500000       0.20030661E-02     0.25459304E-02   
  10.550000      -0.88659858E-03     0.25565264E-02   
  10.600000      -0.27612116E-03     0.25671223E-02   
  10.650000      -0.15844249E-02     0.26066503E-02   
  10.700000       0.14076289E-02     0.27013446E-02   
  10.750000       0.13534754E-02     0.27960388E-02   
  10.800000       0.12143361E-02     0.28907331E-02   
  10.850000      -0.14998181E-02     0.29854273E-02   
  10.900000      -0.30031776E-03     0.30080579E-02   
  10.950000      -0.31308397E-03     0.29230390E-02   
  11.000000      -0.20959391E-02     0.28380201E-02   
  11.050000      -0.12920599E-02     0.27530013E-02   
  11.100000      -0.39509707E-02     0.26679824E-02   
  11.150000       0.35610010E-03     0.27639430E-02   
  11.200000      -0.29710488E-02     0.29494185E-02   
  11.250000       0.59515977E-05     0.31348940E-02   
  11.300000      -0.43723167E-02     0.33203695E-02   
  11.350000      -0.39885637E-02     0.35058451E-02   
  11.400000      -0.34829193E-02     0.33049185E-02   
  11.450000      -0.74442089E-03     0.30798388E-02   
  11.500000      -0.65795232E-03     0.28547591E-02   
  11.550000       0.10208998E-02     0.26296794E-02   
  11.600000      -0.36080201E-03     0.24045998E-02   
  11.650000      -0.24655765E-02     0.21795201E-02   
  11.700000      -0.47640919E-02     0.19987513E-02   
  11.750000      -0.12406061E-02     0.24405108E-02   
  11.800000      -0.24267327E-02     0.28822703E-02   
  11.850000       0.24540661E-03     0.33240298E-02   
  11.900000       0.33849739E-02     0.37657893E-02   
  11.950000       0.24135182E-02     0.42075489E-02   
  12.000000       0.60028738E-02     0.46493084E-02   
  12.050000       0.64644678E-02     0.47039130E-02   
  12.100000       0.36420650E-02     0.42531883E-02   
  12.150000       0.20288259E-02     0.38024636E-02   
  12.200000      -0.13506513E-02     0.33517389E-02   
  12.250000      -0.15723807E-02     0.29010142E-02   
  12.300000      -0.12969124E-03     0.24502895E-02   
  12.350000       0.33468762E-02     0.19995648E-02   
