# data from ifeffit
#------------------------
#   energy         xmu         bkg         k
  8330.5100        8330.5100       0.69611872        8.7000000
  8330.5100        8330.5100       0.69270381        8.7500000
  8330.5100        8330.5100       0.68931254        8.8000000
  8330.5100        8330.5100       0.68600327        8.8500000
  8330.5100        8330.5100       0.68278074        8.9000000
  8330.5100        8330.5100       0.67967747        8.9500000
  8330.5100        8330.5100       0.67674741        9.0000000
  8330.5100        8330.5100       0.67397801        9.0500000
  8330.5100        1.4303188       0.67137128        9.1000000
  8330.5100        1.4243499       0.66891821        9.1500000
  8330.5100        1.4200914       0.66663103        9.2000000
  8330.5100        1.4144472       0.66448669        9.2500000
  8330.5100        1.4090778       0.66248227        9.3000000
  8330.5100        1.4113203       0.66246304        9.3500000
  8330.5100        1.4048170       0.66062909        9.4000000
  8330.5100        1.4007235       0.65890929        9.4500000
  8330.5100        1.3951785       0.65732401        9.5000000
  8330.5100        1.3911003       0.65586304        9.5500000
  8330.5100        1.3855687       0.65452835        9.6000000
  8330.5100        1.3817571       0.65331648        9.6500000
  8330.5100        1.3760254       0.65222042        9.7000000
  8330.5100        1.3717436       0.65123407        9.7500000
  8330.5100        1.3663227       0.65035632        9.8000000
  8330.5100        1.3624427       0.64958045        9.8500000
  8330.5100        1.3566894       0.64890718        9.9000000
  8330.5100        1.3527877       0.64832660        9.9500000
  8330.5100        1.3474142       0.64783574        10.000000
  8330.5100        1.3437725       0.64743303        10.050000
  8330.5100        1.3381739       0.64711157        10.100000
  8330.5100        1.3346768       0.64686760        10.150000
  8330.5100        1.3293903       0.64669812        10.200000
  8330.5100        1.3256507       0.64659765        10.250000
  8330.5100        1.3217012       0.64656236        10.300000
  8330.5100        1.3185714       0.64658803        10.350000
  8330.5100        1.3121169       0.64667041        10.400000
  8330.5100        1.3054563       0.64698897        10.450000
  8330.5100        1.2948650       0.64748257        10.500000
  8330.5100        1.2883676       0.64811865        10.550000
  8330.5100        1.2781432       0.64886252        10.600000
  8330.5100        1.2717422       0.64968101        10.650000
  8330.5100        1.2618639       0.65054120        10.700000
  8330.5100        1.2557495       0.65140526        10.750000
  8330.5100        1.2461687       0.65224402        10.800000
  8330.5100        1.2398339       0.65302093        10.850000
  8330.5100        1.2307213       0.65370154        10.900000
  8330.5100        1.2245535       0.65425397        10.950000
  8330.5100        1.2159862       0.65466101        11.000000
  8330.5100        1.2099511       0.65493710        11.050000
  8330.5100        1.2010429       0.65509655        11.100000
  8330.5100        1.1948472       0.65515653        11.150000
  8330.5100        1.1228129       0.65379115        11.200000
  8330.5100        1.0604689       0.66006790        11.250000
  8330.5100       0.99742484       0.69000913        11.300000
