                             K                           CHI                       CHI_ERR
            2.5999999046325684           -0.0571999996900558            0.0012787437299266
            2.6500000953674316           -0.0560999996960163            0.0014531161868945
            2.7000000476837158           -0.0701000019907951            0.0034359442070127
            2.7500000000000000           -0.0687000006437302            0.0027507208287716
            2.7999999523162842           -0.0837000012397766            0.0037253389600664
            2.8499999046325684           -0.0895000025629997            0.0018971664831042
            2.9000000953674316           -0.1019999980926514            0.0021762868855149
            2.9500000476837158           -0.1187999993562698            0.0020370332058519
            3.0000000000000000           -0.1216000020503998            0.0028381394222379
            3.0499999523162842           -0.1263999938964844            0.0044254935346544
            3.0999999046325684           -0.1366000026464462            0.0072299018502235
            3.1500000953674316           -0.1272999942302704            0.0010061478242278
            3.2000000476837158           -0.1275999993085861            0.0043336329981685
            3.2500000000000000           -0.1271000057458878            0.0036104016471654
            3.2999999523162842           -0.1215000003576279            0.0023439945653081
            3.3499999046325684           -0.1103999987244606            0.0024627260863781
            3.4000000953674316           -0.0945999994874001            0.0019687721505761
            3.4500000476837158           -0.0892999991774559            0.0022607876453549
            3.5000000000000000           -0.0758000016212463            0.0011976264650002
            3.5499999523162842           -0.0612000003457069            0.0014970760094002
            3.5999999046325684           -0.0480000004172325            0.0016447022790089
            3.6500000953674316           -0.0320000015199184            0.0018149099778384
            3.7000000476837158           -0.0211999993771315            0.0016551770968363
            3.7500000000000000           -0.0141000002622604            0.0014621765585616
            3.7999999523162842            0.0019099999917671            0.0018333799671382
            3.8499999046325684            0.0155999995768070            0.0019940070342273
            3.9000000953674316            0.0256999991834164            0.0019644177518785
            3.9500000476837158            0.0346000008285046            0.0016774185933173
            4.0000000000000000            0.0480999983847141            0.0024403496645391
            4.0500001907348633            0.0516000017523766            0.0022994759492576
            4.0999999046325684            0.0564000010490417            0.0019718310795724
            4.1500000953674316            0.0715000033378601            0.0023203878663480
            4.1999998092651367            0.0707999989390373            0.0013237955281511
            4.2500000000000000            0.0758000016212463            0.0037288405001163
            4.3000001907348633            0.0754000023007393            0.0027692615985870
            4.3499999046325684            0.0731000006198883            0.0013542664237320
            4.4000000953674316            0.0694999992847443            0.0008968511247076
            4.4499998092651367            0.0593999996781349            0.0001807288499549
            4.5000000000000000            0.0697999969124794            0.0004827601660509
            4.5500001907348633            0.0599000006914139            0.0031193068716675
            4.5999999046325684            0.0472999997437000            0.0024354048073292
            4.6500000953674316            0.0469000004231930            0.0004181703552604
            4.6999998092651367            0.0456000007688999            0.0004893572768196
            4.7500000000000000            0.0075900000520051            0.0016350764781237
            4.8000001907348633            0.0130000002682209            0.0025904339272529
            4.8499999046325684            0.0159000009298325            0.0035235753748566
            4.9000000953674316           -0.0085800001397729            0.0039643719792366
            4.9499998092651367            0.0031399999279529            0.0003924826160073
            5.0000000000000000           -0.0131000000983477            0.0006229841383174
            5.0500001907348633           -0.0210999995470047            0.0016763726016507
            5.0999999046325684           -0.0244999993592501            0.0027886694297194
            5.1500000953674316           -0.0377000011503696            0.0019700778648257
            5.1999998092651367           -0.0524000003933907            0.0006987347733229
            5.2500000000000000           -0.0511000007390976            0.0005235322169028
            5.3000001907348633           -0.0408000014722347            0.0007042565266602
            5.3499999046325684           -0.0410000011324883            0.0016920329071581
            5.4000000953674316           -0.0476000010967255            0.0029558783862740
            5.4499998092651367           -0.0445999987423420            0.0018976426217705
            5.5000000000000000           -0.0381000004708767            0.0003973951097578
            5.5500001907348633           -0.0399000011384487            0.0012823594734073
            5.5999999046325684           -0.0417999997735023            0.0024624492507428
            5.6500000953674316           -0.0340000018477440            0.0020193881355226
            5.6999998092651367           -0.0241999998688698            0.0013049308909103
            5.7500000000000000           -0.0173000004142523            0.0018200714839622
            5.8000001907348633           -0.0090100001543760            0.0019896330777556
            5.8499999046325684            0.0023099998943508            0.0012918420834467
            5.9000000953674316            0.0099099995568395            0.0010917090112343
            5.9499998092651367            0.0127999996766448            0.0023422508966178
            6.0000000000000000            0.0152000002563000            0.0038659190759063
            6.0500001907348633            0.0182000007480383            0.0055209249258041
            6.0999999046325684            0.0233999993652105            0.0036135243717581
            6.1500000953674316            0.0283000003546476            0.0026255655102432
            6.1999998092651367            0.0309999994933605            0.0031721857376397
            6.2500000000000000            0.0308999996632338            0.0028430186212063
            6.3000001907348633            0.0298999994993210            0.0017936055082828
            6.3499999046325684            0.0299999993294477            0.0012852669460699
            6.4000000953674316            0.0309999994933605            0.0009001592407003
            6.4499998092651367            0.0309999994933605            0.0009853643132374
            6.5000000000000000            0.0284000001847744            0.0010344715556130
            6.5500001907348633            0.0245999991893768            0.0010317453416064
            6.5999999046325684            0.0125000001862645            0.0019559981301427
            6.6500000953674316            0.0072699999436736            0.0027606596704572
            6.6999998092651367            0.0120999999344349            0.0043721925467253
            6.7500000000000000            0.0063900002278388            0.0035848044790328
            6.8000001907348633           -0.0024000001139939            0.0020753832068294
            6.8499999046325684           -0.0044300002045929            0.0025390349328518
            6.9000000953674316           -0.0052999998442829            0.0022143707610667
            6.9499998092651367           -0.0077100000344217            0.0021514508407563
            7.0000000000000000           -0.0131999999284744            0.0032518994994462
            7.0500001907348633           -0.0153000000864267            0.0048679751344025
            7.0999999046325684           -0.0131000000983477            0.0054138102568686
            7.1500000953674316           -0.0077100000344217            0.0020255455747247
            7.1999998092651367           -0.0164000000804663            0.0010744356550276
            7.2500000000000000           -0.0209999997168779            0.0012065829942003
            7.3000001907348633           -0.0093799997121096            0.0044142119586468
            7.3499999046325684           -0.0221999995410442            0.0040702694095671
            7.4000000953674316           -0.0219999998807907            0.0036270082928240
            7.4499998092651367           -0.0151000004261732            0.0028932325076312
            7.5000000000000000           -0.0119000002741814            0.0033875999506563
            7.5500001907348633           -0.0135000003501773            0.0025338809937239
            7.5999999046325684           -0.0153000000864267            0.0007817220757715
            7.6500000953674316           -0.0119000002741814            0.0019207471050322
            7.6999998092651367           -0.0025299999397248            0.0031406017951667
            7.7500000000000000           -0.0022599999792874            0.0021337682846934
            7.8000001907348633           -0.0095699997618794            0.0002979817800224
            7.8499999046325684           -0.0015699999639764            0.0007309320499189
            7.9000000953674316           -0.0004360000020824            0.0007774708210491
            7.9499998092651367            0.0022899999748915            0.0032981806434691
            8.0000000000000000            0.0110999997705221            0.0067902207374573
            8.0500001907348633            0.0063100000843406            0.0030303336679935
            8.1000003814697266            0.0073400000110269            0.0015886707697064
            8.1499996185302734            0.0079500004649162            0.0021498708520085
            8.1999998092651367            0.0072599998675287            0.0041331369429827
            8.2500000000000000            0.0113000003620982            0.0069061298854649
            8.3500003814697266            0.0100999996066093            0.0026127854362130
            8.3999996185302734            0.0100999996066093            0.0022050694096833
            8.4499998092651367            0.0031300000846386            0.0033366531133652
            8.5000000000000000            0.0103000001981854            0.0029638106934726
            8.5500001907348633           -0.0001080000001821            0.0030942352022976
            8.6000003814697266            0.0067099998705089            0.0053103687241673
            8.6499996185302734            0.0144999995827675            0.0046949046663940
            8.6999998092651367            0.0104999998584390            0.0022019632160664
            8.7500000000000000            0.0129000004380941            0.0051325401291251
            8.8000001907348633           -0.0015999999595806            0.0046733417548239
            8.8500003814697266           -0.0030900000128895            0.0018810324836522
            8.8999996185302734            0.0003560000041034            0.0014175646938384
            8.9499998092651367            0.0069200000725687            0.0014781901845708
            9.0000000000000000            0.0057600000873208            0.0008909824537113
            9.0500001907348633           -0.0096800001338124            0.0017814880702645
            9.1000003814697266            0.0008360000210814            0.0054349917918444
            9.1499996185302734           -0.0095899999141693            0.0073744384571910
            9.1999998092651367           -0.0028800000436604            0.0035731054376811
            9.2500000000000000           -0.0061400001868606            0.0009254247415811
            9.3000001907348633           -0.0109000001102686            0.0006493504042737
            9.3500003814697266           -0.0082299998030066            0.0012459205463529
            9.3999996185302734           -0.0065299998968840            0.0018414098303765
            9.4499998092651367           -0.0080399997532368            0.0017637977143750
            9.5000000000000000           -0.0082299998030066            0.0012228923151270
            9.5500001907348633            0.0025500000920147            0.0036784091498703
            9.6000003814697266           -0.0080000003799796            0.0015589010436088
            9.6499996185302734           -0.0048400000669062            0.0006555983563885
            9.6999998092651367           -0.0051799998618662            0.0002757695619948
            9.7500000000000000            0.0047300001606345            0.0008535533561371
            9.8000001907348633            0.0025100000202656            0.0029352260753512
            9.8500003814697266           -0.0001590000028955            0.0035759881138802
            9.8999996185302734            0.0005099999834783            0.0020196898840368
            9.9499998092651367           -0.0030100001022220            0.0008331041317433
           10.0000000000000000            0.0034099998883903            0.0016938215121627
           10.0500001907348633            0.0018299999646842            0.0017879414372146
           10.1000003814697266            0.0089999996125698            0.0020256920251995
           10.1499996185302734            0.0092000002041459            0.0007782680913806
           10.1999998092651367            0.0088999997824430            0.0032707902137190
           10.2500000000000000            0.0077999997884035            0.0051069790497422
           10.3000001907348633            0.0070000002160668            0.0031864368356764
           10.3500003814697266            0.0080199996009469            0.0015332215698436
           10.3999996185302734            0.0088999997824430            0.0010237585520372
           10.4499998092651367            0.0089999996125698            0.0039232987910509
           10.5000000000000000            0.0082000000402331            0.0026481640525162
           10.5500001907348633            0.0048600002191961            0.0017375061288476
           10.6000003814697266            0.0044999998062849            0.0040139844641089
           10.6499996185302734           -0.0000044200000957            0.0020509937312454
           10.6999998092651367           -0.0015399999683723            0.0049157636240125
           10.7500000000000000           -0.0074999998323619            0.0044475249014795
           10.8000001907348633           -0.0060899998061359            0.0026879548095167
           10.8500003814697266            0.0005789999850094            0.0012235898757353
           10.8999996185302734            0.0011200000299141            0.0040609585121274
           10.9499998092651367           -0.0041600000113249            0.0015885090688244
           11.0000000000000000           -0.0005099999834783            0.0012214044108987
           11.0500001907348633           -0.0014400000218302            0.0020370550919324
           11.1000003814697266           -0.0022100000642240            0.0020184710156173
           11.1499996185302734           -0.0024099999573082            0.0017008540453389
           11.1999998092651367           -0.0031000000890344            0.0023080951068550
           11.2500000000000000            0.0012100000167266            0.0028757855761796
           11.3000001907348633           -0.0069499998353422            0.0048103793524206
           11.3500003814697266            0.0032500000670552            0.0014259642921388
           11.3999996185302734            0.0004290000069886            0.0017080019460991
           11.4499998092651367           -0.0076899998821318            0.0024178158491850
           11.5000000000000000           -0.0046399999409914            0.0030267371330410
           11.5500001907348633            0.0107000004500151            0.0018521673046052
           11.6000003814697266            0.0014600000577047            0.0005397045169957
           11.6499996185302734            0.0010900000343099            0.0020509220194072
           11.6999998092651367            0.0019799999427050            0.0027292764279991
           11.7500000000000000            0.0030000000260770            0.0009204925736412
           11.8000001907348633            0.0056199999526143            0.0022986691910774
           11.8500003814697266           -0.0066200001165271            0.0023702816106379
           11.8999996185302734           -0.0009280000231229            0.0009279240621254
           11.9499998092651367           -0.0062500000931323            0.0018487959168851
           12.0000000000000000           -0.0017999999690801            0.0007936699548736
           12.0500001907348633           -0.0102000003680587            0.0018440583953634
           12.1000003814697266           -0.0109999999403954            0.0004744358593598
           12.1499996185302734           -0.0099999997764826            0.0010274846572429
           12.1999998092651367           -0.0083400001749396            0.0009152049897239
           12.2500000000000000           -0.0005590000073425            0.0013320660218596
           12.3000001907348633           -0.0066800001077354            0.0016084751114249
           12.3500003814697266           -0.0071399998851120            0.0021514159161597
           12.3999996185302734           -0.0093400003388524            0.0017065792344511
           12.4499998092651367           -0.0077499998733401            0.0013353794347495
           12.5000000000000000           -0.0049899998120964            0.0020144595764577
           12.5500001907348633           -0.0031900000758469            0.0015654532471672
           12.6000003814697266            0.0021699999924749            0.0025465318467468
           12.6499996185302734           -0.0005569999921136            0.0024552866816521
           12.6999998092651367            0.0032200000714511            0.0008030602475628
           12.7500000000000000            0.0075400001369417            0.0009553643176332
           12.8000001907348633            0.0068399999290705            0.0012269542785361
           12.8500003814697266            0.0057700001634657            0.0027733272872865
           12.8999996185302734            0.0073099997825921            0.0027358527295291
           12.9499998092651367            0.0001610000035726            0.0014979423722252
           13.0000000000000000            0.0073899999260902            0.0005707101081498
           13.0500001907348633            0.0057899998500943            0.0018463314045221
           13.1000003814697266            0.0046600000932813            0.0016233756905422
           13.1499996185302734            0.0055200001224875            0.0045629786327481
           13.1999998092651367            0.0010900000343099            0.0030541555024683
           13.2500000000000000            0.0028500000480562            0.0039551919326186
           13.3000001907348633            0.0062199998646975            0.0012777926167473
           13.3500003814697266            0.0046100001782179            0.0033516506664455
           13.3999996185302734            0.0093000000342727            0.0010907979449257
           13.4499998092651367            0.0114000001922250            0.0024481993168592
      
