# data from ifeffit
#------------------------
#   k         chi         chi       dchi         win
  3.6000000       0.87517491E-01   0.98396112E-01   0.31727542E-02    1.0000000
  3.6500000       0.99071671E-01   0.98677207E-01   0.30556899E-02    1.0000000
  3.7000000       0.10168590       0.95859818E-01   0.30341499E-02    1.0000000
  3.7500000       0.94019569E-01   0.90439298E-01   0.30290677E-02    1.0000000
  3.8000000       0.82948098E-01   0.83181480E-01   0.30081443E-02    1.0000000
  3.8500000       0.93095274E-01   0.74774684E-01   0.27484499E-02    1.0000000
  3.9000000       0.84287602E-01   0.65816970E-01   0.27838333E-02    1.0000000
  3.9500000       0.63729824E-01   0.56771363E-01   0.29219890E-02    1.0000000
  4.0000000       0.55490508E-01   0.48118308E-01   0.29733682E-02    1.0000000
  4.0500000       0.44726005E-01   0.40129561E-01   0.29825233E-02    1.0000000
  4.1000000       0.23526861E-01   0.32919544E-01   0.37517580E-02    1.0000000
  4.1500000       0.14439878E-01   0.26497532E-01   0.34643599E-02    1.0000000
  4.2000000       0.15715793E-01   0.20761607E-01   0.29875692E-02    1.0000000
  4.2500000       0.64996373E-02   0.15508094E-01   0.28633276E-02    1.0000000
  4.3000000      -0.83970808E-02   0.10511121E-01   0.29897563E-02    1.0000000
  4.3500000      -0.16952635E-01   0.55422254E-02   0.28867589E-02    1.0000000
  4.4000000      -0.14154437E-01   0.38570721E-03   0.27281319E-02    1.0000000
  4.4500000      -0.12152303E-01  -0.50741638E-02   0.27912063E-02    1.0000000
  4.5000000      -0.26930313E-01  -0.10848603E-01   0.28342025E-02    1.0000000
  4.5500000      -0.30487665E-01  -0.16876409E-01   0.28606315E-02    1.0000000
  4.6000000      -0.17999734E-01  -0.22953152E-01   0.27486925E-02    1.0000000
  4.6500000      -0.25224117E-01  -0.28768459E-01   0.27532925E-02    1.0000000
  4.7000000      -0.32336652E-01  -0.34024634E-01   0.27770113E-02    1.0000000
  4.7500000      -0.41649173E-01  -0.38358688E-01   0.28238983E-02    1.0000000
  4.8000000      -0.51121094E-01  -0.41364206E-01   0.28414668E-02    1.0000000
  4.8500000      -0.49846498E-01  -0.42759532E-01   0.28401723E-02    1.0000000
  4.9000000      -0.43149995E-01  -0.42472803E-01   0.29012894E-02    1.0000000
  4.9500000      -0.36067232E-01  -0.40446223E-01   0.29687798E-02    1.0000000
  5.0000000      -0.40503772E-01  -0.36777539E-01   0.27728166E-02    1.0000000
  5.0500000      -0.35265118E-01  -0.31776275E-01   0.27297749E-02    1.0000000
  5.1000000      -0.31147621E-01  -0.25944671E-01   0.28185004E-02    1.0000000
  5.1500000      -0.27578737E-01  -0.19729931E-01   0.30755736E-02    1.0000000
  5.2000000      -0.18674778E-01  -0.13641750E-01   0.61215858E-02    1.0000000
  5.2500000      -0.67922917E-02  -0.81896552E-02   0.28744563E-02    1.0000000
  5.3000000       0.59889323E-02  -0.37900071E-02   0.28903628E-02    1.0000000
  5.3500000      -0.57189312E-02  -0.69146163E-03   0.29076476E-02    1.0000000
  5.4000000      -0.46949771E-02   0.10200803E-02   0.29000967E-02    1.0000000
  5.4500000      -0.87879141E-03   0.14454101E-02   0.27866613E-02    1.0000000
  5.5000000       0.12040758E-02   0.88306524E-03   0.28855012E-02    1.0000000
  5.5500000       0.42552226E-02  -0.25957172E-03   0.28082301E-02    1.0000000
  5.6000000       0.85516920E-02  -0.14915842E-02   0.28191029E-02    1.0000000
  5.6500000       0.75952740E-02  -0.23080738E-02   0.28628380E-02    1.0000000
  5.7000000       0.51299092E-02  -0.22358631E-02   0.28050884E-02    1.0000000
  5.7500000       0.39830620E-02  -0.97068595E-03   0.27464764E-02    1.0000000
  5.8000000       0.68858221E-02   0.16259993E-02   0.27015339E-02    1.0000000
  5.8500000       0.10018321E-01   0.54971004E-02   0.27580644E-02    1.0000000
  5.9000000       0.13457742E-01   0.10443706E-01   0.27797549E-02    1.0000000
  5.9500000       0.20567005E-01   0.16006467E-01   0.49999354E-02    1.0000000
  6.0000000       0.23573522E-01   0.21627793E-01   0.28486006E-02    1.0000000
  6.0500000       0.25682268E-01   0.26710893E-01   0.28505838E-02    1.0000000
  6.1000000       0.30083656E-01   0.30755853E-01   0.27552426E-02    1.0000000
  6.1500000       0.28834493E-01   0.33219865E-01   0.28222229E-02    1.0000000
  6.2000000       0.30392301E-01   0.33788388E-01   0.27460941E-02    1.0000000
  6.2500000       0.27257833E-01   0.32354429E-01   0.28394597E-02    1.0000000
  6.3000000       0.28217493E-01   0.29019472E-01   0.29097346E-02    1.0000000
  6.3500000       0.22097138E-01   0.24074660E-01   0.27385935E-02    1.0000000
  6.4000000       0.18222631E-01   0.17957980E-01   0.27775218E-02    1.0000000
  6.4500000       0.12065104E-01   0.11194554E-01   0.27903870E-02    1.0000000
  6.5000000       0.67191608E-02   0.43293110E-02   0.27624407E-02    1.0000000
  6.5500000       0.15843768E-02  -0.21379850E-02   0.38655435E-02    1.0000000
  6.6000000       0.54502050E-02  -0.79013660E-02   0.54935170E-02    1.0000000
  6.6500000      -0.99615658E-03  -0.12605288E-01   0.28382001E-02    1.0000000
  6.7000000      -0.12953962E-01  -0.16120124E-01   0.21068146E-02    1.0000000
  6.7500000      -0.19449483E-01  -0.18458833E-01   0.22805393E-02    1.0000000
  6.8000000      -0.22778482E-01  -0.19747763E-01   0.24542640E-02    1.0000000
  6.8500000      -0.23631286E-01  -0.20185412E-01   0.26279886E-02    1.0000000
  6.9000000      -0.22698535E-01  -0.19995832E-01   0.27835995E-02    1.0000000
  6.9500000      -0.21587823E-01  -0.19384991E-01   0.28366565E-02    1.0000000
  7.0000000      -0.19677800E-01  -0.18507299E-01   0.28897136E-02    1.0000000
  7.0500000      -0.17264932E-01  -0.17451378E-01   0.29427706E-02    1.0000000
  7.1000000      -0.14686110E-01  -0.16283242E-01   0.29799236E-02    1.0000000
  7.1500000      -0.12669174E-01  -0.14875845E-01   0.29606596E-02    1.0000000
  7.2000000      -0.10738217E-01  -0.13148222E-01   0.29413956E-02    1.0000000
  7.2500000      -0.89392378E-02  -0.11023587E-01   0.29221315E-02    1.0000000
  7.3000000      -0.76462594E-02  -0.84619367E-02   0.29655492E-02    1.0000000
  7.3500000      -0.67148804E-02  -0.54852124E-02   0.30384311E-02    1.0000000
  7.4000000      -0.55922600E-02  -0.21900051E-02   0.31113130E-02    1.0000000
  7.4500000      -0.40213545E-02   0.12547707E-02   0.31711774E-02    1.0000000
  7.5000000      -0.72421861E-05   0.46249694E-02   0.31409224E-02    1.0000000
  7.5500000       0.41577814E-02   0.76818288E-02   0.31106675E-02    1.0000000
  7.6000000       0.77648234E-02   0.10265364E-01   0.30804125E-02    1.0000000
  7.6500000       0.91683010E-02   0.12083096E-01   0.30703813E-02    1.0000000
  7.7000000       0.77344402E-02   0.12993834E-01   0.30774636E-02    1.0000000
  7.7500000       0.57857617E-02   0.12956134E-01   0.30845460E-02    1.0000000
  7.8000000       0.42067644E-02   0.12036027E-01   0.31091859E-02    1.0000000
  7.8500000       0.54371943E-02   0.10398310E-01   0.31890899E-02    1.0000000
  7.9000000       0.68896103E-02   0.82829375E-02   0.32689938E-02    1.0000000
  7.9500000       0.79812770E-02   0.59704891E-02   0.33488977E-02    1.0000000
  8.0000000       0.67331755E-02   0.37424182E-02   0.32330770E-02    1.0000000
  8.0500000       0.41959742E-02   0.18428178E-02   0.30948009E-02    1.0000000
  8.1000000       0.13898351E-02   0.44529371E-03   0.29565248E-02    1.0000000
  8.1500000      -0.10166200E-02  -0.36047607E-03   0.29675348E-02    1.0000000
  8.2000000      -0.25297244E-02  -0.57618585E-03   0.31083881E-02    1.0000000
  8.2500000      -0.32738814E-02  -0.29322389E-03   0.32492414E-02    1.0000000
  8.3000000      -0.28511233E-02   0.32862770E-03   0.37683215E-02    1.0000000
  8.3500000      -0.62496702E-03   0.10918077E-02   0.49303580E-02    1.0000000
  8.4000000       0.21865057E-02   0.17953924E-02   0.60923945E-02    1.0000000
  8.4500000       0.49968543E-02   0.22674586E-02   0.67966018E-02    1.0000000
  8.5000000       0.56790277E-02   0.23902157E-02   0.61913763E-02    1.0000000
  8.5500000       0.56642567E-02   0.21097326E-02   0.55861507E-02    1.0000000
  8.6000000       0.50663054E-02   0.14235929E-02   0.49809251E-02    1.0000000
  8.6500000       0.39989381E-02   0.42406231E-03   0.43756995E-02    1.0000000
  8.7000000       0.25759192E-02  -0.76009553E-03   0.37704739E-02    1.0000000
  8.7500000       0.91101282E-03  -0.19813752E-02   0.31993809E-02    1.0000000
  8.8000000      -0.91608104E-03  -0.31000207E-02   0.32417425E-02    1.0000000
  8.8500000      -0.27563366E-02  -0.40065735E-02   0.32841040E-02    1.0000000
  8.9000000      -0.44839854E-02  -0.46367099E-02   0.33264656E-02    1.0000000
  8.9500000      -0.59786102E-02  -0.49762689E-02   0.33688272E-02    1.0000000
  9.0000000      -0.71197938E-02  -0.50563359E-02   0.34111887E-02    1.0000000
  9.0500000      -0.77839705E-02  -0.49451118E-02   0.34434398E-02    1.0000000
  9.1000000      -0.61749060E-02  -0.47155331E-02   0.34332330E-02    1.0000000
  9.1500000      -0.41900717E-02  -0.44179364E-02   0.34230262E-02    1.0000000
  9.2000000      -0.20250092E-02  -0.41044195E-02   0.34128194E-02    1.0000000
  9.2500000       0.12474012E-03  -0.37975251E-02   0.34026126E-02    1.0000000
  9.3000000       0.20636347E-02  -0.34873390E-02   0.33924059E-02    1.0000000
  9.3500000       0.28537760E-02  -0.31365088E-02   0.34028429E-02    1.0000000
  9.4000000       0.18091987E-02  -0.26918269E-02   0.34305758E-02    1.0000000
  9.4500000       0.51220269E-03  -0.20997351E-02   0.34583086E-02    1.0000000
  9.5000000      -0.83012825E-03  -0.13223840E-02   0.34860415E-02    1.0000000
  9.5500000      -0.20107102E-02  -0.34082451E-03   0.35137744E-02    1.0000000
  9.6000000      -0.28224594E-02   0.82145780E-03   0.35415073E-02    1.0000000
  9.6500000      -0.14164311E-02   0.20684759E-02   0.35816510E-02    1.0000000
  9.7000000       0.10678235E-02   0.33032019E-02   0.36229922E-02    1.0000000
  9.7500000       0.36782479E-02   0.44151675E-02   0.36643334E-02    1.0000000
  9.8000000       0.61473261E-02   0.52971881E-02   0.37056745E-02    1.0000000
  9.8500000       0.82075421E-02   0.58621136E-02   0.37470157E-02    1.0000000
  9.9000000       0.86412203E-02   0.60565266E-02   0.38155485E-02    1.0000000
  9.9500000       0.69345118E-02   0.58689260E-02   0.39016494E-02    1.0000000
  10.000000       0.47401246E-02   0.53310045E-02   0.39877502E-02    1.0000000
  10.050000       0.23017189E-02   0.45075347E-02   0.40738511E-02    1.0000000
  10.100000      -0.13704547E-03   0.34903148E-02   0.41599519E-02    1.0000000
  10.150000      -0.21133989E-02   0.23973542E-02   0.41834200E-02    1.0000000
  10.200000      -0.22962977E-02   0.13326846E-02   0.40899477E-02    1.0000000
  10.250000      -0.21764831E-02   0.38001977E-03   0.39964755E-02    1.0000000
  10.300000      -0.18717995E-02  -0.40706134E-03   0.39030032E-02    1.0000000
  10.350000      -0.15000910E-02  -0.10088965E-02   0.38095309E-02    1.0000000
  10.400000      -0.11929258E-02  -0.14372284E-02   0.37056704E-02    1.0000000
  10.450000      -0.19347339E-02  -0.17273230E-02   0.35676534E-02    1.0000000
  10.500000      -0.27235389E-02  -0.19265958E-02   0.34296364E-02    1.0000000
  10.550000      -0.34543032E-02  -0.20821756E-02   0.32916194E-02    1.0000000
  10.600000      -0.40219892E-02  -0.22298955E-02   0.31536024E-02    1.0000000
  10.650000      -0.42338787E-02  -0.23867802E-02   0.32568736E-02    1.0000000
  10.700000      -0.30355240E-02  -0.25482983E-02   0.39306480E-02    1.0000000
  10.750000      -0.16651462E-02  -0.26906427E-02   0.46044225E-02    1.0000000
  10.800000      -0.30612038E-03  -0.27772899E-02   0.52781969E-02    1.0000000
  10.850000       0.85817835E-03  -0.27682776E-02   0.59519714E-02    1.0000000
  10.900000       0.14741845E-02  -0.26301720E-02   0.62404918E-02    1.0000000
  10.950000       0.43227492E-04  -0.23446460E-02   0.57251077E-02    1.0000000
  11.000000      -0.15994736E-02  -0.19139624E-02   0.52097236E-02    1.0000000
  11.050000      -0.31847106E-02  -0.13654558E-02   0.46943395E-02    1.0000000
  11.100000      -0.44432752E-02  -0.73729076E-03   0.41789554E-02    1.0000000
  11.150000      -0.44019794E-02  -0.78086953E-04   0.39958946E-02    1.0000000
  11.200000      -0.24712090E-02   0.54998063E-03   0.40358662E-02    1.0000000
  11.250000      -0.12262448E-03   0.10882169E-02   0.40758379E-02    1.0000000
  11.300000       0.23894906E-02   0.14904233E-02   0.41158096E-02    1.0000000
  11.350000       0.48108526E-02   0.17295251E-02   0.41557812E-02    1.0000000
  11.400000       0.53983262E-02   0.18006803E-02   0.43274699E-02    1.0000000
  11.450000       0.45852272E-02   0.17204685E-02   0.45161386E-02    1.0000000
  11.500000       0.32984643E-02   0.15225324E-02   0.47048074E-02    1.0000000
  11.550000       0.16962275E-02   0.12507103E-02   0.48934762E-02    1.0000000
  11.600000      -0.63293455E-04   0.95111559E-03   0.50821449E-02    1.0000000
  11.650000      -0.18219085E-02   0.66473184E-03   0.52708137E-02    1.0000000
  11.700000      -0.34214276E-02   0.42186908E-03   0.54594824E-02    1.0000000
  11.750000      -0.34596282E-02   0.23935450E-03   0.52927380E-02    1.0000000
  11.800000      -0.27952209E-02   0.12069766E-03   0.51257380E-02    1.0000000
  11.850000      -0.19058235E-02   0.58831489E-04   0.49587381E-02   1.00000000
  11.900000      -0.85447041E-03   0.40514186E-04   0.47917381E-02   0.93301117
  11.950000       0.29580409E-03   0.51190450E-04   0.46247381E-02   0.74999788
  12.000000       0.14819656E-02   0.79105318E-04   0.44577381E-02   0.49999817
  12.050000       0.26217958E-02   0.12480967E-03   0.42901226E-02   0.24999894
  12.100000       0.35608850E-02   0.18475081E-03   0.41215626E-02   0.66986993E-01
  12.150000       0.43690756E-02   0.24860300E-03   0.39530027E-02    0.0000000
  12.200000       0.50022015E-02   0.31804873E-03   0.37844428E-02   0.38025635E-39
  12.250000       0.54160963E-02   0.39378185E-03   0.36158828E-02    0.0000000
  12.300000       0.55665938E-02   0.47197849E-03   0.34473229E-02    0.0000000
  12.350000       0.54095278E-02   0.54196736E-03   0.32787629E-02    0.0000000
  12.400000       0.41542301E-02   0.58595784E-03   0.35919122E-02    0.0000000
  12.450000       0.22240505E-02   0.58118453E-03   0.39507113E-02    0.0000000
  12.500000       0.14744360E-03   0.14744360E-03   0.43095104E-02    0.0000000
  12.550000      -0.19491700E-02  -0.19491700E-02   0.46683095E-02    0.0000000
  12.600000      -0.39393699E-02  -0.39393699E-02   0.50271087E-02    0.0000000
  12.650000      -0.56967354E-02  -0.56967354E-02   0.53859078E-02    0.0000000
  12.700000      -0.66291704E-02  -0.66291704E-02   0.54379909E-02    0.0000000
  12.750000      -0.63659964E-02  -0.63659964E-02   0.53139212E-02    0.0000000
  12.800000      -0.57746562E-02  -0.57746562E-02   0.51898516E-02    0.0000000
  12.850000      -0.49273482E-02  -0.49273482E-02   0.50657820E-02    0.0000000
  12.900000      -0.38962709E-02  -0.38962709E-02   0.49417124E-02    0.0000000
  12.950000      -0.27536227E-02  -0.27536227E-02   0.48176428E-02    0.0000000
  13.000000      -0.16622487E-02  -0.16622487E-02   0.47795215E-02    0.0000000
  13.050000      -0.83386513E-03  -0.83386513E-03   0.48148840E-02    0.0000000
  13.100000      -0.38869489E-04  -0.38869489E-04   0.48502466E-02    0.0000000
  13.150000       0.70604802E-03   0.70604802E-03   0.48856091E-02    0.0000000
  13.200000       0.13841971E-02   0.13841971E-02   0.49209716E-02    0.0000000
  13.250000       0.19788877E-02   0.19788877E-02   0.49563341E-02    0.0000000
  13.300000       0.24225725E-02   0.24225725E-02   0.49739779E-02    0.0000000
  13.350000       0.25829302E-02   0.25829302E-02   0.49749929E-02    0.0000000
  13.400000       0.26271131E-02   0.26271131E-02   0.49760079E-02    0.0000000
  13.450000       0.25656255E-02   0.25656255E-02   0.49770229E-02    0.0000000
  13.500000       0.24089721E-02   0.24089721E-02   0.49780379E-02    0.0000000
  13.550000       0.21676572E-02   0.21676572E-02   0.49790529E-02    0.0000000
  13.600000       0.18521854E-02   0.18521854E-02   0.49800679E-02    0.0000000
  13.650000       0.14730611E-02   0.14730611E-02   0.49810829E-02    0.0000000
  13.700000       0.99531472E-03   0.99531472E-03   0.53661989E-02    0.0000000
  13.750000       0.41523698E-03   0.41523698E-03   0.59167291E-02    0.0000000
  13.800000      -0.18047926E-03  -0.18047926E-03   0.64672594E-02    0.0000000
  13.850000      -0.77016968E-03  -0.77016968E-03   0.70177897E-02    0.0000000
  13.900000      -0.13321699E-02  -0.13321699E-02   0.75683200E-02    0.0000000
  13.950000      -0.18448157E-02  -0.18448157E-02   0.81188503E-02    0.0000000
  14.000000      -0.22864427E-02  -0.22864427E-02   0.86693805E-02    0.0000000
  14.050000      -0.26353865E-02  -0.26353865E-02   0.91341072E-02    0.0000000
  14.100000      -0.25477786E-02  -0.25477786E-02   0.86477950E-02    0.0000000
  14.150000      -0.22746707E-02  -0.22746707E-02   0.81614827E-02    0.0000000
  14.200000      -0.19265212E-02  -0.19265212E-02   0.76751705E-02    0.0000000
  14.250000      -0.15258897E-02  -0.15258897E-02   0.71888582E-02    0.0000000
  14.300000      -0.10953356E-02  -0.10953356E-02   0.67025460E-02    0.0000000
  14.350000      -0.65741846E-03  -0.65741846E-03   0.62162337E-02    0.0000000
  14.400000      -0.23469779E-03  -0.23469779E-03   0.57299215E-02    0.0000000
  14.450000       0.44286712E-04   0.44286712E-04   0.57589933E-02    0.0000000
  14.500000       0.12144609E-03   0.12144609E-03   0.59991600E-02    0.0000000
  14.550000       0.15872375E-03   0.15872375E-03   0.62393267E-02    0.0000000
  14.600000       0.16305109E-03   0.16305109E-03   0.64794934E-02    0.0000000
  14.650000       0.14135947E-03   0.14135947E-03   0.67196602E-02    0.0000000
  14.700000       0.10058029E-03   0.10058029E-03   0.69598269E-02    0.0000000
  14.750000       0.47644915E-04   0.47644915E-04   0.71999936E-02    0.0000000
  14.800000      -0.80670983E-02  -0.80670983E-02   0.71553362E-02    0.0000000
  14.850000      -0.70620764E-02  -0.70620764E-02   0.68141084E-02    0.0000000
  14.900000      -0.59409275E-02  -0.59409275E-02   0.64728805E-02    0.0000000
  14.950000      -0.47585334E-02  -0.47585334E-02   0.61316527E-02    0.0000000
  15.000000      -0.35697757E-02  -0.35697757E-02   0.57904249E-02    0.0000000
  15.050000      -0.24295359E-02  -0.24295359E-02   0.54491971E-02    0.0000000
  15.100000      -0.13926956E-02  -0.13926956E-02   0.51079693E-02    0.0000000
  15.150000      -0.67985550E-03  -0.67985550E-03   0.53888229E-02    0.0000000
  15.200000      -0.10542913E-02  -0.10542913E-02   0.63654948E-02    0.0000000
  15.250000      -0.15339541E-02  -0.15339541E-02   0.73421667E-02    0.0000000
  15.300000      -0.20392524E-02  -0.20392524E-02   0.83188387E-02    0.0000000
  15.350000      -0.24905944E-02  -0.24905944E-02   0.92955106E-02    0.0000000
  15.400000      -0.28083887E-02  -0.28083887E-02   0.10272183E-01    0.0000000
  15.450000      -0.29130436E-02  -0.29130436E-02   0.11248855E-01    0.0000000
  15.500000      -0.22418854E-02  -0.22418854E-02   0.11207512E-01    0.0000000
  15.550000      -0.14996381E-03  -0.14996381E-03   0.10555753E-01    0.0000000
  15.600000       0.21075686E-02   0.21075686E-02   0.99039939E-02    0.0000000
  15.650000       0.43987823E-02   0.43987823E-02   0.92522346E-02    0.0000000
  15.700000       0.65917476E-02   0.65917476E-02   0.86004754E-02    0.0000000
  15.750000       0.85545349E-02   0.85545349E-02   0.79487161E-02    0.0000000
  15.800000       0.10155215E-01   0.10155215E-01   0.72969569E-02    0.0000000
  15.850000       0.97015977E-02   0.97015977E-02   0.75711012E-02    0.0000000
  15.900000       0.81299225E-02   0.81299225E-02   0.79045359E-02    0.0000000
  15.950000       0.65582472E-02   0.65582472E-02   0.82379705E-02    0.0000000
  16.000000       0.49865720E-02   0.49865720E-02   0.85714052E-02    0.0000000
  16.050000       0.34148967E-02   0.34148967E-02   0.89048398E-02    0.0000000
  16.100000       0.18432215E-02   0.18432215E-02   0.92382745E-02    0.0000000
  16.150000       0.35021815E-03   0.35021815E-03   0.93742081E-02    0.0000000
  16.200000       0.98318743E-03   0.98318743E-03   0.91811636E-02    0.0000000
  16.250000       0.16161567E-02   0.16161567E-02   0.89881191E-02    0.0000000
  16.300000       0.22491260E-02   0.22491260E-02   0.87950747E-02    0.0000000
  16.350000       0.28820953E-02   0.28820953E-02   0.86020302E-02    0.0000000
  16.400000       0.35150646E-02   0.35150646E-02   0.84089857E-02    0.0000000
  16.450000       0.41480338E-02   0.41480338E-02   0.82159412E-02    0.0000000
  16.500000       0.34414537E-02   0.34414537E-02   0.82852198E-02    0.0000000
  16.550000       0.18766878E-02   0.18766878E-02   0.83666526E-02    0.0000000
  16.600000       0.31192187E-03   0.31192187E-03   0.84480854E-02    0.0000000
  16.650000      -0.12528440E-02  -0.12528440E-02   0.85295182E-02    0.0000000
  16.700000      -0.28176099E-02  -0.28176099E-02   0.86109510E-02    0.0000000
  16.750000      -0.43823758E-02  -0.43823758E-02   0.86923838E-02    0.0000000
  16.800000      -0.55839295E-02  -0.55839295E-02   0.92756766E-02    0.0000000
  16.850000      -0.56492362E-02  -0.56492362E-02   0.10200393E-01    0.0000000
  16.900000      -0.57145429E-02  -0.57145429E-02   0.11125109E-01    0.0000000
  16.950000      -0.57798496E-02  -0.57798496E-02   0.12049825E-01    0.0000000
  17.000000      -0.58451563E-02  -0.58451563E-02   0.12974541E-01    0.0000000
  17.050000      -0.59104630E-02  -0.59104630E-02   0.13899257E-01    0.0000000
  17.100000      -0.59757697E-02  -0.59757697E-02   0.14823973E-01    0.0000000
