 name:     molybdenum                                             Feff 8.20
 formula:  Mo
 sites:    Mo1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, bcc
 POT  SCF  20  4.0000   0, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=42 Rmt= 1.505 Rnm= 1.561 K  shell
 Pot 1 Z=42 Rmt= 1.476 Rnm= 1.527
 Gam_ch=5.613E+00 H-L exch
 Mu=-8.816E+00 kf=2.135E+00 Vint=-2.050E+01 Rs_int= 1.698
 PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path    6      icalc       2
 -----------------------------------------------------------------------
   3  48.000   4.9396    2.8860   -8.81559 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
     0.0000    0.0000    0.0000  0  42 Mo       absorbing atom
     3.1400    3.1400    0.0000  1  42 Mo    
     1.5700    1.5700    1.5700  1  42 Mo    
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -1.960  9.8260E+00  2.9721E+00 -7.1595E+00  1.028E+00  1.0411E+00  3.8349E-01
 -1.820  9.5755E+00  2.1930E+00 -7.5854E+00  1.127E+00  1.3982E+00  5.1501E-01
 -1.680  9.4261E+00  1.3148E+00 -7.7546E+00  1.170E+00  1.9385E+00  7.1403E-01
 -1.540  9.3119E+00  7.6624E-01 -7.8386E+00  1.179E+00  2.5081E+00  9.2384E-01
 -1.400  9.2159E+00  5.2852E-01 -8.0935E+00  1.176E+00  2.9957E+00  1.1034E+00
 -1.260  9.1340E+00  4.4630E-01 -8.5630E+00  1.169E+00  3.3966E+00  1.2511E+00
 -1.214  9.1098E+00  4.4158E-01 -8.7467E+00  1.167E+00  3.5124E+00  1.2938E+00
 -1.051  9.0340E+00  4.7157E-01 -9.4072E+00  1.160E+00  3.8662E+00  1.4241E+00
 -0.858  8.9617E+00  4.9481E-01 -1.0197E+01  1.152E+00  4.1939E+00  1.5448E+00
 -0.607  8.8925E+00  4.0006E-01 -1.1460E+01  1.146E+00  4.4998E+00  1.6575E+00
  0.000  8.8261E+00  1.8819E-04 -9.9680E+00  1.140E+00  4.7876E+00  1.7634E+00
  0.100  8.8244E+00  6.4749E-02 -1.0923E+01  1.140E+00  4.7948E+00  1.7661E+00
  0.200  8.8194E+00  1.2865E-01 -1.1820E+01  1.139E+00  4.8164E+00  1.7741E+00
  0.300  8.8109E+00  1.9062E-01 -1.2658E+01  1.139E+00  4.8519E+00  1.7874E+00
  0.400  8.7992E+00  2.4923E-01 -1.3439E+01  1.138E+00  4.9004E+00  1.8058E+00
  0.500  8.7843E+00  3.0262E-01 -1.4165E+01  1.137E+00  4.9607E+00  1.8293E+00
  0.600  8.7662E+00  3.4891E-01 -1.4841E+01  1.135E+00  5.0315E+00  1.8576E+00
  0.700  8.7449E+00  3.8622E-01 -1.5469E+01  1.134E+00  5.1112E+00  1.8906E+00
  0.800  8.7207E+00  4.1332E-01 -1.6055E+01  1.133E+00  5.1977E+00  1.9280E+00
  0.900  8.6935E+00  4.2976E-01 -1.6602E+01  1.132E+00  5.2891E+00  1.9697E+00
  1.000  8.6634E+00  4.3592E-01 -1.7114E+01  1.131E+00  5.3831E+00  2.0155E+00
  1.100  8.6303E+00  4.3285E-01 -1.7595E+01  1.130E+00  5.4776E+00  2.0651E+00
  1.200  8.5945E+00  4.2199E-01 -1.8045E+01  1.130E+00  5.5705E+00  2.1185E+00
  1.300  8.5557E+00  4.0487E-01 -1.8467E+01  1.130E+00  5.6597E+00  2.1753E+00
  1.400  8.5140E+00  3.8293E-01 -1.8859E+01  1.131E+00  5.7434E+00  2.2356E+00
  1.500  8.4693E+00  3.5741E-01 -1.9223E+01  1.132E+00  5.8203E+00  2.2991E+00
  1.600  8.4213E+00  3.2932E-01 -1.9556E+01  1.134E+00  5.8895E+00  2.3657E+00
  1.700  8.3700E+00  2.9949E-01 -1.9856E+01  1.136E+00  5.9507E+00  2.4355E+00
  1.800  8.3151E+00  2.6868E-01 -2.0121E+01  1.139E+00  6.0041E+00  2.5083E+00
  1.900  8.2562E+00  2.3760E-01 -2.0347E+01  1.142E+00  6.0509E+00  2.5841E+00
  2.000  8.1930E+00  2.0708E-01 -2.0529E+01  1.146E+00  6.0930E+00  2.6630E+00
  2.200  8.0520E+00  1.5181E-01 -2.0736E+01  1.153E+00  6.1754E+00  2.8302E+00
  2.400  7.8826E+00  1.1112E-01 -2.0658E+01  1.159E+00  6.2884E+00  3.0135E+00
  2.600  7.6612E+00  9.5631E-02 -2.0339E+01  1.258E+00  5.3182E+00  3.2209E+00
  2.800  7.5818E+00  9.3221E-02 -2.0605E+01  1.373E+00  4.4445E+00  3.3783E+00
  3.000  7.5387E+00  9.9202E-02 -2.1248E+01  1.403E+00  4.1496E+00  3.5179E+00
  3.200  7.4571E+00  1.2156E-01 -2.1864E+01  1.408E+00  4.0168E+00  3.6684E+00
  3.400  7.3608E+00  1.5146E-01 -2.2378E+01  1.399E+00  3.9784E+00  3.8243E+00
  3.600  7.2532E+00  1.7661E-01 -2.2800E+01  1.375E+00  3.9971E+00  3.9851E+00
  3.800  7.1388E+00  1.8991E-01 -2.3169E+01  1.353E+00  4.0545E+00  4.1501E+00
  4.000  7.0196E+00  1.9173E-01 -2.3511E+01  1.324E+00  4.1400E+00  4.3191E+00
  4.200  6.8973E+00  1.8565E-01 -2.3835E+01  1.299E+00  4.2471E+00  4.4915E+00
  4.400  6.7739E+00  1.7457E-01 -2.4142E+01  1.272E+00  4.3714E+00  4.6669E+00
  4.600  6.6498E+00  1.6219E-01 -2.4432E+01  1.248E+00  4.5100E+00  4.8449E+00
  4.800  6.5259E+00  1.4903E-01 -2.4697E+01  1.225E+00  4.6606E+00  5.0254E+00
  5.000  6.4028E+00  1.3651E-01 -2.4941E+01  1.205E+00  4.8217E+00  5.2078E+00
  5.200  6.2806E+00  1.2456E-01 -2.5160E+01  1.186E+00  4.9919E+00  5.3921E+00
  5.400  6.1596E+00  1.1347E-01 -2.5360E+01  1.169E+00  5.1702E+00  5.5780E+00
  5.600  6.0398E+00  1.0324E-01 -2.5544E+01  1.153E+00  5.3558E+00  5.7653E+00
  5.800  5.9213E+00  9.3604E-02 -2.5716E+01  1.138E+00  5.5482E+00  5.9538E+00
  6.000  5.8036E+00  8.4607E-02 -2.5883E+01  1.123E+00  5.7466E+00  6.1434E+00
  6.500  5.5113E+00  6.4377E-02 -2.6306E+01  1.084E+00  6.2666E+00  6.6215E+00
  7.000  5.2233E+00  4.7760E-02 -2.6796E+01  1.052E+00  6.8165E+00  7.1041E+00
  7.500  4.9461E+00  3.6580E-02 -2.7407E+01  1.026E+00  7.3924E+00  7.5900E+00
  8.000  4.6808E+00  3.1793E-02 -2.8122E+01  1.008E+00  7.9913E+00  8.0786E+00
  8.500  4.4247E+00  3.1503E-02 -2.8791E+01  9.930E-01  8.6109E+00  8.5692E+00
  9.000  4.1773E+00  3.1394E-02 -2.9344E+01  9.809E-01  9.2496E+00  9.0613E+00
  9.500  3.9406E+00  2.9218E-02 -2.9819E+01  9.711E-01  9.9058E+00  9.5547E+00
 10.000  3.7153E+00  2.5010E-02 -3.0270E+01  9.636E-01  1.0578E+01  1.0049E+01
 11.000  3.2920E+00  1.2740E-02 -3.1330E+01  9.538E-01  1.1968E+01  1.1040E+01
 12.000  2.8992E+00  8.8138E-03 -3.3524E+01  9.467E-01  1.3413E+01  1.2034E+01
 13.000  2.5382E+00  1.7255E-02 -3.4696E+01  9.431E-01  1.4907E+01  1.3028E+01
 14.000  2.2012E+00  2.1119E-02 -3.5381E+01  9.406E-01  1.6445E+01  1.4024E+01
 15.000  1.8899E+00  2.0054E-02 -3.5916E+01  9.385E-01  1.8025E+01  1.5021E+01
 16.000  1.5984E+00  1.5420E-02 -3.6319E+01  9.362E-01  1.9643E+01  1.6018E+01
 17.000  1.3235E+00  1.1383E-02 -3.6449E+01  9.336E-01  2.1296E+01  1.7016E+01
 18.000  1.0651E+00  1.0784E-02 -3.6456E+01  9.324E-01  2.2983E+01  1.8014E+01
 19.000  8.1969E-01  1.1079E-02 -3.6696E+01  9.317E-01  2.4700E+01  1.9013E+01
 20.000  5.8930E-01  9.7105E-03 -3.6966E+01  9.318E-01  2.6447E+01  2.0012E+01
 21.000  3.7015E-01  7.9771E-03 -3.7159E+01  9.322E-01  2.8221E+01  2.1011E+01
 22.000  1.6378E-01  6.6759E-03 -3.7177E+01  9.331E-01  3.0021E+01  2.2010E+01
 23.000 -3.3537E-02  6.9999E-03 -3.7213E+01  9.341E-01  3.1846E+01  2.3009E+01
 24.000 -2.1963E-01  7.7225E-03 -3.7367E+01  9.353E-01  3.3694E+01  2.4008E+01
 25.000 -3.9687E-01  8.5952E-03 -3.7635E+01  9.366E-01  3.5564E+01  2.5007E+01
