# data from ifeffit
#------------------------
#   k         chi       k         chi         dchi         win
  8.3500000       0.82026344E-02    8.3500000       0.10411434E-01   0.65416018E-02    1.0000000
  8.4000000       0.67387898E-02    8.4000000       0.87842484E-02   0.65551320E-02    1.0000000
  8.4500000       0.51777587E-02    8.4500000       0.72783745E-02   0.65362363E-02    1.0000000
  8.5000000       0.35710811E-02    8.5000000       0.53379064E-02   0.65358851E-02    1.0000000
  8.5500000       0.19749132E-02    8.5500000       0.32604381E-02   0.66808288E-02    1.0000000
  8.6000000       0.42176033E-03    8.6000000       0.25267076E-02   0.67878617E-02    1.0000000
  8.6500000      -0.10545751E-02    8.6500000       0.60419728E-03   0.68621568E-02    1.0000000
  8.7000000      -0.24207633E-02    8.7000000      -0.59422210E-03   0.69769719E-02    1.0000000
  8.7500000      -0.36488221E-02    8.7500000      -0.15588764E-02   0.71252135E-02    1.0000000
  8.8000000      -0.47159825E-02    8.8000000      -0.33767685E-02   0.72753024E-02    1.0000000
  8.8500000      -0.56044572E-02    8.8500000      -0.40427686E-02   0.73765328E-02    1.0000000
  8.9000000      -0.63012020E-02    8.9000000      -0.47232524E-02   0.74189224E-02    1.0000000
  8.9500000      -0.67977393E-02    8.9500000      -0.54231221E-02   0.75891645E-02    1.0000000
  9.0000000      -0.70900776E-02    9.0000000      -0.60206035E-02   0.75886221E-02    1.0000000
  9.0500000      -0.72081843E-02    9.0500000      -0.65791397E-02   0.77753301E-02    1.0000000
  9.1000000      -0.71396616E-02    9.1000000      -0.60188325E-02   0.78512875E-02    1.0000000
  9.1500000      -0.68799556E-02    9.1500000      -0.51847549E-02   0.81093169E-02    1.0000000
  9.2000000      -0.64409629E-02    9.2000000      -0.48457735E-02   0.82619490E-02    1.0000000
  9.2500000      -0.58390124E-02    9.2500000      -0.43115706E-02   0.83806600E-02    1.0000000
  9.3000000      -0.50946688E-02    9.3000000      -0.35829306E-02   0.86436540E-02    1.0000000
  9.3500000      -0.42323680E-02    9.3500000      -0.28120699E-02   0.86388180E-02    1.0000000
  9.4000000      -0.32798541E-02    9.4000000      -0.21249638E-02   0.89592221E-02    1.0000000
  9.4500000      -0.22674103E-02    9.4500000      -0.12379051E-02   0.90252142E-02    1.0000000
