# Mo -- molybdenum metal                                         Feff 8.20   
# crystal structure from www.webelements.com
# POT  SCF  30  6.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=42 Rmt= 1.509 Rnm= 1.565 K  shell
#   RGRID 0.0100
# Pot 1 Z=42 Rmt= 1.479 Rnm= 1.530
# Gam_ch=5.613E+00 H-L exch
# Mu=-8.700E+00 kf=2.140E+00 Vint=-2.043E+01 Rs_int= 1.694
# PATH  Rmax=10.400,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00      8.00     2   2.7254
#           2       0.00000     52.67      6.00     2   3.1470
#           3       0.00000      4.34     24.00     3   4.2989
#           4       0.00000     17.80     48.00     3   4.2989
#           5       0.00000     40.00     12.00     2   4.4505
#           6       0.00000     22.80     48.00     3   4.9506
#           7       0.00000     48.19     24.00     2   5.2187
#           8       0.00000      6.16     48.00     3   5.3723
#           9       0.00000     13.90      8.00     2   5.4508
#          10       0.00000      7.02      8.00     3   5.4508
#          11       0.00000     62.32     16.00     3   5.4508
#          12       0.00000     13.37      8.00     4   5.4508
#          14       0.00000     71.65      8.00     4   5.4508
#          16       0.00000      8.73     48.00     3   5.5455
#          17       0.00000     20.40     48.00     3   5.5455
#          18       0.00000     22.66     48.00     3   5.5455
#          20       0.00000      5.13     24.00     4   5.8724
#          21       0.00000      6.14     24.00     4   5.8724
#          22       0.00000      4.36     48.00     4   5.8724
#          23       0.00000      7.35     96.00     3   6.1973
#          24       0.00000      8.69     96.00     3   6.1973
#          25       0.00000      6.35      6.00     2   6.2940
#          27       0.00000     26.61     12.00     3   6.2940
#          28       0.00000      5.02      6.00     4   6.2940
#          29       0.00000     28.39      6.00     4   6.2940
#          30       0.00000      6.10     48.00     4   6.5241
#          31       0.00000      5.72     48.00     4   6.5241
#          32       0.00000      4.81     48.00     3   6.6974
#          33       0.00000     11.04     48.00     4   6.6974
#          34       0.00000      4.91     48.00     4   6.6974
#          35       0.00000     18.66     24.00     2   6.8587
#          36       0.00000      7.29     48.00     3   7.0173
#          37       0.00000     15.82     48.00     3   7.0173
#          38       0.00000     16.04     48.00     3   7.0173
#          40       0.00000     17.00     24.00     2   7.0369
#          42       0.00000      4.72     48.00     4   7.1190
#          43       0.00000      4.09     48.00     4   7.1759
#          44       0.00000      4.32     24.00     4   7.1759
#          47       0.00000     12.33     48.00     4   7.1759
#          49       0.00000      6.78     48.00     3   7.3172
#          50       0.00000      6.97     48.00     3   7.3172
#          51       0.00000      4.17     96.00     3   7.4905
#          52       0.00000      7.57     96.00     3   7.4905
#          53       0.00000      9.69     96.00     3   7.4905
#          54       0.00000      5.30     48.00     4   7.5174
#          55       0.00000      4.37     48.00     4   7.5174
#          57       0.00000     12.12     24.00     2   7.7085
#          58       0.00000      5.50     48.00     3   7.8263
#          59       0.00000     11.39     48.00     3   7.8263
#          60       0.00000     10.77     48.00     3   7.8263
#          63       0.00000      8.61     48.00     4   7.9441
#    51/  64 paths used
#  xsedge+50, used to normalize mu           1.0652E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
   20296.170    266.571   8.500  9.90999E-01  9.67180E-01  2.44758E-02
   20299.418    269.819   8.550  9.79789E-01  9.66711E-01  1.34450E-02
   20302.685    273.086   8.600  9.64607E-01  9.66242E-01 -1.68149E-03
   20305.971    276.372   8.650  9.45324E-01  9.65772E-01 -2.10403E-02
   20309.277    279.677   8.700  9.23962E-01  9.65303E-01 -4.25553E-02
   20312.601    283.002   8.750  9.04197E-01  9.64834E-01 -6.24451E-02
   20315.944    286.345   8.800  8.90040E-01  9.64364E-01 -7.65737E-02
   20319.306    289.707   8.850  8.84341E-01  9.63895E-01 -8.19978E-02
   20322.688    293.089   8.900  8.87790E-01  9.63425E-01 -7.79930E-02
   20326.088    296.489   8.950  8.98862E-01  9.62956E-01 -6.61209E-02
   20329.508    299.908   9.000  9.14636E-01  9.62487E-01 -4.93850E-02
   20332.946    303.347   9.050  9.32288E-01  9.62131E-01 -3.08095E-02
   20336.404    306.804   9.100  9.49215E-01  9.61776E-01 -1.29711E-02
   20339.880    310.281   9.150  9.64434E-01  9.61420E-01  3.11407E-03
   20343.376    313.777   9.200  9.77924E-01  9.61064E-01  1.74231E-02
   20346.891    317.291   9.250  9.89859E-01  9.60709E-01  3.01335E-02
   20350.424    320.825   9.300  9.99911E-01  9.60353E-01  4.09047E-02
   20353.977    324.378   9.350  1.00707E+00  9.59997E-01  4.86864E-02
   20357.549    327.950   9.400  1.01007E+00  9.59642E-01  5.21771E-02
   20361.140    331.541   9.450  1.00823E+00  9.59286E-01  5.06546E-02
   20364.750    335.151   9.500  1.00206E+00  9.58931E-01  4.46506E-02
   20368.379    338.780   9.550  9.93386E-01  9.58615E-01  3.60127E-02
   20372.027    342.428   9.600  9.84536E-01  9.58300E-01  2.71828E-02
   20375.694    346.095   9.650  9.77342E-01  9.57985E-01  2.00626E-02
   20379.380    349.781   9.700  9.72267E-01  9.57669E-01  1.51350E-02
   20383.086    353.486   9.750  9.68223E-01  9.57354E-01  1.12726E-02
   20386.810    357.211   9.800  9.63220E-01  9.57039E-01  6.41298E-03
   20390.553    360.954   9.850  9.55562E-01  9.56723E-01 -1.20516E-03
   20394.315    364.716   9.900  9.44972E-01  9.56408E-01 -1.18734E-02
   20398.097    368.498   9.950  9.33039E-01  9.56093E-01 -2.39425E-02
   20401.897    372.298  10.000  9.22716E-01  9.55777E-01 -3.43477E-02
   20405.717    376.118  10.050  9.16922E-01  9.55262E-01 -3.98555E-02
   20409.555    379.956  10.100  9.17601E-01  9.54747E-01 -3.86377E-02
   20413.413    383.814  10.150  9.24042E-01  9.54231E-01 -3.14214E-02
   20417.290    387.690  10.200  9.33525E-01  9.53716E-01 -2.10277E-02
   20421.185    391.586  10.250  9.42521E-01  9.53200E-01 -1.11285E-02
   20425.100    395.501  10.300  9.48173E-01  9.52685E-01 -4.70497E-03
   20429.034    399.435  10.350  9.49370E-01  9.52170E-01 -2.92126E-03
   20432.987    403.388  10.400  9.46989E-01  9.51654E-01 -4.87050E-03
   20436.959    407.359  10.450  9.43269E-01  9.51139E-01 -8.22055E-03
   20440.950    411.350  10.500  9.40693E-01  9.50623E-01 -1.03795E-02
   20444.960    415.360  10.550  9.40923E-01  9.50108E-01 -9.60656E-03
   20448.989    419.389  10.600  9.44267E-01  9.49593E-01 -5.57335E-03
   20453.037    423.438  10.650  9.49853E-01  9.49077E-01  8.11887E-04
   20457.104    427.505  10.700  9.56319E-01  9.48562E-01  8.12768E-03
   20461.190    431.591  10.750  9.62591E-01  9.48046E-01  1.52489E-02
   20465.295    435.696  10.800  9.68274E-01  9.47531E-01  2.17611E-02
   20469.420    439.821  10.850  9.73449E-01  9.47016E-01  2.77470E-02
   20473.563    443.964  10.900  9.78024E-01  9.46500E-01  3.31109E-02
   20477.726    448.126  10.950  9.81123E-01  9.45985E-01  3.69300E-02
   20481.907    452.308  11.000  9.81004E-01  9.45469E-01  3.73695E-02
   20486.107    456.508  11.050  9.75515E-01  9.44899E-01  3.22170E-02
   20490.327    460.728  11.100  9.63844E-01  9.44328E-01  2.05491E-02
   20494.566    464.966  11.150  9.47396E-01  9.43758E-01  3.83306E-03
   20498.823    469.224  11.200  9.29857E-01  9.43187E-01 -1.40539E-02
   20503.100    473.501  11.250  9.16044E-01  9.42617E-01 -2.80346E-02
   20507.396    477.797  11.300  9.09951E-01  9.42046E-01 -3.38817E-02
   20511.711    482.111  11.350  9.12915E-01  9.41475E-01 -3.01699E-02
   20516.044    486.445  11.400  9.22804E-01  9.40905E-01 -1.91329E-02
   20520.397    490.798  11.450  9.34763E-01  9.40334E-01 -5.89320E-03
   20524.769    495.170  11.500  9.43253E-01  9.39764E-01  3.69268E-03
   20529.160    499.561  11.550  9.44500E-01  9.39193E-01  5.62029E-03
   20533.570    503.971  11.600  9.38186E-01  9.38623E-01 -4.63169E-04
   20537.999    508.400  11.650  9.27550E-01  9.38052E-01 -1.11368E-02
   20542.448    512.848  11.700  9.17821E-01  9.37482E-01 -2.08627E-02
   20546.915    517.316  11.750  9.13690E-01  9.36911E-01 -2.46562E-02
   20551.401    521.802  11.800  9.17056E-01  9.36340E-01 -2.04892E-02
   20555.906    526.307  11.850  9.26126E-01  9.35770E-01 -1.02526E-02
   20560.431    530.832  11.900  9.36334E-01  9.35199E-01  1.20708E-03
   20564.974    535.375  11.950  9.42634E-01  9.34629E-01  8.52230E-03
   20569.537    539.937  12.000  9.42062E-01  9.34058E-01  8.52563E-03
   20574.118    544.519  12.050  9.35353E-01  9.33501E-01  1.97451E-03
   20578.719    549.119  12.100  9.26511E-01  9.32943E-01 -6.86075E-03
   20583.338    553.739  12.150  9.21203E-01  9.32385E-01 -1.19366E-02
   20587.977    558.378  12.200  9.23836E-01  9.31828E-01 -8.53606E-03
   20592.635    563.035  12.250  9.35321E-01  9.31270E-01  4.32985E-03
   20597.311    567.712  12.300  9.52455E-01  9.30712E-01  2.32575E-02
   20602.007    572.408  12.350  9.69234E-01  9.30155E-01  4.18303E-02
   20606.722    577.123  12.400  9.79416E-01  9.29597E-01  5.33633E-02
   20611.456    581.857  12.450  9.79137E-01  9.29039E-01  5.36988E-02
   20616.209    586.610  12.500  9.68351E-01  9.28482E-01  4.27648E-02
   20620.981    591.382  12.550  9.50524E-01  9.27924E-01  2.42577E-02
   20625.772    596.173  12.600  9.30850E-01  9.27366E-01  3.74190E-03
   20630.582    600.983  12.650  9.13963E-01  9.26809E-01 -1.38071E-02
   20635.411    605.812  12.700  9.02259E-01  9.26251E-01 -2.58052E-02
   20640.259    610.660  12.750  8.95563E-01  9.25693E-01 -3.24301E-02
   20645.127    615.527  12.800  8.92104E-01  9.25136E-01 -3.55785E-02
   20650.013    620.414  12.850  8.90107E-01  9.24578E-01 -3.71549E-02
   20654.918    625.319  12.900  8.89043E-01  9.24020E-01 -3.77263E-02
   20659.843    630.244  12.950  8.89845E-01  9.23463E-01 -3.62849E-02
   20664.786    635.187  13.000  8.94030E-01  9.22905E-01 -3.11880E-02
   20669.749    640.150  13.050  9.02133E-01  9.22228E-01 -2.17216E-02
   20674.730    645.131  13.100  9.13345E-01  9.21550E-01 -8.87726E-03
   20679.731    650.132  13.150  9.24838E-01  9.20873E-01  4.29362E-03
   20684.751    655.151  13.200  9.33078E-01  9.20195E-01  1.39602E-02
   20689.789    660.190  13.250  9.35532E-01  9.19518E-01  1.73683E-02
   20694.847    665.248  13.300  9.32067E-01  9.18840E-01  1.43567E-02
   20699.924    670.325  13.350  9.25221E-01  9.18163E-01  7.66688E-03
   20705.020    675.420  13.400  9.19129E-01  9.17485E-01  1.78710E-03
   20710.135    680.535  13.450  9.17584E-01  9.16808E-01  8.44214E-04
   20715.269    685.669  13.500  9.22172E-01  9.16130E-01  6.57929E-03
   20720.422    690.822  13.550  9.31450E-01  9.15453E-01  1.74348E-02
   20725.594    695.994  13.600  9.41577E-01  9.14775E-01  2.92346E-02
   20730.785    701.185  13.650  9.48114E-01  9.14098E-01  3.71340E-02
   20735.995    706.396  13.700  9.48080E-01  9.13420E-01  3.78675E-02
   20741.224    711.625  13.750  9.41253E-01  9.12743E-01  3.11751E-02
   20746.472    716.873  13.800  9.30078E-01  9.12066E-01  1.97121E-02
   20751.740    722.140  13.850  9.18264E-01  9.11388E-01  7.53099E-03
   20757.026    727.427  13.900  9.08849E-01  9.10711E-01 -2.04035E-03
   20762.331    732.732  13.950  9.02742E-01  9.10033E-01 -7.99935E-03
   20767.656    738.057  14.000  8.98510E-01  9.09356E-01 -1.19087E-02
   20772.999    743.400  14.050  8.93499E-01  9.08743E-01 -1.67506E-02
   20778.362    748.763  14.100  8.85727E-01  9.08131E-01 -2.46363E-02
   20783.743    754.144  14.150  8.75441E-01  9.07519E-01 -3.52991E-02
   20789.144    759.545  14.200  8.65410E-01  9.06907E-01 -4.56970E-02
   20794.564    764.965  14.250  8.59839E-01  9.06294E-01 -5.11963E-02
   20800.003    770.403  14.300  8.62351E-01  9.05682E-01 -4.77875E-02
   20805.460    775.861  14.350  8.74038E-01  9.05070E-01 -3.42491E-02
   20810.937    781.338  14.400  8.92545E-01  9.04458E-01 -1.31575E-02
   20816.433    786.834  14.450  9.12734E-01  9.03846E-01  9.82388E-03
   20821.948    792.349  14.500  9.28657E-01  9.03233E-01  2.81211E-02
   20827.482    797.883  14.550  9.35976E-01  9.02621E-01  3.69216E-02
   20833.035    803.436  14.600  9.33719E-01  9.02009E-01  3.51271E-02
   20838.607    809.008  14.650  9.24580E-01  9.01397E-01  2.57008E-02
   20844.198    814.599  14.700  9.13642E-01  9.00784E-01  1.42646E-02
   20849.809    820.209  14.750  9.06119E-01  9.00172E-01  6.60276E-03
   20855.438    825.839  14.800  9.05138E-01  8.99560E-01  6.19731E-03
   20861.086    831.487  14.850  9.10520E-01  8.98948E-01  1.28667E-02
   20866.753    837.154  14.900  9.19040E-01  8.98335E-01  2.30373E-02
   20872.440    842.841  14.950  9.25950E-01  8.97723E-01  3.14312E-02
   20878.145    848.546  15.000  9.27042E-01  8.97111E-01  3.33530E-02
   20883.870    854.271  15.050  9.20099E-01  8.96390E-01  2.64411E-02
   20889.613    860.014  15.100  9.06252E-01  8.95670E-01  1.18111E-02
   20895.376    865.777  15.150  8.88782E-01  8.94949E-01 -6.88997E-03
   20901.158    871.558  15.200  8.71912E-01  8.94229E-01 -2.49506E-02
   20906.958    877.359  15.250  8.59314E-01  8.93508E-01 -3.82616E-02
   20912.778    883.179  15.300  8.53087E-01  8.92788E-01 -4.44595E-02
   20918.617    889.018  15.350  8.53488E-01  8.92068E-01 -4.32389E-02
   20924.475    894.876  15.400  8.59303E-01  8.91347E-01 -3.59432E-02
   20930.352    900.752  15.450  8.68524E-01  8.90627E-01 -2.48124E-02
   20936.248    906.648  15.500  8.78977E-01  8.89906E-01 -1.22795E-02
   20942.163    912.563  15.550  8.88713E-01  8.89186E-01 -5.31342E-04
   20948.097    918.497  15.600  8.96186E-01  8.88465E-01  8.68953E-03
   20954.050    924.451  15.650  9.00346E-01  8.87745E-01  1.41936E-02
   20960.022    930.423  15.700  9.00768E-01  8.87024E-01  1.54928E-02
   20966.013    936.414  15.750  8.97809E-01  8.86304E-01  1.29798E-02
   20972.023    942.424  15.800  8.92662E-01  8.85583E-01  7.99342E-03
   20978.053    948.453  15.850  8.87170E-01  8.84863E-01  2.60681E-03
   20984.101    954.502  15.900  8.83333E-01  8.84142E-01 -9.15492E-04
   20990.168    960.569  15.950  8.82666E-01  8.83422E-01 -8.55204E-04
   20996.255    966.656  16.000  8.85622E-01  8.82701E-01  3.30823E-03
   21002.360    972.761  16.050  8.91545E-01  8.82022E-01  1.07965E-02
   21008.485    978.886  16.100  8.98369E-01  8.81344E-01  1.93166E-02
   21014.628    985.029  16.150  9.03567E-01  8.80665E-01  2.60038E-02
   21020.791    991.192  16.200  9.05000E-01  8.79986E-01  2.84223E-02
   21026.973    997.374  16.250  9.01627E-01  8.79307E-01  2.53798E-02
   21033.174   1003.574  16.300  8.93775E-01  8.78628E-01  1.72365E-02
   21039.393   1009.794  16.350  8.82896E-01  8.77949E-01  5.63389E-03
   21045.632   1016.033  16.400  8.70983E-01  8.77270E-01 -7.16421E-03
   21051.890   1022.291  16.450  8.59946E-01  8.76591E-01 -1.89826E-02
   21058.167   1028.568  16.500  8.51207E-01  8.75912E-01 -2.81950E-02
   21064.463   1034.864  16.550  8.45622E-01  8.75233E-01 -3.38190E-02
   21070.778   1041.179  16.600  8.43623E-01  8.74554E-01 -3.53523E-02
   21077.112   1047.513  16.650  8.45388E-01  8.73875E-01 -3.25837E-02
   21083.465   1053.866  16.700  8.50844E-01  8.73196E-01 -2.55852E-02
   21089.838   1060.238  16.750  8.59492E-01  8.72517E-01 -1.49201E-02
   21096.229   1066.630  16.800  8.70170E-01  8.71838E-01 -1.91237E-03
   21102.639   1073.040  16.850  8.80995E-01  8.71159E-01  1.12838E-02
   21109.068   1079.469  16.900  8.89650E-01  8.70480E-01  2.20076E-02
   21115.517   1085.918  16.950  8.94002E-01  8.69801E-01  2.78037E-02
   21121.984   1092.385  17.000  8.92850E-01  8.69122E-01  2.72800E-02
   21128.471   1098.872  17.050  8.86356E-01  8.68396E-01  2.06660E-02
   21134.976   1105.377  17.100  8.76335E-01  8.67671E-01  9.97781E-03
   21141.501   1111.902  17.150  8.65720E-01  8.66945E-01 -1.41142E-03
   21148.045   1118.445  17.200  8.57553E-01  8.66219E-01 -9.99611E-03
   21154.607   1125.008  17.250  8.53938E-01  8.65493E-01 -1.33401E-02
   21161.189   1131.590  17.300  8.55354E-01  8.64767E-01 -1.08770E-02
   21167.790   1138.191  17.350  8.60585E-01  8.64042E-01 -3.99704E-03
   21174.410   1144.810  17.400  8.67278E-01  8.63316E-01  4.58534E-03
   21181.049   1151.449  17.450  8.72852E-01  8.62590E-01  1.18866E-02
   21187.707   1158.107  17.500  8.75392E-01  8.61864E-01  1.56823E-02
   21194.384   1164.784  17.550  8.74167E-01  8.61138E-01  1.51161E-02
   21201.080   1171.480  17.600  8.69645E-01  8.60412E-01  1.07203E-02
   21207.795   1178.195  17.650  8.63087E-01  8.59687E-01  3.95214E-03
   21214.529   1184.930  17.700  8.55985E-01  8.58961E-01 -3.46121E-03
   21221.282   1191.683  17.750  8.49594E-01  8.58235E-01 -1.00582E-02
   21228.054   1198.455  17.800  8.44740E-01  8.57509E-01 -1.48769E-02
   21234.846   1205.246  17.850  8.41857E-01  8.56783E-01 -1.74047E-02
   21241.656   1212.057  17.900  8.41137E-01  8.56057E-01 -1.74117E-02
   21248.485   1218.886  17.950  8.42611E-01  8.55332E-01 -1.48577E-02
   21255.334   1225.735  18.000  8.46081E-01  8.54606E-01 -9.96512E-03
   21262.201   1232.602  18.050  8.51044E-01  8.53864E-01 -3.29907E-03
   21269.088   1239.489  18.100  8.56470E-01  8.53123E-01  3.91911E-03
   21275.993   1246.394  18.150  8.60899E-01  8.52381E-01  9.98199E-03
   21282.918   1253.319  18.200  8.62900E-01  8.51640E-01  1.32067E-02
   21289.862   1260.263  18.250  8.61599E-01  8.50898E-01  1.25622E-02
   21296.824   1267.225  18.300  8.57121E-01  8.50157E-01  8.18256E-03
   21303.806   1274.207  18.350  8.50687E-01  8.49415E-01  1.49582E-03
   21310.807   1281.208  18.400  8.44290E-01  8.48674E-01 -5.15894E-03
   21317.827   1288.228  18.450  8.40015E-01  8.47932E-01 -9.32630E-03
   21324.866   1295.267  18.500  8.39263E-01  8.47191E-01 -9.34588E-03
   21331.924   1302.325  18.550  8.42202E-01  8.46449E-01 -5.01159E-03
   21339.001   1309.402  18.600  8.47655E-01  8.45708E-01  2.29918E-03
   21346.097   1316.498  18.650  8.53504E-01  8.44966E-01  1.00912E-02
   21353.212   1323.613  18.700  8.57442E-01  8.44225E-01  1.56353E-02
   21360.346   1330.747  18.750  8.57784E-01  8.43484E-01  1.69311E-02
   21367.500   1337.900  18.800  8.54042E-01  8.42742E-01  1.33907E-02
   21374.672   1345.073  18.850  8.47066E-01  8.42001E-01  6.00773E-03
   21381.863   1352.264  18.900  8.38718E-01  8.41259E-01 -3.01622E-03
   21389.074   1359.475  18.950  8.31239E-01  8.40518E-01 -1.10235E-02
   21396.303   1366.704  19.000  8.26530E-01  8.39776E-01 -1.57504E-02
   21403.552   1373.952  19.050  8.25494E-01  8.39018E-01 -1.60951E-02
   21410.819   1381.220  19.100  8.28088E-01  8.38259E-01 -1.21166E-02
   21418.106   1388.507  19.150  8.33180E-01  8.37501E-01 -5.15199E-03
   21425.411   1395.812  19.200  8.38962E-01  8.36743E-01  2.64879E-03
   21432.736   1403.137  19.250  8.43474E-01  8.35984E-01  8.94590E-03
   21440.080   1410.481  19.300  8.45146E-01  8.35226E-01  1.18600E-02
   21447.443   1417.843  19.350  8.43233E-01  8.34467E-01  1.04897E-02
   21454.825   1425.225  19.400  8.38027E-01  8.33709E-01  5.17183E-03
   21462.225   1432.626  19.450  8.30791E-01  8.32951E-01 -2.58874E-03
   21469.645   1440.046  19.500  8.23428E-01  8.32192E-01 -1.05161E-02
   21477.084   1447.485  19.550  8.17945E-01  8.31434E-01 -1.62007E-02
   21484.542   1454.943  19.600  8.15862E-01  8.30675E-01 -1.78074E-02
   21492.019   1462.420  19.650  8.17749E-01  8.29917E-01 -1.46407E-02
   21499.516   1469.916  19.700  8.23034E-01  8.29159E-01 -7.37645E-03
   21507.031   1477.432  19.750  8.30171E-01  8.28400E-01  2.13460E-03
   21514.565   1484.966  19.800  8.37125E-01  8.27642E-01  1.14410E-02
   21522.118   1492.519  19.850  8.41995E-01  8.26884E-01  1.82491E-02
   21529.691   1500.091  19.900  8.43582E-01  8.26125E-01  2.11009E-02
   21537.282   1507.683  19.950  8.41676E-01  8.25367E-01  1.97321E-02
   21544.893   1515.293  20.000  8.36998E-01  8.24608E-01  1.50035E-02
