# data from ifeffit
#------------------------
#   k         chi         dchi         e0
  58.326565       0.33984313E-01   0.10763773E-02    20006.008
  58.327711       0.34677027E-01   0.10972841E-02    20006.008
  58.328739       0.34831415E-01   0.10580071E-02    20006.008
  58.329881       0.34688049E-01   0.10763514E-02    20006.008
  58.331026       0.33546453E-01   0.10569277E-02    20006.008
  58.332168       0.33248861E-01   0.95066752E-03    20006.008
  58.343372       0.16003574E-01   0.69797093E-03    20006.008
  58.344514       0.13543799E-01   0.90868792E-03    20006.008
  58.345657       0.11072283E-01   0.89238388E-03    20006.008
  58.346799       0.83651049E-02   0.90709814E-03    20006.008
  58.347827       0.64039708E-02   0.91889570E-03    20006.008
  58.348973       0.33068106E-02   0.93443634E-03    20006.008
  58.350116       0.45159845E-03   0.96300365E-03    20006.008
  58.351258      -0.22646949E-02   0.97240271E-03    20006.008
  58.352401      -0.46040767E-02   0.98245573E-03    20006.008
  58.353429      -0.71676831E-02   0.99794725E-03    20006.008
  58.354576      -0.91738916E-02   0.10697345E-02    20006.008
  58.365783      -0.32395615E-01   0.72742114E-03    20006.008
  58.366930      -0.33986697E-01   0.91533583E-03    20006.008
  58.368073      -0.35437729E-01   0.89384883E-03    20006.008
  58.369219      -0.36487042E-01   0.89848573E-03    20006.008
  58.370358      -0.37317181E-01   0.87528466E-03    20006.008
  58.371505      -0.37994594E-01   0.90264887E-03    20006.008
  58.372535      -0.38754072E-01   0.91267119E-03    20006.008
  58.373678      -0.39011927E-01   0.92260915E-03    20006.008
  58.374825      -0.39289013E-01   0.90410809E-03    20006.008
  58.375964      -0.39565766E-01   0.90357265E-03    20006.008
  58.377111      -0.38873395E-01   0.75218781E-03    20006.008
  58.388325      -0.40433969E-01   0.56487431E-03    20006.008
  58.389355      -0.40990659E-01   0.96319511E-03    20006.008
  58.390503      -0.40933865E-01   0.97727559E-03    20006.008
  58.391646      -0.40247916E-01   0.97456558E-03    20006.008
  58.392794      -0.39848939E-01   0.94662963E-03    20006.008
  58.393938      -0.39028495E-01   0.93639251E-03    20006.008
  58.394967      -0.38629678E-01   0.91382862E-03    20006.008
  58.396111      -0.37738501E-01   0.88731839E-03    20006.008
  58.397255      -0.37303844E-01   0.88301203E-03    20006.008
  58.398403      -0.35759667E-01   0.84353045E-03    20006.008
  58.399547      -0.34326403E-01   0.59990709E-03    20006.008
  58.400577      -0.32786915E-01   0.93081317E-03    20006.008
  58.411802      -0.14208022E-01   0.64032846E-03    20006.008
  58.423027      -0.43036162E-02   0.55401069E-03    20006.008
  58.424172      -0.49773994E-02   0.92811829E-03    20006.008
  58.425321      -0.43972675E-02   0.88458890E-03    20006.008
  58.426462      -0.39317240E-02   0.88086093E-03    20006.008
  58.427610      -0.33474896E-02   0.86119729E-03    20006.008
  58.428641      -0.32940196E-02   0.83243319E-03    20006.008
  58.429786      -0.27476165E-02   0.84279976E-03    20006.008
  58.430935      -0.27969526E-02   0.82470007E-03    20006.008
  58.432080      -0.26252866E-02   0.82723836E-03    20006.008
  58.433115      -0.28132905E-02   0.80367785E-03    20006.008
  58.434256      -0.23065105E-02   0.55821967E-03    20006.008
  58.456727       0.26750276E-01   0.26087706E-03    20006.008
  58.457877       0.31083565E-01   0.28650547E-02    20006.008
  58.458909       0.33573846E-01   0.28860191E-02    20006.008
  58.460055       0.37038408E-01   0.28327080E-02    20006.008
  58.461201       0.41387654E-01   0.28596461E-02    20006.008
  58.462351       0.45698897E-01   0.29493788E-02    20006.008
  58.463382       0.47465979E-01   0.30244692E-02    20006.008
  58.464528       0.50480589E-01   0.29610257E-02    20006.008
  58.465674       0.53304897E-01   0.29841369E-02    20006.008
  58.466820       0.56918832E-01   0.29577129E-02    20006.008
  58.467971       0.60236093E-01   0.31466973E-03    20006.008
  58.479099       0.69021218E-01   0.24912464E-03    20006.008
  58.480245       0.67532997E-01   0.13034190E-02    20006.008
  58.481396       0.66337845E-01   0.13125982E-02    20006.008
  58.482428       0.64689879E-01   0.12599083E-02    20006.008
  58.483575       0.62132311E-01   0.12579920E-02    20006.008
  58.484725       0.59746976E-01   0.12574224E-02    20006.008
  58.485868       0.57659503E-01   0.12122293E-02    20006.008
  58.487019       0.54489530E-01   0.12104478E-02    20006.008
  58.488051       0.51894379E-01   0.12365327E-02    20006.008
  58.489198       0.48867845E-01   0.12556702E-02    20006.008
  58.490349       0.46244727E-01   0.49101726E-03    20006.008
  58.501484       0.17640459E-02   0.76268118E-03    20006.008
  58.502632      -0.51073195E-02   0.95059108E-03    20006.008
  58.503783      -0.10152045E-01   0.97056298E-03    20006.008
  58.504926      -0.15182847E-01   0.93778692E-03    20006.008
  58.505959      -0.19575282E-01   0.88585631E-03    20006.008
  58.507110      -0.24206063E-01   0.94066882E-03    20006.008
  58.508258      -0.28423990E-01   0.88622296E-03    20006.008
  58.509409      -0.32825313E-01   0.89392331E-03    20006.008
  58.510442      -0.36761540E-01   0.85216907E-03    20006.008
  58.511590      -0.41055576E-01   0.84283847E-03    20006.008
  58.512738      -0.45254875E-01   0.39927570E-03    20006.008
  58.523884      -0.68806276E-01   0.47474043E-03    20006.008
  58.525032      -0.68496456E-01   0.71191159E-03    20006.008
  58.529513      -0.67227007E-01   0.10445245E-02    20006.008
  58.533996      -0.61308701E-01   0.67412535E-03    20006.008
  58.538479      -0.52552998E-01   0.70212298E-03    20006.008
  58.542962      -0.44869803E-01   0.90467551E-03    20006.008
  58.565387      -0.31312126E-01   0.53643889E-03    20006.008
  58.569756      -0.26935930E-01   0.81938519E-03    20006.008
  58.574243      -0.21616836E-01   0.81737885E-03    20006.008
  58.578731      -0.15090978E-01   0.81789474E-03    20006.008
  58.583219      -0.78962118E-02   0.87512388E-03    20006.008
  58.587708       0.20199439E-02   0.78810302E-03    20006.008
  58.610043       0.37402679E-01   0.95252965E-03    20006.008
  58.614540       0.39959089E-01   0.99811422E-03    20006.008
  58.619032       0.41262565E-01   0.95660763E-03    20006.008
  58.623522       0.40460079E-01   0.91328657E-03    20006.008
  58.627905       0.40969415E-01   0.90531924E-03    20006.008
  58.632396       0.41975494E-01   0.80193891E-03    20006.008
  58.654763       0.36841993E-01   0.82826064E-03    20006.008
  58.659261       0.34105117E-01   0.89644311E-03    20006.008
  58.663759       0.29035783E-01   0.78595181E-03    20006.008
