# name:     copper                                               Feff 8.20   
# formula:  Cu
# sites:    Cu1
# refer1:   Kittel, ISSP
# refer2:
# schoen:
# notes1:   metal, fcc
# POT  SCF  20  4.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=29 Rmt= 1.411 Rnm= 1.456 K  shell
# Pot 1 Z=29 Rmt= 1.358 Rnm= 1.395
# Gam_ch=1.729E+00 H-L exch
# Mu=-7.652E+00 kf=1.985E+00 Vint=-1.668E+01 Rs_int= 1.827
# PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.950  Temp= 293.00  Debye_temp= 340.00  Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00764    100.00     12.00     2   2.5527
#           2       0.00944     22.94      6.00     2   3.6100
#           3       0.00860      9.37     48.00     3   3.8290
#           4       0.00952      6.73     48.00     3   4.3577
#           5       0.00972     55.47     24.00     2   4.4213
#           6       0.00976     10.64     48.00     3   4.7633
#           7       0.00976     16.26     96.00     3   4.7633
#           8       0.00985     18.93     12.00     2   5.1053
#           9       0.00985      8.22     12.00     3   5.1053
#          10       0.00985     43.98     24.00     3   5.1053
#          11       0.00985      9.05     12.00     4   5.1053
#          14       0.00985     36.87     12.00     4   5.1053
#          16       0.01007     27.78     24.00     2   5.7079
#          17       0.01021      8.55     48.00     3   5.9353
#          18       0.01021      5.48     48.00     3   5.9353
#          19       0.01021      5.92     48.00     3   5.9353
#    16/  17 paths used
#  xsedge+50, used to normalize mu           2.4907E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9300.626    307.853   9.100  9.68059E-01  9.43865E-01  2.56231E-02
    9304.103    311.329   9.150  9.61996E-01  9.43166E-01  1.99608E-02
    9307.598    314.825   9.200  9.54885E-01  9.42466E-01  1.31763E-02
    9311.113    318.340   9.250  9.47621E-01  9.41767E-01  6.21691E-03
    9314.647    321.874   9.300  9.40980E-01  9.41067E-01 -9.23327E-05
    9318.200    325.426   9.350  9.35482E-01  9.40368E-01 -5.19855E-03
    9321.772    328.998   9.400  9.31324E-01  9.39668E-01 -8.88605E-03
    9325.362    332.589   9.450  9.28415E-01  9.38969E-01 -1.12496E-02
    9328.972    336.199   9.500  9.26463E-01  9.38269E-01 -1.25953E-02
    9332.601    339.828   9.550  9.24775E-01  9.37279E-01 -1.33527E-02
    9336.249    343.476   9.600  9.23387E-01  9.36288E-01 -1.37903E-02
    9339.917    347.143   9.650  9.22099E-01  9.35297E-01 -1.41224E-02
    9343.603    350.829   9.700  9.20875E-01  9.34306E-01 -1.43861E-02
    9347.308    354.535   9.750  9.19834E-01  9.33316E-01 -1.44544E-02
    9351.032    358.259   9.800  9.19188E-01  9.32325E-01 -1.40985E-02
    9354.776    362.002   9.850  9.19164E-01  9.31334E-01 -1.30745E-02
    9358.538    365.765   9.900  9.19919E-01  9.30343E-01 -1.12096E-02
    9362.319    369.546   9.950  9.21490E-01  9.29353E-01 -8.46416E-03
    9366.120    373.346  10.000  9.23763E-01  9.28362E-01 -4.95587E-03
    9369.939    377.166  10.050  9.26149E-01  9.27054E-01 -9.75522E-04
    9373.778    381.004  10.100  9.28755E-01  9.25745E-01  3.25085E-03
    9377.635    384.862  10.150  9.31227E-01  9.24437E-01  7.34199E-03
    9381.512    388.739  10.200  9.33205E-01  9.23129E-01  1.09077E-02
    9385.408    392.634  10.250  9.34370E-01  9.21820E-01  1.36014E-02
    9389.323    396.549  10.300  9.34488E-01  9.20512E-01  1.51643E-02
    9393.256    400.483  10.350  9.33435E-01  9.19204E-01  1.54595E-02
    9397.209    404.436  10.400  9.31219E-01  9.17895E-01  1.44895E-02
    9401.181    408.408  10.450  9.27975E-01  9.16587E-01  1.23990E-02
    9405.172    412.399  10.500  9.23956E-01  9.15279E-01  9.45936E-03
    9409.182    416.409  10.550  9.19502E-01  9.13970E-01  6.03658E-03
    9413.211    420.438  10.600  9.14990E-01  9.12662E-01  2.54316E-03
    9417.259    424.486  10.650  9.10787E-01  9.11354E-01 -6.20295E-04
    9421.326    428.553  10.700  9.07191E-01  9.10045E-01 -3.12594E-03
    9425.413    432.639  10.750  9.04385E-01  9.08737E-01 -4.77139E-03
    9429.518    436.745  10.800  9.02407E-01  9.07429E-01 -5.51269E-03
    9433.642    440.869  10.850  9.01144E-01  9.06120E-01 -5.46864E-03
    9437.786    445.012  10.900  9.00366E-01  9.04812E-01 -4.89233E-03
    9441.948    449.175  10.950  8.99770E-01  9.03504E-01 -4.11335E-03
    9446.129    453.356  11.000  8.99057E-01  9.02195E-01 -3.46145E-03
    9450.330    457.557  11.050  8.98229E-01  9.01132E-01 -3.20542E-03
    9454.549    461.776  11.100  8.96952E-01  9.00068E-01 -3.44488E-03
    9458.788    466.015  11.150  8.95239E-01  8.99004E-01 -4.16754E-03
    9463.046    470.272  11.200  8.93252E-01  8.97941E-01 -5.19529E-03
    9467.322    474.549  11.250  8.91271E-01  8.96877E-01 -6.21907E-03
    9471.618    478.845  11.300  8.89630E-01  8.95813E-01 -6.86834E-03
    9475.933    483.160  11.350  8.88634E-01  8.94750E-01 -6.80053E-03
    9480.267    487.494  11.400  8.88486E-01  8.93686E-01 -5.78959E-03
    9484.620    491.846  11.450  8.89220E-01  8.92623E-01 -3.79239E-03
    9488.992    496.218  11.500  8.90685E-01  8.91559E-01 -9.75691E-04
    9493.383    500.609  11.550  8.92558E-01  8.90495E-01  2.30438E-03
    9497.793    505.019  11.600  8.94408E-01  8.89432E-01  5.56717E-03
    9502.222    509.449  11.650  8.95781E-01  8.88368E-01  8.30286E-03
    9506.670    513.897  11.700  8.96291E-01  8.87304E-01  1.00768E-02
    9511.137    518.364  11.750  8.95699E-01  8.86241E-01  1.06189E-02
    9515.624    522.850  11.800  8.93965E-01  8.85177E-01  9.87769E-03
    9520.129    527.355  11.850  8.91246E-01  8.84113E-01  8.02695E-03
    9524.653    531.880  11.900  8.87864E-01  8.83050E-01  5.42398E-03
    9529.197    536.423  11.950  8.84229E-01  8.81986E-01  2.53042E-03
    9533.759    540.986  12.000  8.80758E-01  8.80923E-01 -1.85404E-04
    9538.341    545.567  12.050  8.77886E-01  8.80012E-01 -2.40438E-03
    9542.941    550.168  12.100  8.75655E-01  8.79102E-01 -3.90281E-03
    9547.561    554.787  12.150  8.74150E-01  8.78191E-01 -4.58125E-03
    9552.199    559.426  12.200  8.73308E-01  8.77281E-01 -4.50953E-03
    9556.857    564.084  12.250  8.72945E-01  8.76370E-01 -3.89367E-03
    9561.534    568.760  12.300  8.72810E-01  8.75460E-01 -3.01530E-03
    9566.230    573.456  12.350  8.72654E-01  8.74549E-01 -2.15932E-03
    9570.944    578.171  12.400  8.72283E-01  8.73639E-01 -1.54721E-03
    9575.678    582.905  12.450  8.71598E-01  8.72728E-01 -1.29142E-03
    9580.431    587.658  12.500  8.70611E-01  8.71818E-01 -1.38011E-03
    9585.203    592.430  12.550  8.69429E-01  8.70907E-01 -1.69378E-03
    9589.994    597.221  12.600  8.68212E-01  8.69997E-01 -2.04741E-03
    9594.805    602.031  12.650  8.67131E-01  8.69086E-01 -2.24592E-03
    9599.634    606.860  12.700  8.66317E-01  8.68176E-01 -2.13816E-03
    9604.482    611.709  12.750  8.65827E-01  8.67265E-01 -1.65618E-03
    9609.349    616.576  12.800  8.65634E-01  8.66355E-01 -8.30737E-04
    9614.235    621.462  12.850  8.65634E-01  8.65444E-01  2.19202E-04
    9619.141    626.367  12.900  8.65674E-01  8.64534E-01  1.31851E-03
    9624.065    631.292  12.950  8.65593E-01  8.63623E-01  2.28005E-03
    9629.009    636.235  13.000  8.65257E-01  8.62713E-01  2.94895E-03
    9633.971    641.198  13.050  8.64571E-01  8.61725E-01  3.30329E-03
    9638.953    646.179  13.100  8.63548E-01  8.60738E-01  3.26713E-03
    9643.953    651.180  13.150  8.62226E-01  8.59750E-01  2.88233E-03
    9648.973    656.200  13.200  8.60692E-01  8.58762E-01  2.24980E-03
    9654.012    661.238  13.250  8.59061E-01  8.57774E-01  1.50191E-03
    9659.069    666.296  13.300  8.57446E-01  8.56787E-01  7.70167E-04
    9664.146    671.373  13.350  8.55933E-01  8.55799E-01  1.56584E-04
    9669.242    676.469  13.400  8.54569E-01  8.54811E-01 -2.84526E-04
    9674.357    681.584  13.450  8.53354E-01  8.53824E-01 -5.50813E-04
    9679.491    686.718  13.500  8.52255E-01  8.52836E-01 -6.82526E-04
    9684.644    691.871  13.550  8.51217E-01  8.51848E-01 -7.43355E-04
    9689.816    697.043  13.600  8.50184E-01  8.50861E-01 -7.97564E-04
    9695.007    702.234  13.650  8.49119E-01  8.49873E-01 -8.89937E-04
    9700.217    707.444  13.700  8.48011E-01  8.48885E-01 -1.03374E-03
    9705.446    712.673  13.750  8.46876E-01  8.47898E-01 -1.20928E-03
    9710.695    717.921  13.800  8.45752E-01  8.46910E-01 -1.37243E-03
    9715.962    723.189  13.850  8.44684E-01  8.45922E-01 -1.46993E-03
    9721.248    728.475  13.900  8.43709E-01  8.44934E-01 -1.45649E-03
    9726.554    733.780  13.950  8.42847E-01  8.43947E-01 -1.30873E-03
    9731.878    739.105  14.000  8.42093E-01  8.42959E-01 -1.03221E-03
    9737.222    744.448  14.050  8.41112E-01  8.41678E-01 -6.75217E-04
    9742.584    749.811  14.100  8.40183E-01  8.40396E-01 -2.54661E-04
    9747.966    755.193  14.150  8.39260E-01  8.39115E-01  1.73583E-04
    9753.367    760.593  14.200  8.38296E-01  8.37833E-01  5.54915E-04
    9758.786    766.013  14.250  8.37258E-01  8.36552E-01  8.47366E-04
    9764.225    771.452  14.300  8.36126E-01  8.35271E-01  1.02898E-03
    9769.683    776.909  14.350  8.34903E-01  8.33989E-01  1.09971E-03
    9775.160    782.386  14.400  8.33602E-01  8.32708E-01  1.07783E-03
    9780.656    787.882  14.450  8.32248E-01  8.31426E-01  9.92423E-04
    9786.170    793.397  14.500  8.30868E-01  8.30145E-01  8.74378E-04
    9791.704    798.931  14.550  8.29482E-01  8.28864E-01  7.48388E-04
    9797.258    804.484  14.600  8.28100E-01  8.27582E-01  6.28072E-04
    9802.830    810.056  14.650  8.26725E-01  8.26301E-01  5.15108E-04
    9808.421    815.647  14.700  8.25350E-01  8.25019E-01  4.02118E-04
    9814.031    821.258  14.750  8.23966E-01  8.23738E-01  2.77981E-04
    9819.660    826.887  14.800  8.22566E-01  8.22457E-01  1.33736E-04
    9825.309    832.535  14.850  8.21148E-01  8.21175E-01 -3.27662E-05
    9830.976    838.203  14.900  8.19718E-01  8.19894E-01 -2.14720E-04
    9836.662    843.889  14.950  8.18288E-01  8.18613E-01 -3.97143E-04
    9842.368    849.594  15.000  8.16875E-01  8.17331E-01 -5.60133E-04
    9848.092    855.319  15.050  8.15345E-01  8.15915E-01 -7.00104E-04
    9853.836    861.062  15.100  8.13856E-01  8.14498E-01 -7.90902E-04
    9859.598    866.825  15.150  8.12418E-01  8.13082E-01 -8.19543E-04
    9865.380    872.607  15.200  8.11034E-01  8.11666E-01 -7.80944E-04
    9871.181    878.407  15.250  8.09701E-01  8.10250E-01 -6.78729E-04
    9877.001    884.227  15.300  8.08410E-01  8.08833E-01 -5.24401E-04
    9882.839    890.066  15.350  8.07147E-01  8.07417E-01 -3.35263E-04
    9888.697    895.924  15.400  8.05895E-01  8.06001E-01 -1.31637E-04
    9894.574    901.801  15.450  8.04637E-01  8.04584E-01  6.59974E-05
    9900.470    907.697  15.500  8.03360E-01  8.03168E-01  2.39520E-04
    9906.385    913.612  15.550  8.02052E-01  8.01752E-01  3.75043E-04
    9912.319    919.546  15.600  8.00706E-01  8.00335E-01  4.64061E-04
    9918.272    925.499  15.650  7.99321E-01  7.98919E-01  5.03898E-04
    9924.244    931.471  15.700  7.97899E-01  7.97503E-01  4.97508E-04
    9930.236    937.462  15.750  7.96447E-01  7.96086E-01  4.52698E-04
    9936.246    943.472  15.800  7.94973E-01  7.94670E-01  3.80819E-04
    9942.275    949.502  15.850  7.93488E-01  7.93254E-01  2.95012E-04
    9948.323    955.550  15.900  7.92002E-01  7.91838E-01  2.08182E-04
    9954.391    961.617  15.950  7.90525E-01  7.90421E-01  1.30981E-04
    9960.477    967.704  16.000  7.89060E-01  7.89005E-01  7.01701E-05
    9966.583    973.809  16.050  7.87646E-01  7.87625E-01  2.68252E-05
    9972.707    979.934  16.100  7.86243E-01  7.86244E-01 -1.29322E-06
    9978.851    986.078  16.150  7.84849E-01  7.84864E-01 -1.89045E-05
    9985.014    992.240  16.200  7.83457E-01  7.83483E-01 -3.31567E-05
    9991.195    998.422  16.250  7.82062E-01  7.82103E-01 -5.15729E-05
    9997.396   1004.623  16.300  7.80660E-01  7.80722E-01 -7.98250E-05
   10003.616   1010.842  16.350  7.79248E-01  7.79342E-01 -1.19897E-04
   10009.855   1017.081  16.400  7.77830E-01  7.77961E-01 -1.69150E-04
   10016.113   1023.339  16.450  7.76409E-01  7.76581E-01 -2.20586E-04
   10022.390   1029.616  16.500  7.74995E-01  7.75200E-01 -2.64329E-04
   10028.686   1035.912  16.550  7.73595E-01  7.73820E-01 -2.89971E-04
   10035.001   1042.227  16.600  7.72216E-01  7.72440E-01 -2.89223E-04
   10041.335   1048.561  16.650  7.70860E-01  7.71059E-01 -2.58168E-04
   10047.688   1054.914  16.700  7.69525E-01  7.69679E-01 -1.98517E-04
   10054.060   1061.287  16.750  7.68208E-01  7.68298E-01 -1.17519E-04
   10060.451   1067.678  16.800  7.66897E-01  7.66918E-01 -2.65262E-05
   10066.862   1074.088  16.850  7.65584E-01  7.65537E-01  6.14257E-05
   10073.291   1080.518  16.900  7.64260E-01  7.64157E-01  1.34384E-04
   10079.739   1086.966  16.950  7.62917E-01  7.62776E-01  1.83902E-04
   10086.207   1093.433  17.000  7.61554E-01  7.61396E-01  2.06503E-04
   10092.693   1099.920  17.050  7.60400E-01  7.60240E-01  2.09891E-04
   10099.199   1106.425  17.100  7.59231E-01  7.59084E-01  1.92740E-04
   10105.723   1112.950  17.150  7.58051E-01  7.57928E-01  1.61758E-04
   10112.267   1119.494  17.200  7.56867E-01  7.56773E-01  1.24754E-04
   10118.830   1126.056  17.250  7.55684E-01  7.55617E-01  8.87523E-05
   10125.411   1132.638  17.300  7.54505E-01  7.54461E-01  5.85184E-05
   10132.012   1139.239  17.350  7.53332E-01  7.53305E-01  3.58402E-05
   10138.632   1145.859  17.400  7.52164E-01  7.52149E-01  1.96855E-05
   10145.271   1152.498  17.450  7.50999E-01  7.50994E-01  7.10490E-06
   10151.929   1159.156  17.500  7.49834E-01  7.49838E-01 -5.43881E-06
   10158.606   1165.833  17.550  7.48666E-01  7.48682E-01 -2.07282E-05
   10165.302   1172.529  17.600  7.47496E-01  7.47526E-01 -3.98181E-05
   10172.017   1179.244  17.650  7.46324E-01  7.46370E-01 -6.16812E-05
   10178.751   1185.978  17.700  7.45152E-01  7.45215E-01 -8.35231E-05
   10185.504   1192.731  17.750  7.43983E-01  7.44059E-01 -1.01625E-04
   10192.277   1199.503  17.800  7.42819E-01  7.42903E-01 -1.12427E-04
   10199.068   1206.295  17.850  7.41663E-01  7.41747E-01 -1.13533E-04
   10205.878   1213.105  17.900  7.40514E-01  7.40591E-01 -1.04335E-04
   10212.708   1219.934  17.950  7.39372E-01  7.39436E-01 -8.61351E-05
   10219.556   1226.783  18.000  7.38234E-01  7.38280E-01 -6.17601E-05
   10226.424   1233.650  18.050  7.37172E-01  7.37198E-01 -3.58382E-05
   10233.310   1240.537  18.100  7.36110E-01  7.36116E-01 -9.36764E-06
   10240.216   1247.442  18.150  7.35046E-01  7.35035E-01  1.47545E-05
   10247.140   1254.367  18.200  7.33978E-01  7.33953E-01  3.45221E-05
   10254.084   1261.311  18.250  7.32907E-01  7.32871E-01  4.90303E-05
   10261.047   1268.274  18.300  7.31832E-01  7.31790E-01  5.83800E-05
   10268.029   1275.255  18.350  7.30754E-01  7.30708E-01  6.33455E-05
   10275.030   1282.256  18.400  7.29674E-01  7.29626E-01  6.49384E-05
   10282.049   1289.276  18.450  7.28591E-01  7.28545E-01  6.40131E-05
   10289.088   1296.315  18.500  7.27507E-01  7.27463E-01  6.10285E-05
   10296.146   1303.373  18.550  7.26422E-01  7.26381E-01  5.60205E-05
   10303.223   1310.450  18.600  7.25335E-01  7.25300E-01  4.87656E-05
   10310.320   1317.546  18.650  7.24246E-01  7.24218E-01  3.90570E-05
   10317.435   1324.661  18.700  7.23156E-01  7.23136E-01  2.69826E-05
   10324.569   1331.796  18.750  7.22064E-01  7.22055E-01  1.31044E-05
   10331.722   1338.949  18.800  7.20972E-01  7.20973E-01 -1.52648E-06
   10338.894   1346.121  18.850  7.19880E-01  7.19891E-01 -1.55236E-05
   10346.086   1353.312  18.900  7.18790E-01  7.18810E-01 -2.74408E-05
   10353.296   1360.523  18.950  7.17702E-01  7.17728E-01 -3.60842E-05
   10360.526   1367.752  19.000  7.16617E-01  7.16646E-01 -4.07674E-05
   10367.774   1375.001  19.050  7.15388E-01  7.15418E-01 -4.26719E-05
   10375.042   1382.268  19.100  7.14161E-01  7.14190E-01 -4.09888E-05
   10382.328   1389.555  19.150  7.12936E-01  7.12961E-01 -3.64152E-05
   10389.634   1396.861  19.200  7.11712E-01  7.11733E-01 -2.99594E-05
   10396.959   1404.185  19.250  7.10489E-01  7.10505E-01 -2.27065E-05
   10404.302   1411.529  19.300  7.09266E-01  7.09277E-01 -1.55935E-05
   10411.665   1418.892  19.350  7.08042E-01  7.08048E-01 -9.24833E-06
   10419.047   1426.274  19.400  7.06817E-01  7.06820E-01 -3.92643E-06
   10426.448   1433.675  19.450  7.05592E-01  7.05592E-01  4.50098E-07
   10433.868   1441.094  19.500  7.04366E-01  7.04363E-01  4.17342E-06
   10441.307   1448.533  19.550  7.03140E-01  7.03135E-01  7.59257E-06
   10448.765   1455.992  19.600  7.01914E-01  7.01907E-01  1.09647E-05
   10456.242   1463.469  19.650  7.00688E-01  7.00678E-01  1.43543E-05
   10463.738   1470.965  19.700  6.99462E-01  6.99450E-01  1.76033E-05
   10471.253   1478.480  19.750  6.98236E-01  6.98222E-01  2.03716E-05
   10478.788   1486.014  19.800  6.97009E-01  6.96993E-01  2.22321E-05
   10486.341   1493.567  19.850  6.95781E-01  6.95765E-01  2.27880E-05
   10493.913   1501.140  19.900  6.94552E-01  6.94537E-01  2.17822E-05
   10501.505   1508.731  19.950  6.93322E-01  6.93309E-01  1.91700E-05
   10509.115   1516.342  20.000  6.92091E-01  6.92080E-01  1.51434E-05
   10516.744   1523.971  20.050  6.90560E-01  6.90553E-01  1.04572E-05
   10524.393   1531.620  20.100  6.89029E-01  6.89025E-01  4.97130E-06
   10532.061   1539.287  20.150  6.87497E-01  6.87498E-01 -7.96825E-07
   10539.747   1546.974  20.200  6.85966E-01  6.85970E-01 -6.30286E-06
   10547.453   1554.680  20.250  6.84435E-01  6.84443E-01 -1.10488E-05
   10555.178   1562.404  20.300  6.82905E-01  6.82915E-01 -1.46436E-05
   10562.921   1570.148  20.350  6.81376E-01  6.81388E-01 -1.68442E-05
   10570.684   1577.911  20.400  6.79848E-01  6.79860E-01 -1.75729E-05
   10578.466   1585.693  20.450  6.78321E-01  6.78333E-01 -1.69128E-05
   10586.267   1593.494  20.500  6.76795E-01  6.76805E-01 -1.50826E-05
   10594.087   1601.314  20.550  6.75269E-01  6.75278E-01 -1.23972E-05
   10601.926   1609.153  20.600  6.73744E-01  6.73750E-01 -9.21906E-06
   10609.784   1617.011  20.650  6.72219E-01  6.72223E-01 -5.90718E-06
   10617.661   1624.888  20.700  6.70693E-01  6.70695E-01 -2.77154E-06
   10625.558   1632.784  20.750  6.69168E-01  6.69168E-01 -3.87224E-08
   10633.473   1640.700  20.800  6.67642E-01  6.67640E-01  2.16553E-06
   10641.407   1648.634  20.850  6.66115E-01  6.66113E-01  3.81454E-06
   10649.360   1656.587  20.900  6.64589E-01  6.64585E-01  4.96087E-06
   10657.333   1664.560  20.950  6.63062E-01  6.63058E-01  5.70337E-06
   10665.324   1672.551  21.000  6.61534E-01  6.61530E-01  6.14927E-06
   10673.335   1680.561  21.050  6.59981E-01  6.59977E-01  6.59420E-06
   10681.364   1688.591  21.100  6.58428E-01  6.58423E-01  6.87431E-06
   10689.413   1696.640  21.150  6.56874E-01  6.56869E-01  6.97658E-06
   10697.481   1704.707  21.200  6.55320E-01  6.55316E-01  6.85044E-06
   10705.567   1712.794  21.250  6.53766E-01  6.53762E-01  6.42507E-06
   10713.673   1720.900  21.300  6.52212E-01  6.52209E-01  5.63564E-06
   10721.798   1729.024  21.350  6.50658E-01  6.50655E-01  4.45170E-06
   10729.942   1737.168  21.400  6.49103E-01  6.49101E-01  2.89986E-06
   10738.105   1745.331  21.450  6.47548E-01  6.47548E-01  1.07396E-06
   10746.286   1753.513  21.500  6.45993E-01  6.45994E-01 -8.70813E-07
   10754.487   1761.714  21.550  6.44439E-01  6.44440E-01 -2.73978E-06
   10762.708   1769.934  21.600  6.42884E-01  6.42887E-01 -4.33181E-06
   10770.947   1778.173  21.650  6.41330E-01  6.41333E-01 -5.47612E-06
   10779.205   1786.431  21.700  6.39776E-01  6.39779E-01 -6.06415E-06
   10787.482   1794.709  21.750  6.38222E-01  6.38226E-01 -6.06882E-06
   10795.778   1803.005  21.800  6.36669E-01  6.36672E-01 -5.54686E-06
   10804.093   1811.320  21.850  6.35116E-01  6.35119E-01 -4.62390E-06
   10812.428   1819.654  21.900  6.33563E-01  6.33565E-01 -3.46649E-06
   10820.781   1828.008  21.950  6.32010E-01  6.32011E-01 -2.24809E-06
   10829.154   1836.380  22.000  6.30457E-01  6.30458E-01 -1.11722E-06
   10837.545   1844.772  22.050  6.29139E-01  6.29139E-01 -1.69469E-07
   10845.956   1853.182  22.100  6.27820E-01  6.27820E-01  6.04696E-07
   10854.385   1861.612  22.150  6.26502E-01  6.26501E-01  1.18502E-06
   10862.834   1870.061  22.200  6.25183E-01  6.25182E-01  1.58807E-06
   10871.302   1878.528  22.250  6.23865E-01  6.23864E-01  1.85344E-06
   10879.788   1887.015  22.300  6.22546E-01  6.22545E-01  2.02690E-06
   10888.294   1895.521  22.350  6.21227E-01  6.21226E-01  2.14499E-06
   10896.819   1904.046  22.400  6.19909E-01  6.19907E-01  2.22495E-06
   10905.363   1912.590  22.450  6.18590E-01  6.18588E-01  2.26213E-06
   10913.926   1921.152  22.500  6.17271E-01  6.17270E-01  2.23479E-06
   10922.508   1929.734  22.550  6.15952E-01  6.15951E-01  2.11431E-06
   10931.109   1938.335  22.600  6.14633E-01  6.14632E-01  1.87735E-06
   10939.729   1946.956  22.650  6.13314E-01  6.13313E-01  1.51644E-06
   10948.368   1955.595  22.700  6.11995E-01  6.11994E-01  1.04604E-06
   10957.026   1964.253  22.750  6.10676E-01  6.10676E-01  5.02429E-07
   10965.703   1972.930  22.800  6.09357E-01  6.09357E-01 -6.21976E-08
   10974.400   1981.626  22.850  6.08038E-01  6.08038E-01 -5.89668E-07
   10983.115   1990.342  22.900  6.06719E-01  6.06719E-01 -1.02706E-06
   10991.849   1999.076  22.950  6.05400E-01  6.05400E-01 -1.33632E-06
   11000.603   2007.830  23.000  6.04081E-01  6.04082E-01 -1.49998E-06
   11009.375   2016.602  23.050  6.02953E-01  6.02954E-01 -1.59053E-06
   11018.167   2025.394  23.100  6.01825E-01  6.01825E-01 -1.56044E-06
   11026.978   2034.204  23.150  6.00696E-01  6.00697E-01 -1.42826E-06
   11035.807   2043.034  23.200  5.99568E-01  5.99569E-01 -1.22029E-06
   11044.656   2051.883  23.250  5.98441E-01  5.98441E-01 -9.64946E-07
   11053.524   2060.750  23.300  5.97313E-01  5.97313E-01 -6.87957E-07
   11062.410   2069.637  23.350  5.96185E-01  5.96185E-01 -4.09289E-07
   11071.316   2078.543  23.400  5.95057E-01  5.95057E-01 -1.42322E-07
   11080.241   2087.468  23.450  5.93929E-01  5.93929E-01  1.05050E-07
   11089.185   2096.412  23.500  5.92801E-01  5.92801E-01  3.28110E-07
   11098.148   2105.375  23.550  5.91673E-01  5.91672E-01  5.22782E-07
   11107.130   2114.357  23.600  5.90545E-01  5.90544E-01  6.83801E-07
   11116.131   2123.358  23.650  5.89417E-01  5.89416E-01  8.04193E-07
   11125.151   2132.378  23.700  5.88289E-01  5.88288E-01  8.76184E-07
   11134.191   2141.417  23.750  5.87160E-01  5.87160E-01  8.93202E-07
   11143.249   2150.475  23.800  5.86032E-01  5.86032E-01  8.52281E-07
   11152.326   2159.553  23.850  5.84904E-01  5.84904E-01  7.56038E-07
   11161.422   2168.649  23.900  5.83776E-01  5.83776E-01  6.13553E-07
   11170.538   2177.764  23.950  5.82648E-01  5.82647E-01  4.39772E-07
   11179.672   2186.899  24.000  5.81520E-01  5.81519E-01  2.53490E-07
   11188.826   2196.052  24.050  5.80506E-01  5.80506E-01  7.69598E-08
   11197.998   2205.225  24.100  5.79492E-01  5.79492E-01 -9.26512E-08
   11207.190   2214.416  24.150  5.78478E-01  5.78478E-01 -2.40767E-07
   11216.400   2223.627  24.200  5.77464E-01  5.77465E-01 -3.56422E-07
   11225.630   2232.857  24.250  5.76451E-01  5.76451E-01 -4.33511E-07
   11234.879   2242.106  24.300  5.75437E-01  5.75437E-01 -4.71072E-07
   11244.147   2251.373  24.350  5.74423E-01  5.74423E-01 -4.72628E-07
   11253.433   2260.660  24.400  5.73409E-01  5.73410E-01 -4.44819E-07
   11262.739   2269.966  24.450  5.72396E-01  5.72396E-01 -3.95714E-07
   11272.064   2279.291  24.500  5.71382E-01  5.71382E-01 -3.33206E-07
   11281.408   2288.635  24.550  5.70368E-01  5.70369E-01 -2.63842E-07
   11290.771   2297.998  24.600  5.69355E-01  5.69355E-01 -1.92286E-07
   11300.153   2307.380  24.650  5.68341E-01  5.68341E-01 -1.21411E-07
   11309.555   2316.781  24.700  5.67327E-01  5.67327E-01 -5.28719E-08
   11318.975   2326.201  24.750  5.66314E-01  5.66314E-01  1.21165E-08
   11328.414   2335.641  24.800  5.65300E-01  5.65300E-01  7.20802E-08
   11337.872   2345.099  24.850  5.64286E-01  5.64286E-01  1.24905E-07
   11347.350   2354.576  24.900  5.63273E-01  5.63273E-01  1.67882E-07
   11356.846   2364.073  24.950  5.62259E-01  5.62259E-01  1.98153E-07
   11366.361   2373.588  25.000  5.61245E-01  5.61245E-01  2.13401E-07
