 # File contains AXAFS. See manual for details.
 #--------------------------------------------------------------
 #  e, e(wrt edge), k, mu_at=(1+chi_at)*mu0_at, mu0_at, chi_at @#
    9112.759    128.610   5.810  9.92633E-01  9.95858E-01 -3.23808E-03
    9115.876    131.728   5.880  9.91666E-01  9.95158E-01 -3.50907E-03
    9119.031    134.883   5.950  9.90722E-01  9.94403E-01 -3.70113E-03
    9122.224    138.075   6.020  9.89814E-01  9.93589E-01 -3.79936E-03
    9125.454    141.305   6.090  9.88941E-01  9.92716E-01 -3.80226E-03
    9128.721    144.572   6.160  9.88097E-01  9.91781E-01 -3.71459E-03
    9132.025    147.877   6.230  9.87288E-01  9.90782E-01 -3.52646E-03
    9135.367    151.218   6.300  9.86506E-01  9.89719E-01 -3.24564E-03
    9138.746    154.597   6.370  9.85757E-01  9.88588E-01 -2.86384E-03
    9142.162    158.014   6.440  9.85031E-01  9.87389E-01 -2.38803E-03
    9145.616    161.468   6.510  9.84326E-01  9.86119E-01 -1.81895E-03
    9149.107    164.959   6.580  9.83633E-01  9.84777E-01 -1.16179E-03
    9152.636    168.487   6.650  9.82948E-01  9.83360E-01 -4.19801E-04
    9156.201    172.053   6.720  9.82256E-01  9.81867E-01  3.96028E-04
    9159.804    175.656   6.790  9.81557E-01  9.80296E-01  1.28591E-03
    9163.445    179.296   6.860  9.80852E-01  9.78645E-01  2.25505E-03
    9167.123    182.974   6.930  9.80129E-01  9.76911E-01  3.29356E-03
    9170.838    186.689   7.000  9.79374E-01  9.75093E-01  4.38945E-03
    9174.590    190.442   7.070  9.78593E-01  9.73189E-01  5.55281E-03
