 name:     copper
 formula:  Cu
 sites:    Cu1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, fcc
 -----------------------------------------------------------------------
   0    0.000000    0.000000    0.000000   0   1
   1    1.800000    1.800000    0.000000   1   1
   2   -1.800000    1.800000    0.000000   1   1
   3    1.800000   -1.800000    0.000000   1   1
   4   -1.800000   -1.800000    0.000000   1   1
   5    1.800000    0.000000    1.800000   1   1
   6   -1.800000    0.000000    1.800000   1   1
   7    0.000000    1.800000    1.800000   1   1
   8    0.000000   -1.800000    1.800000   1   1
   9    1.800000    0.000000   -1.800000   1   1
  10   -1.800000    0.000000   -1.800000   1   1
  11    0.000000    1.800000   -1.800000   1   1
  12    0.000000   -1.800000   -1.800000   1   1
  13    3.600000    0.000000    0.000000   1   1
  14   -3.600000    0.000000    0.000000   1   1
  15    0.000000    3.600000    0.000000   1   1
  16    0.000000   -3.600000    0.000000   1   1
  17    0.000000    0.000000    3.600000   1   1
  18    0.000000    0.000000   -3.600000   1   1
  19    1.800000    1.800000    3.600000   1   1
  20   -1.800000    1.800000    3.600000   1   1
  21    1.800000   -1.800000    3.600000   1   1
  22   -1.800000   -1.800000    3.600000   1   1
  23    1.800000    1.800000   -3.600000   1   1
  24   -1.800000    1.800000   -3.600000   1   1
  25    1.800000   -1.800000   -3.600000   1   1
  26   -1.800000   -1.800000   -3.600000   1   1
  27    3.600000    1.800000    1.800000   1   1
  28   -3.600000    1.800000    1.800000   1   1
  29    1.800000    3.600000    1.800000   1   1
  30   -1.800000    3.600000    1.800000   1   1
  31    3.600000    1.800000   -1.800000   1   1
  32   -3.600000    1.800000   -1.800000   1   1
  33    1.800000    3.600000   -1.800000   1   1
  34   -1.800000    3.600000   -1.800000   1   1
  35    3.600000   -1.800000   -1.800000   1   1
  36   -3.600000   -1.800000   -1.800000   1   1
  37    1.800000   -3.600000   -1.800000   1   1
  38   -1.800000   -3.600000   -1.800000   1   1
  39    3.600000   -1.800000    1.800000   1   1
  40   -3.600000   -1.800000    1.800000   1   1
  41    1.800000   -3.600000    1.800000   1   1
  42   -1.800000   -3.600000    1.800000   1   1
  43    3.600000    3.600000    0.000000   1   1
  44   -3.600000    3.600000    0.000000   1   1
  45    3.600000   -3.600000    0.000000   1   1
  46   -3.600000   -3.600000    0.000000   1   1
  47    3.600000    0.000000    3.600000   1   1
  48   -3.600000    0.000000    3.600000   1   1
  49    0.000000    3.600000    3.600000   1   1
  50    0.000000   -3.600000    3.600000   1   1
  51    3.600000    0.000000   -3.600000   1   1
  52   -3.600000    0.000000   -3.600000   1   1
  53    0.000000    3.600000   -3.600000   1   1
  54    0.000000   -3.600000   -3.600000   1   1
  55    5.400000    1.800000    0.000000   1   1
  56   -5.400000    1.800000    0.000000   1   1
  57    1.800000    5.400000    0.000000   1   1
  58   -1.800000    5.400000    0.000000   1   1
  59    5.400000   -1.800000    0.000000   1   1
  60   -5.400000   -1.800000    0.000000   1   1
  61    1.800000   -5.400000    0.000000   1   1
  62   -1.800000   -5.400000    0.000000   1   1
  63    5.400000    0.000000    1.800000   1   1
  64   -5.400000    0.000000    1.800000   1   1
  65    0.000000    5.400000    1.800000   1   1
  66    0.000000   -5.400000    1.800000   1   1
  67    1.800000    0.000000    5.400000   1   1
  68   -1.800000    0.000000    5.400000   1   1
