 Re(E)   Im(E)  (Re( int (l,E) Im( int (l,E)) l=0,3 
 -30.000   0.100      -3.51212      -0.01624      -2.73676       0.00556      12.18864      -1.41053      -0.15582       0.00412
 -29.500   0.100      -3.59721      -0.01783      -2.70745       0.00617       7.61123      -0.61177      -0.13617       0.00374
 -29.000   0.100      -3.69073      -0.01963      -2.67494       0.00685       5.35111      -0.33859      -0.11836       0.00338
 -28.500   0.100      -3.79387      -0.02169      -2.63889       0.00759       4.01108      -0.21380      -0.10231       0.00304
 -28.000   0.100      -3.90806      -0.02405      -2.59893       0.00841       3.12810      -0.14658      -0.08790       0.00272
 -27.500   0.100      -4.03499      -0.02680      -2.55467       0.00931       2.50504      -0.10628      -0.07503       0.00243
 -27.000   0.100      -4.17677      -0.03001      -2.50569       0.01030       2.04381      -0.08024      -0.06360       0.00215
 -26.500   0.100      -4.33594      -0.03378      -2.45157       0.01137       1.69018      -0.06244      -0.05349       0.00190
 -26.000   0.100      -4.51569      -0.03827      -2.39184       0.01254       1.41170      -0.04974      -0.04461       0.00166
 -25.500   0.100      -4.72003      -0.04366      -2.32604       0.01380       1.18777      -0.04036      -0.03686       0.00144
 -25.000   0.100      -4.95412      -0.05022      -2.25367       0.01516       1.00471      -0.03323      -0.03014       0.00125
 -24.500   0.100      -5.22453      -0.05830      -2.17428       0.01661       0.85302      -0.02770      -0.02436       0.00107
 -24.000   0.100      -5.54019      -0.06842      -2.08739       0.01816       0.72594      -0.02332      -0.01943       0.00091
 -23.500   0.100      -5.91294      -0.08131      -1.99258       0.01978       0.61849      -0.01980      -0.01527       0.00076
 -23.000   0.100      -6.35927      -0.09811      -1.88947       0.02148       0.52694      -0.01693      -0.01179       0.00063
 -22.500   0.100      -6.90267      -0.12056      -1.77774       0.02322       0.44841      -0.01457      -0.00893       0.00052
 -22.000   0.100      -7.57782      -0.15152      -1.65720       0.02500       0.38062      -0.01261      -0.00660       0.00042
 -21.500   0.100      -8.43813      -0.19587      -1.52776       0.02678       0.32177      -0.01099      -0.00473       0.00033
 -21.000   0.100      -9.57034      -0.26264      -1.38948       0.02852       0.27035      -0.00963      -0.00328       0.00025
 -20.500   0.100     -11.12536      -0.36994      -1.24262       0.03020       0.22509      -0.00851      -0.00217       0.00019
 -20.000   0.100     -13.39078      -0.55864      -1.08766       0.03176       0.18488      -0.00761      -0.00136       0.00014
 -19.500   0.100     -16.99029      -0.93781      -0.92529       0.03315       0.14868      -0.00691      -0.00079       0.00009
 -19.000   0.100     -23.57239      -1.88576      -0.75648       0.03433       0.11549      -0.00641      -0.00041       0.00006
 -18.500   0.100     -39.30313      -5.52939      -0.58243       0.03524       0.08431      -0.00611      -0.00018       0.00003
 -18.000   0.100    -111.87063     -57.99794      -0.40459       0.03583       0.05418      -0.00597      -0.00006       0.00002
 -17.500   0.100      77.94454     -25.56903      -0.22465       0.03607       0.02483      -0.00565      -0.00001       0.00000
 -17.000   0.100      31.78235      -4.05677      -0.04446       0.03593       0.00099      -0.00269       0.00000       0.00000
 -16.500   0.100      19.44075      -1.56284       0.13402       0.03538       0.03065       0.02931       0.00000       0.00000
 -16.000   0.100      13.83013      -0.81966       0.30873       0.03443       0.88958       1.18042       0.00002       0.00001
 -15.500   0.100      10.63511      -0.50296       0.47769       0.03308       3.44822      -2.80975       0.00009       0.00002
 -15.000   0.100       8.57547      -0.33943       0.63897       0.03137       0.89945      -0.15811       0.00023       0.00004
 -14.500   0.100       7.13909      -0.24416       0.79085       0.02933       0.50167      -0.04226       0.00046       0.00006
 -14.000   0.100       6.08139      -0.18384       0.93185       0.02702       0.36472      -0.01806       0.00080       0.00008
 -13.500   0.100       5.27090      -0.14326       1.06078       0.02451       0.29948      -0.00946       0.00127       0.00011
 -13.000   0.100       4.63066      -0.11466       1.17676       0.02186       0.26352      -0.00544       0.00188       0.00014
 -12.500   0.100       4.11265      -0.09375       1.27926       0.01913       0.24247      -0.00321       0.00264       0.00017
 -12.000   0.100       3.68535      -0.07800       1.36808       0.01640       0.23017      -0.00182       0.00357       0.00020
 -11.500   0.100       3.32720      -0.06584       1.44332       0.01371       0.22356      -0.00089       0.00468       0.00024
 -11.000   0.100       3.02298      -0.05627       1.50534       0.01112       0.22091      -0.00021       0.00597       0.00028
 -10.500   0.100       2.76164      -0.04859       1.55473       0.00867       0.22118       0.00029       0.00746       0.00032
 -10.000   0.100       2.53493      -0.04234       1.59225       0.00638       0.22368       0.00069       0.00915       0.00036
  -9.500   0.100       2.33659      -0.03718       1.61879       0.00428       0.22794       0.00100       0.01104       0.00040
  -9.000   0.100       2.16181      -0.03288       1.63531       0.00237       0.23361       0.00126       0.01314       0.00044
  -8.500   0.100       2.00678      -0.02925       1.64283       0.00067       0.24045       0.00147       0.01545       0.00048
  -8.000   0.100       1.86847      -0.02616       1.64234      -0.00083       0.24824       0.00164       0.01798       0.00053
  -7.500   0.100       1.74446      -0.02352       1.63484      -0.00213       0.25683       0.00179       0.02072       0.00057
  -7.000   0.100       1.63274      -0.02123       1.62128      -0.00326       0.26608       0.00191       0.02368       0.00061
  -6.500   0.100       1.53169      -0.01924       1.60254      -0.00421       0.27588       0.00201       0.02685       0.00066
  -6.000   0.100       1.43995      -0.01750       1.57943      -0.00500       0.28612       0.00209       0.03024       0.00070
  -5.500   0.100       1.35638      -0.01597       1.55272      -0.00566       0.29673       0.00215       0.03384       0.00074
  -5.000   0.100       1.28002      -0.01461       1.52307      -0.00618       0.30761       0.00220       0.03766       0.00078
  -4.500   0.100       1.21004      -0.01341       1.49108      -0.00659       0.31871       0.00224       0.04168       0.00083
  -4.000   0.100       1.14576      -0.01233       1.45728      -0.00691       0.32997       0.00226       0.04591       0.00087
  -3.500   0.100       1.08657      -0.01137       1.42214      -0.00713       0.34131       0.00227       0.05034       0.00091
  -3.000   0.100       1.03195      -0.01050       1.38606      -0.00729       0.35270       0.00228       0.05497       0.00094
  -2.500   0.100       0.98145      -0.00972       1.34939      -0.00737       0.36407       0.00227       0.05979       0.00098
  -2.000   0.100       0.93467      -0.00901       1.31242      -0.00741       0.37539       0.00226       0.06479       0.00102
  -1.500   0.100       0.89127      -0.00836       1.27540      -0.00739       0.38661       0.00223       0.06998       0.00106
  -1.000   0.100       0.85093      -0.00778       1.23855      -0.00734       0.39770       0.00220       0.07535       0.00109
  -0.500   0.100       0.81340      -0.00724       1.20203      -0.00726       0.40861       0.00216       0.08088       0.00112
   0.000   0.100       0.77843      -0.00675       1.16601      -0.00715       0.41931       0.00212       0.08658       0.00116
   0.500   0.100       0.74580      -0.00630       1.13058      -0.00702       0.42977       0.00207       0.09244       0.00119
   1.000   0.100       0.71533      -0.00589       1.09586      -0.00687       0.43997       0.00201       0.09844       0.00121
   1.500   0.100       0.68683      -0.00551       1.06190      -0.00671       0.44987       0.00195       0.10458       0.00124
   2.000   0.100       0.66017      -0.00516       1.02879      -0.00654       0.45944       0.00188       0.11086       0.00127
   2.500   0.100       0.63519      -0.00484       0.99654      -0.00636       0.46867       0.00181       0.11726       0.00129
   3.000   0.100       0.61178      -0.00453       0.96521      -0.00618       0.47754       0.00174       0.12378       0.00132
   3.500   0.100       0.58981      -0.00426       0.93480      -0.00599       0.48602       0.00166       0.13041       0.00134
   4.000   0.100       0.56919      -0.00400       0.90533      -0.00580       0.49410       0.00158       0.13714       0.00136
   4.500   0.100       0.54981      -0.00376       0.87680      -0.00561       0.50177       0.00149       0.14396       0.00137
   5.000   0.100       0.53160      -0.00353       0.84922      -0.00542       0.50901       0.00140       0.15086       0.00139
   5.500   0.100       0.51447      -0.00332       0.82258      -0.00524       0.51580       0.00131       0.15784       0.00140
   6.000   0.100       0.49835      -0.00313       0.79686      -0.00505       0.52215       0.00122       0.16487       0.00141
   6.500   0.100       0.48317      -0.00295       0.77205      -0.00487       0.52804       0.00113       0.17197       0.00142
   7.000   0.100       0.46888      -0.00277       0.74814      -0.00469       0.53347       0.00104       0.17910       0.00143
   7.500   0.100       0.45541      -0.00261       0.72510      -0.00452       0.53844       0.00095       0.18627       0.00144
   8.000   0.100       0.44272      -0.00246       0.70293      -0.00435       0.54294       0.00085       0.19346       0.00144
   8.500   0.100       0.43075      -0.00232       0.68158      -0.00419       0.54697       0.00076       0.20067       0.00144
   9.000   0.100       0.41946      -0.00219       0.66105      -0.00403       0.55053       0.00067       0.20789       0.00144
   9.500   0.100       0.40882      -0.00207       0.64131      -0.00387       0.55362       0.00057       0.21509       0.00144
  10.000   0.100       0.39877      -0.00195       0.62233      -0.00372       0.55626       0.00048       0.22229       0.00144
  10.500   0.100       0.38929      -0.00184       0.60410      -0.00357       0.55843       0.00039       0.22945       0.00143
  11.000   0.100       0.38034      -0.00174       0.58658      -0.00343       0.56016       0.00030       0.23659       0.00142
  11.500   0.100       0.37189      -0.00164       0.56976      -0.00330       0.56144       0.00021       0.24367       0.00141
  12.000   0.100       0.36391      -0.00155       0.55362      -0.00316       0.56229       0.00013       0.25070       0.00140
  12.500   0.100       0.35637      -0.00146       0.53812      -0.00304       0.56271       0.00004       0.25767       0.00139
  13.000   0.100       0.34925      -0.00138       0.52324      -0.00291       0.56272      -0.00004       0.26456       0.00137
  13.500   0.100       0.34253      -0.00131       0.50897      -0.00279       0.56233      -0.00012       0.27137       0.00135
  14.000   0.100       0.33618      -0.00123       0.49529      -0.00268       0.56154      -0.00020       0.27809       0.00133
  14.500   0.100       0.33018      -0.00117       0.48216      -0.00257       0.56038      -0.00027       0.28470       0.00131
  15.000   0.100       0.32451      -0.00110       0.46958      -0.00246       0.55885      -0.00034       0.29121       0.00129
  15.500   0.100       0.31915      -0.00104       0.45752      -0.00236       0.55697      -0.00041       0.29759       0.00126
  16.000   0.100       0.31409      -0.00098       0.44596      -0.00226       0.55475      -0.00048       0.30384       0.00124
  16.500   0.100       0.30931      -0.00093       0.43488      -0.00217       0.55221      -0.00054       0.30996       0.00121
  17.000   0.100       0.30479      -0.00088       0.42427      -0.00208       0.54935      -0.00060       0.31593       0.00118
  17.500   0.100       0.30052      -0.00083       0.41410      -0.00199       0.54621      -0.00066       0.32175       0.00115
  18.000   0.100       0.29648      -0.00078       0.40437      -0.00191       0.54279      -0.00071       0.32741       0.00112
  18.500   0.100       0.29266      -0.00074       0.39505      -0.00182       0.53910      -0.00076       0.33291       0.00108
  19.000   0.100       0.28906      -0.00070       0.38612      -0.00175       0.53517      -0.00081       0.33823       0.00105
  19.500   0.100       0.28565      -0.00066       0.37758      -0.00167       0.53101      -0.00085       0.34337       0.00101
  20.000   0.100       0.28243      -0.00063       0.36941      -0.00160       0.52663      -0.00090       0.34832       0.00097
