# data from ifeffit
#------------------------
#   k         chi         dchi         e0
  18.334692       0.37480783E-02   0.94480499E-03    20006.008
  19.035868       0.26393784E-02   0.12673526E-02    20006.008
  19.173098       0.28970007E-02   0.13303479E-02    20006.008
  19.309221       0.52147154E-03   0.13243875E-02    20006.008
  19.444647      -0.55790560E-03   0.12294222E-02    20006.008
  19.579004       0.60732409E-04   0.11627813E-02    20006.008
  19.712299       0.11722775E-02   0.13273753E-02    20006.008
  20.366392      -0.10617818E-02   0.72925022E-03    20006.008
  20.494526      -0.46711092E-02   0.14146496E-02    20006.008
  22.330866       0.10019724E-02   0.15650715E-02    20006.008
  22.910279       0.11365374E-01   0.17501914E-02    20006.008
