                             E                            MU                        MU_ERR
         7618.0500000000001819           14.8641000000000005            0.2674200000000000
         8019.3599999999996726           13.4086999999999996            0.3431500000000000
         8059.1499999999996362           13.4537999999999993            0.1749400000000000
         8099.4200000000000728           12.7545999999999999            0.2021000000000000
         8139.1400000000003274           12.9023000000000003            0.1639900000000000
         8179.6000000000003638           10.7738999999999994            0.1629900000000000
         8219.5000000000000000           11.6626999999999992            0.1524700000000000
         8259.7999999999992724           11.0898000000000003            0.2378100000000000
         8299.6900000000005093           12.1917000000000009            0.1382000000000000
         8328.9200000000000728           13.0853999999999999            0.1352600000000000
         8329.9300000000002910           13.1148000000000007            0.1287100000000000
         8330.8799999999991996           13.6349999999999998            0.1367200000000000
         8331.9500000000007276           13.4321000000000002            0.1419800000000000
         8332.8400000000001455           13.6453000000000007            0.1581500000000000
         8333.7399999999997817           14.1160999999999994            0.1316000000000000
         8334.7500000000000000           14.5188000000000006            0.1273100000000000
         8335.7000000000007276           14.7894000000000005            0.1555500000000000
         8336.6499999999996362           14.7551000000000005            0.1331700000000000
         8337.7099999999991269           14.6010000000000009            0.1266000000000000
         8338.7199999999993452           15.3681999999999999            0.1310000000000000
         8339.2099999999991269           15.4175000000000004            0.1296900000000000
         8339.6299999999991996           15.7791999999999994            0.1322500000000000
         8340.1000000000003638           16.2828000000000017            0.1353000000000000
         8340.6399999999994179           17.2414999999999985            0.1331100000000000
         8341.1100000000005821           17.9226999999999990            0.1333600000000000
         8341.6499999999996362           19.4272999999999989            0.1290900000000000
         8342.1200000000008004           20.5520999999999994            0.1233500000000000
         8342.6000000000003638           21.9243999999999986            0.1208900000000000
         8343.1299999999991996           23.8206999999999987            0.1321700000000000
         8343.7299999999995634           26.0666000000000011            0.1337500000000000
         8344.2000000000007276           28.8136000000000010            0.1365500000000000
         8344.6800000000002910           32.4253000000000000            0.1786700000000000
         8344.7500000000000000           32.4296000000000006            0.2345800000000000
         8345.2299999999995634           35.3511000000000024            0.1261600000000000
         8345.6399999999994179           39.1721999999999966            0.2157000000000000
         8345.7000000000007276           39.1773000000000025            0.1619900000000000
