                             E                            MU                        MU_ERR
         8352.6399999999994179           75.0247999999999990            0.0916500000000000
         8354.6700000000000728           72.4205000000000041            0.0935000000000000
         8356.7000000000007276           68.0118999999999971            0.0848400000000000
         8358.6100000000005821           64.6052999999999997            0.1024600000000000
         8360.5900000000001455           61.3633999999999986            0.0921300000000000
         8362.5699999999997090           58.7796999999999983            0.0827800000000000
         8364.3600000000005821           55.9660999999999973            0.0913400000000000
         8366.3899999999994179           54.2394999999999996            0.0903600000000000
         8368.3799999999991996           52.1884000000000015            0.0836200000000000
         8370.2900000000008731           50.6032000000000011            0.0935100000000000
         8372.3400000000001455           48.6696000000000026            0.0872200000000000
         8374.3799999999991996           47.8562999999999974            0.1010400000000000
         8376.4200000000000728           47.2438000000000002            0.0976000000000000
         8378.5300000000006548           47.8057000000000016            0.1334200000000000
         8380.5699999999997090           49.1540000000000035            0.0861400000000000
         8382.6200000000008004           51.1067999999999998            0.0930600000000000
         8384.6599999999998545           52.9162000000000035            0.0931700000000000
         8386.6399999999994179           54.2969999999999970            0.1060000000000000
         8388.5799999999999272           56.0694000000000017            0.0916700000000000
         8390.5599999999994907           56.9979000000000013            0.0923900000000000
         8392.5599999999994907           58.0660999999999987            0.0769800000000000
         8394.4300000000002910           58.5039000000000016            0.1424000000000000
         8396.3500000000003638           59.0095999999999989            0.1539700000000000
         8398.3500000000003638           59.7411999999999992            0.0886900000000000
         8400.3400000000001455           59.7194999999999965            0.1037600000000000
         8402.3299999999999272           60.3301000000000016            0.0925900000000000
         8404.3999999999996362           59.6788000000000025            0.1112700000000000
         8406.4500000000007276           59.6471000000000018            0.0840500000000000
         8408.5100000000002183           58.4478999999999971            0.1612100000000000
         8410.6299999999991996           58.2695999999999970            0.1199000000000000
         8412.6399999999994179           57.2180999999999997            0.1247900000000000
         8414.6900000000005093           56.5992999999999995            0.1021200000000000
         8416.6900000000005093           56.1816000000000031            0.1064300000000000
         8418.5799999999999272           56.0480999999999980            0.1151600000000000
         8420.5799999999999272           55.9637999999999991            0.0862300000000000
         8422.5300000000006548           55.6392000000000024            0.1166500000000000
         8424.3500000000003638           55.2355000000000018            0.0900500000000000
         8426.3500000000003638           55.3025000000000020            0.1011000000000000
         8428.3700000000008004           55.1096000000000004            0.0854700000000000
         8430.2500000000000000           55.0281999999999982            0.0775200000000000
         8432.2600000000002183           54.6509000000000000            0.2067200000000000
         8434.3899999999994179           54.3352000000000004            0.0880000000000000
         8436.3400000000001455           54.2760999999999996            0.0849800000000000
         8438.5400000000008731           53.9127000000000010            0.0847200000000000
         8440.6100000000005821           53.7909999999999968            0.0895400000000000
         8442.5699999999997090           53.9990999999999985            0.0908400000000000
         8444.6499999999996362           54.2085999999999970            0.0798500000000000
         8446.7199999999993452           54.3395000000000010            0.0918400000000000
         8448.6200000000008004           54.3922999999999988            0.0798700000000000
         8450.5699999999997090           54.6064000000000007            0.0850800000000000
         8452.5900000000001455           54.8616000000000028            0.1051900000000000
         8454.4899999999997817           54.9461999999999975            0.1724300000000000
         8456.3899999999994179           54.5409999999999968            0.0879900000000000
         8458.4799999999995634           54.6888999999999967            0.0853700000000000
         8460.3799999999991996           54.7483000000000004            0.0944700000000000
         8462.3999999999996362           54.5446999999999989            0.0899000000000000
         8464.4899999999997817           54.8027000000000015            0.0853800000000000
         8466.4500000000007276           54.7075999999999993            0.0720500000000000
         8468.8500000000003638           54.7507999999999981            0.0916200000000000
         8479.0699999999997090           54.5001999999999995            0.0816500000000000
         8488.8799999999991996           54.4326000000000008            0.0818600000000000
         8498.8799999999991996           54.5377999999999972            0.1453200000000000
         8509.1200000000008004           53.2092999999999989            0.1243900000000000
         8518.9300000000002910           52.5364000000000004            0.0781200000000000
         8528.9599999999991269           51.8447000000000031            0.1143900000000000
         8539.2600000000002183           51.9104999999999990            0.0792000000000000
         8548.9599999999991269           51.3639999999999972            0.0799200000000000
         8559.0000000000000000           51.8442000000000007            0.0582700000000000
         8569.3099999999994907           51.8060100000000006            0.1135400000000000
         8579.0200000000004366           51.1983999999999995            0.0892600000000000
         8589.0699999999997090           50.4234999999999971            0.0918300000000000
         8599.3299999999999272           50.4202000000000012            0.0902300000000000
         8609.2999999999992724           50.0431000000000026            0.0840000000000000
         8619.4200000000000728           49.6275899999999979            0.0647800000000000
         8639.6700000000000728           49.1937500000000014            0.1421500000000000
         8659.6299999999991996           48.8464999999999989            0.1008600000000000
         8679.4300000000002910           48.0329600000000028            0.1504500000000000
         8699.7099999999991269           48.0932999999999993            0.0889600000000000
         8719.5000000000000000           47.6965000000000003            0.0964000000000000
         8739.5200000000004366           47.2886999999999986            0.0832700000000000
         8759.7000000000007276           46.6689000000000007            0.0770400000000000
         8779.3700000000008004           46.6475599999999986            0.0775300000000000
         8799.6700000000000728           46.0529000000000011            0.0903800000000000
         8819.5400000000008731           46.1991000000000014            0.0774300000000000
         8839.8199999999997090           45.9727999999999994            0.1018600000000000
         8870.0699999999997090           45.5756999999999977            0.0560100000000000
         8900.1100000000005821           45.0011999999999972            0.1368500000000000
         8930.2199999999993452           45.5675999999999988            0.0543800000000000
         8960.2099999999991269           44.3669000000000011            0.0903100000000000
         8990.1200000000008004           44.9562000000000026            0.0590900000000000
         9020.2399999999997817           44.1507000000000005            0.1893800000000000
         9060.4400000000005093           44.4859000000000009            0.0623500000000000
         9100.8700000000008004           42.6163000000000025            0.1482900000000000
