                             E                            MU                        MU_ERR
         7918.6030000000000655           15.0000000000000000            0.3440000000000000
         7958.9420000000000073           14.5000000000000000            0.1280000000000000
         7998.7299999999995634           13.0000000000000000            0.2330000000000000
         8039.1499999999996362           13.4000000000000004            0.1580000000000000
         8078.9279999999998836           11.3000000000000007            0.2010000000000000
         8119.1279999999997017           11.8000000000000007            0.1010000000000000
         8159.1660000000001673           11.4000000000000004            0.1750000000000000
         8199.0949999999993452           12.0000000000000000            0.1060000000000000
         8278.6520000000000437           11.0999999999999996            0.0897000000000000
         8283.6319999999996071           11.0000000000000000            0.1470000000000000
         8288.7520000000004075           11.4000000000000004            0.0855000000000000
         8293.8719999999993888           11.0000000000000000            0.1430000000000000
         8298.7610000000004220           11.3000000000000007            0.0912000000000000
         8303.6509999999998399           12.0000000000000000            0.0625000000000000
         8308.4300000000002910           12.0000000000000000            0.0994000000000000
         8309.3819999999996071           12.1999999999999993            0.0853000000000000
         8310.3240000000005239           12.0000000000000000            0.0917000000000000
         8311.3359999999993306           12.3000000000000007            0.0927000000000000
         8312.3379999999997381           12.1999999999999993            0.1000000000000000
         8313.4599999999991269           12.5999999999999996            0.0935000000000000
         8314.4619999999995343           12.5000000000000000            0.0891000000000000
         8315.4140000000006694           12.5999999999999996            0.0851000000000000
         8316.4159999999992579           12.5999999999999996            0.0943000000000000
         8317.4879999999993743           12.6999999999999993            0.0884000000000000
         8318.4899999999997817           12.9000000000000004            0.0867000000000000
         8319.0210000000006403           13.1999999999999993            0.0919000000000000
         8319.6219999999993888           13.3000000000000007            0.0805000000000000
         8320.0930000000007567           13.1999999999999993            0.0964000000000000
         8320.6239999999997963           13.0999999999999996            0.1030000000000000
         8321.0949999999993452           13.0000000000000000            0.1000000000000000
         8321.5759999999991123           13.1999999999999993            0.1410000000000000
         8322.0470000000004802           13.5000000000000000            0.0928000000000000
         8322.5779999999995198           13.3000000000000007            0.1100000000000000
         8323.1190000000005966           13.3000000000000007            0.0993000000000000
         8323.5900000000001455           13.1999999999999993            0.0988000000000000
         8324.1209999999991851           13.0999999999999996            0.0902000000000000
         8324.6520000000000437           13.0999999999999996            0.0946000000000000
         8325.1329999999998108           12.8000000000000007            0.0912000000000000
         8325.6640000000006694           12.6999999999999993            0.1020000000000000
         8326.1450000000004366           13.0000000000000000            0.0868000000000000
         8326.6159999999999854           13.3000000000000007            0.0842000000000000
         8327.1470000000008440           13.0000000000000000            0.0863000000000000
         8327.5679999999993015           12.8000000000000007            0.0924000000000000
         8328.0390000000006694           12.6999999999999993            0.0907000000000000
         8328.5699999999997090           12.5999999999999996            0.0968000000000000
         8329.0509999999994761           12.9000000000000004            0.0853000000000000
         8329.5220000000008440           12.6999999999999993            0.0904000000000000
         8330.0030000000006112           12.8000000000000007            0.1240000000000000
         8330.4740000000001601           12.9000000000000004            0.1030000000000000
         8331.0650000000005093           13.0000000000000000            0.0939000000000000
         8331.5460000000002765           13.0999999999999996            0.0943000000000000
         8331.9570000000003347           13.0000000000000000            0.0871000000000000
         8332.4979999999995925           13.1999999999999993            0.0871000000000000
         8332.9089999999996508           13.3000000000000007            0.0848000000000000
         8333.4500000000007276           13.5000000000000000            0.0815000000000000
         8333.8600000000005821           13.6999999999999993            0.0983000000000000
         8334.3410000000003492           13.8000000000000007            0.0883000000000000
         8334.8719999999993888           13.8000000000000007            0.1020000000000000
         8335.2929999999996653           14.0000000000000000            0.0879000000000000
         8335.8240000000005239           14.0999999999999996            0.0855000000000000
         8336.2999999999992724           14.0868000000000002            0.0850000000000000
         8336.8400000000001455           14.2042000000000002            0.1017400000000000
         8337.3799999999991996           14.4006000000000007            0.0888700000000000
         8337.8500000000003638           14.8021999999999991            0.0926000000000000
         8338.3299999999999272           15.4062999999999999            0.0885400000000000
         8338.7999999999992724           15.8843999999999994            0.0924400000000000
         8339.2800000000006548           16.5746000000000002            0.0838800000000000
         8339.7500000000000000           17.1886000000000010            0.0850400000000000
         8340.2299999999995634           17.9071999999999996            0.0881600000000000
         8340.7600000000002183           18.8303000000000011            0.0963600000000000
         8341.2999999999992724           20.0802000000000014            0.0859400000000000
         8341.7199999999993452           20.9745999999999988            0.0879300000000000
         8342.2600000000002183           22.3591000000000015            0.0869400000000000
         8342.8500000000003638           24.1738999999999997            0.0978200000000000
         8343.3899999999994179           26.6625000000000014            0.0865300000000000
         8343.8600000000005821           28.6822000000000017            0.0880200000000000
         8344.3999999999996362           31.8424000000000014            0.0945300000000000
         8344.8799999999991996           34.6921000000000035            0.0834400000000000
         8345.3500000000003638           38.6114999999999995            0.0930000000000000
         8345.8299999999999272           42.3967999999999989            0.0797800000000000
         8346.4200000000000728           47.0803999999999974            0.0929000000000000
         8346.9099999999998545           51.3040999999999983            0.0931800000000000
         8347.4400000000005093           56.3804999999999978            0.0962300000000000
         8348.5200000000004366           70.4394999999999953            0.0918300000000000
         8350.6000000000003638           76.0340000000000060            0.0944700000000000
