#------------------------
#   k         chi         dchi         e0
  4.4189750       0.47021888E-01   0.10269577E-02    20008.000
  4.4339582       0.45957307E-01   0.10317859E-02    20008.000
  4.4488916       0.44235520E-01   0.98448015E-03    20008.000
  4.4638270       0.42690606E-01   0.10307996E-02    20008.000
  4.4786623       0.39597400E-01   0.62411007E-03    20008.000
  4.6231574      -0.75734470E-02   0.59462111E-03    20008.000
  4.6360646      -0.12285433E-01   0.86744318E-03    20008.000
  4.6503102      -0.15858872E-01   0.87037027E-03    20008.000
  4.6646107      -0.18011992E-01   0.84954720E-03    20008.000
  4.6788196      -0.20303295E-01   0.84494127E-03    20008.000
  4.6930348      -0.22430270E-01   0.86358536E-03    20008.000
  4.7071593      -0.23749098E-01   0.86571995E-03    20008.000
  4.7212422      -0.24825727E-01   0.86252795E-03    20008.000
  4.7338865      -0.25510446E-01   0.87005565E-03    20008.000
  4.7478916      -0.25236080E-01   0.85117500E-03    20008.000
  4.7619041      -0.24097287E-01   0.92020937E-03    20008.000
  4.8981866      -0.12554187E-01   0.81345129E-03    20008.000
  4.9117314      -0.12945202E-01   0.89655024E-03    20008.000
  4.9238952      -0.12164306E-01   0.90926476E-03    20008.000
  4.9373709      -0.11438496E-01   0.92226324E-03    20008.000
  4.9508106      -0.11120084E-01   0.89511438E-03    20008.000
  4.9642606      -0.10871910E-01   0.88772452E-03    20008.000
  4.9776290      -0.10672010E-01   0.88418747E-03    20008.000
  4.9910081      -0.10185887E-01   0.88757023E-03    20008.000
  5.0042608      -0.95912524E-02   0.87864797E-03    20008.000
  5.0162045      -0.91627486E-02   0.87967265E-03    20008.000
  5.0294829      -0.80926279E-02   0.85392352E-03    20008.000
  5.1587865      -0.30954925E-02   0.71216474E-03    20008.000
  5.1717061      -0.23113753E-02   0.88238324E-03    20008.000
  5.1832715      -0.20337159E-02   0.90255375E-03    20008.000
  5.1960875      -0.63859445E-03   0.87070786E-03    20008.000
  5.2088727       0.26112654E-03   0.87449472E-03    20008.000
  5.2216272       0.13539593E-02   0.86221632E-03    20008.000
  5.2343949       0.30415543E-02   0.87460595E-03    20008.000
  5.2470887       0.46231467E-02   0.86276729E-03    20008.000
  5.2585352       0.65294480E-02   0.87233915E-03    20008.000
  5.2711721       0.83086101E-02   0.85968934E-03    20008.000
  5.2837794       0.97318119E-02   0.92620726E-03    20008.000
  5.4071287       0.32008050E-01   0.11288706E-02    20008.000
  5.4182023       0.33728475E-01   0.99289122E-03    20008.000
  5.4305178       0.35559332E-01   0.10229007E-02    20008.000
  5.4427641       0.36752102E-01   0.10182380E-02    20008.000
  5.4550254       0.37564902E-01   0.10000172E-02    20008.000
  5.4671762       0.38548784E-01   0.10207536E-02    20008.000
  5.4793841       0.39138738E-01   0.10403697E-02    20008.000
  5.4903153       0.39224831E-01   0.10029478E-02    20008.000
  5.5024315       0.39021823E-01   0.10201315E-02    20008.000
  5.5145632       0.37872586E-01   0.10015190E-02    20008.000
  5.5266276       0.37523482E-01   0.90064722E-03    20008.000
  5.6436552       0.20558232E-01   0.65993098E-03    20008.000
  5.6554507       0.18169452E-01   0.85898935E-03    20008.000
  5.6672222       0.15770696E-01   0.84340588E-03    20008.000
  5.6789700       0.13150406E-01   0.85713874E-03    20008.000
  5.6895267       0.11242269E-01   0.86812815E-03    20008.000
  5.7012698       0.82557247E-02   0.88263087E-03    20008.000
  5.7129493       0.54992921E-02   0.90943040E-03    20008.000
  5.7246056       0.28753384E-02   0.91812098E-03    20008.000
  5.7362388       0.60844043E-03   0.92742547E-03    20008.000
  5.7466930      -0.18632605E-02   0.94187808E-03    20008.000
  5.7583224      -0.38137696E-02   0.10094276E-02    20008.000
  5.8708067      -0.26229112E-01   0.68506147E-03    20008.000
  5.8821971      -0.27777538E-01   0.86186036E-03    20008.000
  5.8935272      -0.29193141E-01   0.84146044E-03    20008.000
  5.9048750      -0.30230058E-01   0.84565606E-03    20008.000
  5.9161241      -0.31059792E-01   0.82365533E-03    20008.000
  5.9274298      -0.31745650E-01   0.84923547E-03    20008.000
  5.9375561      -0.32503310E-01   0.85851066E-03    20008.000
  5.9487836      -0.32793515E-01   0.86768605E-03    20008.000
  5.9600290      -0.33101661E-01   0.85011659E-03    20008.000
  5.9711769      -0.33408859E-01   0.84944477E-03    20008.000
  5.9823814      -0.32805182E-01   0.70698755E-03    20008.000
