# data from ifeffit
#------------------------
#   k         chi         dchi         e0
  0.51177812E-01   0.10885830       0.39640559E-03    8330.5100
  0.35824469       0.15942815       0.40903159E-03    8330.5100
  0.51177812       0.19448250       0.36779047E-03    8330.5100
  0.62679763       0.21961709       0.50000152E-03    8330.5100
  0.72557072       0.23131784       0.43691065E-03    8330.5100
  0.81080903       0.23173503       0.37314246E-03    8330.5100
  0.88494710       0.22508000       0.41893472E-03    8330.5100
  0.95744920       0.20859436       0.49848317E-03    8330.5100
  1.0235562       0.19082108       0.45629064E-03    8330.5100
  1.0868509       0.16635233       0.49198885E-03    8330.5100
  1.1432257       0.14531710       0.65138987E-03    8330.5100
  1.1991345       0.11724221       0.34974379E-03    8330.5100
  1.2535953       0.93620548E-01   0.40802810E-03    8330.5100
  1.3057866       0.62795412E-01   0.31880785E-03    8330.5100
  1.3530701       0.38855887E-01   0.34303970E-03    8330.5100
  1.4475271      -0.32777115E-02   0.42685027E-03    8330.5100
  1.5361871      -0.37062630E-01   0.36076337E-03    8330.5100
  1.6981474      -0.91945550E-01   0.44972995E-03    8330.5100
  1.6981474      -0.95185681E-01   0.40245646E-03    8330.5100
  1.8459518      -0.11893503       0.43303116E-03    8330.5100
  1.9814473      -0.13192420       0.32983599E-03    8330.5100
  2.1094945      -0.14361133       0.42162964E-03    8330.5100
  2.2302020      -0.16906177       0.40257542E-03    8330.5100
  2.3452620      -0.19025776       0.38266304E-03    8330.5100
  2.4544017      -0.21342794       0.31016665E-03    8330.5100
  2.5594023      -0.21998215       0.60197140E-03    8330.5100
  2.6587846      -0.21333712       0.51636560E-03    8330.5100
  2.7560095      -0.19135596       0.48201858E-03    8330.5100
  2.8499196      -0.15227114       0.35181836E-03    8330.5100
  2.9394960      -0.11114374       0.39626109E-03    8330.5100
  3.0277202      -0.59989560E-01   0.56544501E-03    8330.5100
  3.1134454      -0.18515039E-01   0.33385827E-03    8330.5100
  3.1956436       0.22843374E-01   0.53278744E-03    8330.5100
  3.2773785       0.50728298E-01   0.50849963E-03    8330.5100
  3.3555633       0.74040045E-01   0.56877657E-03    8330.5100
  3.4334935       0.88611147E-01   0.50077406E-03    8330.5100
  3.5085741       0.99622512E-01   0.61864855E-03    8330.5100
