#	energy	(eV)	muonrho	dmuonrho
6602.720	0.01559607	0.00099740	
6903.250	0.01523470	0.00030125
7089.270	0.01458826	0.00026151
7090.000	0.01415785	0.00005853
7090.810	0.01392261	0.00018575
7091.570	0.01448744	0.00017247
7092.380	0.01440381	0.00010172
7093.150	0.01472858	0.00041800
7093.920	0.01415994	0.00011678
7094.690	0.01497630	0.00004516
7095.500	0.01456510	0.00000892
7096.350	0.01508013	0.00020276
7097.120	0.01504987	0.00003135
7097.930	0.01455885	0.00002799
7098.700	0.01476739	0.00006778
7099.550	0.01477934	0.00018567
7100.370	0.01452168	0.00017007
7101.220	0.01632373	0.00013177
7102.030	0.01522431	0.00010878
7102.760	0.01683888	0.00001420
7102.800	0.01700336	0.00006849
7103.620	0.01657171	0.00004889
7104.430	0.01729758	0.00008012
7105.290	0.01702501	0.00011486
7106.100	0.01853308	0.00007223
7106.830	0.02090124	0.00001443
7107.640	0.02297826	0.00015370
7108.410	0.02620273	0.00025395
7108.450	0.02611087	0.00005018
7109.230	0.02891050	0.00029442
7110.040	0.03369937	0.00004510
7110.770	0.03906952	0.00049993
7111.500	0.04328508	0.00015074
7112.310	0.04656457	0.00013028
7113.090	0.04662743	0.00001097
7113.900	0.04724487	0.00003814
7114.670	0.04921569	0.00019312
7115.400	0.05220235	0.00008138
7116.180	0.05607954	0.00004632
7116.990	0.05988881	0.00013246
7117.810	0.06466370	0.00002418
7118.620	0.06767635	0.00001626
7119.440	0.07170900	0.00000102
7120.170	0.07551255	0.00006525
7121.030	0.07974135	0.00015662
7121.850	0.08255737	0.00003203
7122.710	0.08717697	0.00013478
7123.530	0.08954324	0.00002095
7124.300	0.09035839	0.00013544
7125.120	0.08959826	0.00020341
7125.940	0.08823357	0.00006789
7126.800	0.08523024	0.00007021
7127.570	0.08129881	0.00019393
7128.350	0.07768027	0.00002523
7129.170	0.07325501	0.00007041
7129.940	0.07161321	0.00010247
7130.720	0.07023270	0.00003361
7130.760	0.06983009	0.00014976
7131.580	0.06865332	0.00025012
7132.270	0.06697861	0.00014045
7133.010	0.06648110	0.00008641
7133.830	0.06574091	0.00003339
7134.600	0.06577257	0.00008033
7135.430	0.06471819	0.00009165
7136.200	0.06407376	0.00009098
7136.940	0.06412397	0.00007148
7137.710	0.06409466	0.00001848
7138.540	0.06335169	0.00018397
7139.360	0.06362869	0.00017850
7140.140	0.06274666	0.00013740
7140.910	0.06239668	0.00020855
7141.740	0.06222947	0.00009277
7142.640	0.06167370	0.00011505
7144.250	0.06038202	0.00010525
7145.720	0.06044994	0.00019129
7147.230	0.05952432	0.00041357
7148.800	0.06012709	0.00001785
7150.230	0.05993666	0.00026755
7151.740	0.06016502	0.00011431
7153.260	0.06069248	0.00016471
7154.650	0.06167362	0.00009782
7156.130	0.06199179	0.00012042
7157.610	0.06280732	0.00002230
7159.000	0.06359911	0.00007705
7160.520	0.06437123	0.00009007
7162.130	0.06538646	0.00009535
7164.130	0.06584591	0.00007512
7166.270	0.06709639	0.00009714
7168.270	0.06791675	0.00011351
7170.370	0.06857244	0.00008167
7172.290	0.06943734	0.00013534
7174.340	0.06937356	0.00009079
7176.220	0.07040498	0.00012488
7178.180	0.07034459	0.00006327
7180.150	0.07067346	0.00020481
7182.120	0.07039713	0.00006407
7184.140	0.07031977	0.00007862
7186.190	0.06957480	0.00000232
7188.260	0.07018042	0.00002832
