#------------------------
#  k         chi         	dchi
0.0000000	 0.0684650	0.0141607
0.4377226	-0.0221211	0.0033873
0.6357668	-0.0028795	0.0027884
0.7803358	-0.0380029	0.0002252
0.9063787	-0.0618092	0.0007531
1.0117421	-0.0568846	0.0036894
1.1023716	-0.0298082	0.0015115
1.1916155	 0.0137449	0.0008373
1.2777112	 0.0572854	0.0023346
1.3593267	 0.1203091	0.0004166
1.4353980	 0.1536991	0.0002746
1.5085061	 0.2074118	0.0000169
1.5707296	 0.2607566	0.0010667
1.6410099	 0.3209038	0.0025224
1.7053259	 0.3579401	0.0005095
1.7702707	 0.4288492	0.0021195
1.8300496	 0.4609793	0.0003264
1.8844578	 0.4668846	0.0020940
1.9407226	 0.4448704	0.0031231
1.9954015	 0.4131056	0.0010363
2.0511824	 0.3524300	0.0010663
2.0998688	 0.2764810	0.0029342
2.1480627	 0.2070031	0.0003806
2.1975888	 0.1234840	0.0010594
2.2430997	 0.0914307	0.0015389
2.2882789	 0.0646733	0.0005041
2.2905718	 0.0572820	0.0022460
2.3370799	 0.0346940	0.0037474
2.3755093	 0.0035815	0.0021031
2.4160444	-0.0059039	0.0012935
2.4601816	-0.0196101	0.0004997
2.5009185	-0.0191272	0.0012021
2.5440992	-0.0383426	0.0013715
2.5835132	-0.0500939	0.0013614
2.6208332	-0.0492094	0.0010696
2.6591100	-0.0497668	0.0002765
2.6997618	-0.0632961	0.0027527
2.7393315	-0.0582745	0.0026708
2.7764476	-0.0743202	0.0020558
2.8126075	-0.0806872	0.0031204
2.8510715	-0.0837259	0.0013881
2.8922015	-0.0938226	0.0017214
2.9643552	-0.1172766	0.0015748
3.0287338	-0.1159948	0.0028624
3.0934695	-0.1327579	0.0061888
3.1593713	-0.1217101	0.0002671
3.2182224	-0.1250751	0.0040043
3.2792195	-0.1208029	0.0017110
3.3394956	-0.1110740	0.0024657
3.3936795	-0.0930926	0.0014645
3.4504365	-0.0871400	0.0018031
3.5062748	-0.0721280	0.0003340
3.5579197	-0.0575440	0.0011541
3.6135499	-0.0432838	0.0013493
3.6715548	-0.0245721	0.0014287
3.7423588	-0.0158783	0.0011259
3.8166647	 0.0072530	0.0014564
3.8848248	 0.0225668	0.0017024
3.9551289	 0.0349360	0.0012253
4.0183307	 0.0510966	0.0020313
4.0847325	 0.0504285	0.0013632
4.1446927	 0.0696564	0.0018758
4.2062945	 0.0690775	0.0009508
4.2673146	 0.0756031	0.0030791
4.3274743	 0.0711491	0.0009637
4.3883047	 0.0703517	0.0011831
4.4491882	 0.0574499	0.0000349
4.5098318	 0.0691355	0.0004266
4.5679472	 0.0518629	0.0027513
4.6281689	 0.0426037	0.0003032
4.6839761	 0.0474902	0.0003791
4.7388493	 0.0297289	0.0003839
4.7922729	 0.0136892	0.0014699
4.8448365	 0.0167107	0.0029003
4.8971040	-0.0102140	0.0031141
