k            chi          dchi
0.0000000	4.6098E-02	1.3667E-02
0.4377226	-4.9248E-02	3.2809E-03
0.6357668	-2.7923E-02	2.7101E-03
0.7803358	-6.2128E-02	2.1948E-04
0.9063787	-8.4840E-02	7.3592E-04
1.0117421	-7.8452E-02	3.6130E-03
1.1023716	-4.9647E-02	1.4828E-03
1.1916155	-4.0541E-03	8.2276E-04
1.2777112	4.1491E-02	2.2977E-03
1.3593267	1.0681E-01	4.1056E-04
1.4353980	1.4186E-01	2.7093E-04
1.5085061	1.9755E-01	1.6710E-05
1.5707296	2.5269E-01	1.0547E-03
1.6410099	3.1484E-01	2.4963E-03
1.7053259	3.5334E-01	5.0459E-04
1.7702707	4.2632E-01	2.1008E-03
1.8300496	4.5970E-01	3.2370E-04
1.8844578	4.6628E-01	2.0780E-03
1.9407226	4.4441E-01	3.1008E-03
1.9954015	4.1257E-01	1.0293E-03
2.0511824	3.5126E-01	1.0596E-03
2.0998688	2.7430E-01	2.9168E-03
2.1480627	2.0390E-01	3.7843E-04
2.1975888	1.1919E-01	1.0537E-03
2.2430997	8.6849E-02	1.5312E-03
2.2882789	5.9881E-02	5.0165E-04
2.2905718	5.2367E-02	2.2351E-03
2.3370799	2.9637E-02	3.7302E-03
2.3755093	-1.8349E-03	2.0938E-03
2.4160444	-1.1277E-02	1.2880E-03
2.4601816	-2.5007E-02	4.9768E-04
2.5009185	-2.4309E-02	1.1974E-03
2.5440992	-4.3665E-02	1.3664E-03
2.5835132	-5.5439E-02	1.3565E-03
2.6208332	-5.4355E-02	1.0659E-03
2.6591100	-5.4737E-02	2.7561E-04
2.6997618	-6.8321E-02	2.7441E-03
2.7393315	-6.3019E-02	2.6629E-03
2.7764476	-7.9188E-02	2.0500E-03
2.8126075	-8.5506E-02	3.1120E-03
2.8510715	-8.8425E-02	1.3845E-03
2.8922015	-9.8524E-02	1.7173E-03
2.9643552	-1.2210E-01	1.5715E-03
3.0287338	-1.2052E-01	2.8569E-03
3.0934695	-1.3733E-01	6.1782E-03
3.1593713	-1.2582E-01	2.6673E-04
3.2182224	-1.2902E-01	3.9990E-03
3.2792195	-1.2445E-01	1.7090E-03
3.3394956	-1.1433E-01	2.4633E-03
3.3936795	-9.5836E-02	1.4633E-03
