energy xmu dxmu 
13506.8925434182 38.0108503887238 0.0061946057044513 
13807.0945233203 35.7331700065492 0.0065356913301917 
14107.3054556281 33.7044824030623 0.0068065361355473 
14407.4992187894 31.7351368263698 0.0059219260233981 
14707.7041604029 29.9723279423141 0.0054747330145650 
15007.9270306235 28.2972983681751 0.0064615708267367 
15338.1538467268 26.6522781960366 0.0041301003470970 
15638.3642352087 25.2426764956095 0.0051859904930250 
15938.5932184597 23.9303663334878 0.0079806275442055 
16238.7900831732 22.7130717082795 0.0039028399225765 
16539.0214093420 21.5790443650620 0.0050405485217894 
16839.2141922461 20.4838871836861 0.0055312996782911 
17139.4380282207 19.5257259413701 0.0050081247411926 
17439.6732512242 18.5641427773419 0.0052776891281486 
17739.9066553241 17.7081626577501 0.0032570729562427 
18040.1190824586 16.8935143316728 0.0041320320683377 
18340.3776773442 16.1359058601417 0.0030810975127013 
18640.5796106651 15.4106434192801 0.0043126613064958 
18940.8240395841 14.6885189564874 0.0030488005785483 
19241.0688913498 14.0690237925878 0.0030283780126224 
19541.3077874139 13.4301592665164 0.0039406889321806 
19621.3719341460 13.2882455142572 0.0022823782469288 
19721.4302759754 13.1183290226963 0.0032563306590396 
19821.4988061691 12.9730086932945 0.0032737186019275 
19921.6111656436 13.0979466874154 0.0028315389334975 
19975.1621372927 14.3863052448135 0.0017431185851607 
19975.1631372927 14.3885333517651 0.0012287900409810 
19975.6647853412 14.4406633696054 0.0028633174088420 
19975.6657853412 14.4344626659809 0.0001786366882127 
19976.1640161000 14.4831259674087 0.0009961508706166 
19976.1650161000 14.4780326302459 0.0007021720301521 
19976.6667155128 14.5406697177826 0.0018393270015315 
19976.6677155128 14.5152395849248 0.0020345355796417 
19976.6687155128 14.5889635140339 0.0026731801482735 
19976.6697155128 14.5876568988418 0.0043087873965041 
19976.6707155128 14.5840791863650 0.0046225361528732 
19976.6717155128 14.5804906119594 0.0018170524606034 
19976.6727155128 14.5809120311770 0.0039498814314821 
19976.6737155128 14.5725492315377 0.0037563720697316 
19976.6747155128 14.5532538178147 0.0047908737420444 
19977.1677189934 14.6158241452138 0.0009153723098839 
19977.1687189934 14.6626423254746 0.0038202093248181 
19977.1697189934 14.6452257478832 0.0037754334445046 
19977.1707189934 14.6268114043122 0.0040804226787931 
19977.6188161916 14.6653723590933 0.0007920333236869 
19978.1215901937 14.7257196972799 0.0015885542109522 
19978.1225901937 14.7171103295921 0.0012067128453686 
19978.6226680138 14.7871483659050 0.0008071225144557 
19978.6236680138 14.7931870169496 0.0010069258577027 
19979.1237714387 14.7106831420135 0.0085196830164960 
19979.1247714387 14.7222881111448 0.0026297669270543 
19979.1257714387 14.7174628539235 0.0038883114077778 
19979.1267714387 14.7392698937106 0.0019728743699026 
19979.1277714387 14.8738967936034 0.0019785554824637 
19979.1287714386 14.8943187821674 0.0049439235145574 
19979.6249004703 14.8693384444153 0.0007528711961189 
19979.6259004703 14.8583247893204 0.0051299906787563 
19979.6269004703 14.8449932111460 0.0020572642414614 
19979.6279004702 14.8458152798502 0.0014258068677131 
19980.1277773356 14.9855318967174 0.0075072439751618 
19980.1287773356 14.9827929871183 0.0121717626507062 
19980.1297773356 14.9664121397015 0.0075067697931122 
19980.1307773356 14.9380897321188 0.0057779758811423 
19980.6289576744 15.1521095916574 0.0144828491684190 
19980.6299576744 15.1219023238625 0.0172714206880557 
19980.6309576744 15.0927737806691 0.0127318223431760 
19980.6319576744 15.0610019350070 0.0086056257807643 
19980.6329576744 15.0332551701315 0.0034403759497185 
19981.1301636259 15.1362765174901 0.0036425370389893 
19981.1311636259 15.1285688125645 0.0043862163300058 
19981.1321636259 15.1191646455594 0.0038175005677915 
19981.1331636259 15.1217058291339 0.0020725293730516 
19981.1341636259 15.0607355847749 0.0019958663764983 
19982.1343749517 15.2589119329792 0.0003745322338417 
19982.1353749517 15.2357224973727 0.0013892853517124 
19982.1363749517 15.2476452687448 0.0009322221577084 
19982.1373749517 15.3056602401321 0.0047206692315882 
19982.6356578406 15.3722925371203 0.0005262018831928 
19982.6366578406 15.3688192266130 0.0003757536930676 
19982.6376578406 15.3677107003679 0.0000417162565849 
19982.6386578406 15.3482799386882 0.0006010190995102 
19983.1386891037 15.5047301947553 0.0004117875661549 
19983.1396891037 15.4978001533261 0.0004913510379068 
19983.1406891037 15.4973605068002 0.0004271802148797 
19983.1416891037 15.4669632706557 0.0009660609515418 
19983.6383004815 15.6620185934320 0.0006989169286390 
19983.6393004815 15.6372531199452 0.0024080690563789 
19983.6403004815 15.6352364230919 0.0012637235215137 
19983.6413004815 15.5909642819751 0.0005240985931794 
19984.1413831674 15.8340169900943 0.0037271108099237 
