 Re(E)   Im(E)  (Re( int (l,E) Im( int (l,E)) l=0,3 
 -30.000   0.100      -5.18768      -0.03845      -3.16384       0.01521       3.29641      -0.15394      -0.10026       0.00265
 -29.500   0.100      -5.39107      -0.04305      -3.08578       0.01602       2.64279      -0.11140      -0.08762       0.00240
 -29.000   0.100      -5.61948      -0.04849      -3.00360       0.01686       2.15956      -0.08406      -0.07620       0.00217
 -28.500   0.100      -5.87763      -0.05499      -2.91713       0.01773       1.78902      -0.06544      -0.06590       0.00195
 -28.000   0.100      -6.17147      -0.06284      -2.82624       0.01863       1.49694      -0.05221      -0.05666       0.00175
 -27.500   0.100      -6.50868      -0.07243      -2.73083       0.01954       1.26164      -0.04246      -0.04840       0.00156
 -27.000   0.100      -6.89931      -0.08433      -2.63082       0.02047       1.06877      -0.03507      -0.04107       0.00138
 -26.500   0.100      -7.35676      -0.09935      -2.52618       0.02139       0.90844      -0.02933      -0.03458       0.00122
 -26.000   0.100      -7.89935      -0.11866      -2.41692       0.02231       0.77363      -0.02479      -0.02888       0.00107
 -25.500   0.100      -8.55272      -0.14410      -2.30310       0.02321       0.65921      -0.02113      -0.02389       0.00093
 -25.000   0.100      -9.35400      -0.17853      -2.18485       0.02408       0.56132      -0.01814      -0.01957       0.00080
 -24.500   0.100     -10.35900      -0.22677      -2.06235       0.02491       0.47705      -0.01566      -0.01584       0.00069
 -24.000   0.100     -11.65539      -0.29731      -1.93584       0.02568       0.40412      -0.01358      -0.01265       0.00059
 -23.500   0.100     -13.38999      -0.40636      -1.80564       0.02638       0.34076      -0.01182      -0.00996       0.00049
 -23.000   0.100     -15.82754      -0.58803      -1.67214       0.02700       0.28553      -0.01031      -0.00771       0.00041
 -22.500   0.100     -19.49922      -0.92462      -1.53580       0.02752       0.23730      -0.00901      -0.00584       0.00034
 -22.000   0.100     -25.64828      -1.65884      -1.39713       0.02793       0.19513      -0.00788      -0.00432       0.00027
 -21.500   0.100     -38.00473      -3.79068      -1.25671       0.02821       0.15827      -0.00689      -0.00311       0.00022
 -21.000   0.100     -74.63043     -15.63282      -1.11520       0.02837       0.12611      -0.00600      -0.00216       0.00017
 -20.500   0.100      99.36233    -329.52908      -0.97328       0.02838       0.09814      -0.00520      -0.00143       0.00013
 -20.000   0.100      64.35855     -12.35810      -0.83166       0.02824       0.07398      -0.00447      -0.00090       0.00009
 -19.500   0.100      33.42521      -3.35867      -0.69109       0.02796       0.05332      -0.00380      -0.00052       0.00006
 -19.000   0.100      22.24024      -1.52956      -0.55234       0.02752       0.03597      -0.00315      -0.00027       0.00004
 -18.500   0.100      16.51021      -0.86989      -0.41614       0.02693       0.02183      -0.00251      -0.00012       0.00002
 -18.000   0.100      13.03408      -0.55998      -0.28322       0.02621       0.01094      -0.00184      -0.00004       0.00001
 -17.500   0.100      10.70311      -0.39012      -0.15427       0.02535       0.00353      -0.00111      -0.00001       0.00000
 -17.000   0.100       9.03285      -0.28709      -0.02994       0.02436       0.00006      -0.00025       0.00000       0.00000
 -16.500   0.100       7.77818      -0.21993       0.08919       0.02327       0.00142       0.00085       0.00000       0.00000
 -16.000   0.100       6.80183      -0.17374       0.20261       0.02208       0.00917       0.00236       0.00002       0.00001
 -15.500   0.100       6.02096      -0.14062       0.30990       0.02082       0.02609       0.00460       0.00006       0.00001
 -15.000   0.100       5.38263      -0.11606       0.41070       0.01949       0.05721       0.00821       0.00016       0.00002
 -14.500   0.100       4.85143      -0.09736       0.50476       0.01812       0.11220       0.01452       0.00031       0.00004
 -14.000   0.100       4.40278      -0.08278       0.59190       0.01673       0.21103       0.02665       0.00054       0.00005
 -13.500   0.100       4.01907      -0.07120       0.67203       0.01532       0.39945       0.05294       0.00086       0.00007
 -13.000   0.100       3.68738      -0.06185       0.74514       0.01392       0.79920       0.12025       0.00127       0.00009
 -12.500   0.100       3.39799      -0.05419       0.81129       0.01254       1.81595       0.34361       0.00179       0.00012
 -12.000   0.100       3.14346      -0.04784       0.87061       0.01119       5.42091       1.52461       0.00243       0.00014
 -11.500   0.100       2.91801      -0.04252       0.92328       0.00988      31.83859      17.65220       0.00319       0.00016
 -11.000   0.100       2.71706      -0.03801       0.96954       0.00863      37.97164     -18.81719       0.00408       0.00019
 -10.500   0.100       2.53694      -0.03416       1.00965       0.00743       8.07022      -1.84992       0.00511       0.00022
 -10.000   0.100       2.37469      -0.03084       1.04393       0.00630       3.46931      -0.46919       0.00627       0.00025
  -9.500   0.100       2.22787      -0.02797       1.07271       0.00523       2.00530      -0.18493       0.00758       0.00028
  -9.000   0.100       2.09447      -0.02546       1.09631       0.00423       1.35576      -0.09186       0.00904       0.00031
  -8.500   0.100       1.97281      -0.02326       1.11511       0.00330       1.00945      -0.05242       0.01065       0.00034
  -8.000   0.100       1.86150      -0.02131       1.12945       0.00245       0.80250      -0.03274       0.01242       0.00037
  -7.500   0.100       1.75933      -0.01959       1.13968       0.00166       0.66909      -0.02176       0.01433       0.00040
  -7.000   0.100       1.66529      -0.01806       1.14615       0.00094       0.57845      -0.01510       0.01641       0.00043
  -6.500   0.100       1.57851      -0.01668       1.14920       0.00029       0.51456      -0.01080       0.01864       0.00046
  -6.000   0.100       1.49823      -0.01545       1.14914      -0.00030       0.46836      -0.00789       0.02103       0.00049
  -5.500   0.100       1.42381      -0.01434       1.14630      -0.00083       0.43439      -0.00583       0.02358       0.00052
  -5.000   0.100       1.35467      -0.01333       1.14095      -0.00130       0.40917      -0.00434       0.02628       0.00056
  -4.500   0.100       1.29032      -0.01242       1.13337      -0.00172       0.39042      -0.00322       0.02914       0.00059
  -4.000   0.100       1.23032      -0.01159       1.12383      -0.00209       0.37656      -0.00237       0.03215       0.00062
  -3.500   0.100       1.17429      -0.01083       1.11255      -0.00241       0.36646      -0.00170       0.03531       0.00065
  -3.000   0.100       1.12188      -0.01014       1.09976      -0.00269       0.35931      -0.00118       0.03862       0.00068
  -2.500   0.100       1.07279      -0.00950       1.08566      -0.00294       0.35451      -0.00076       0.04208       0.00071
  -2.000   0.100       1.02675      -0.00892       1.07044      -0.00314       0.35159      -0.00042       0.04568       0.00073
  -1.500   0.100       0.98352      -0.00838       1.05426      -0.00332       0.35020      -0.00015       0.04943       0.00076
  -1.000   0.100       0.94287      -0.00788       1.03730      -0.00346       0.35005       0.00008       0.05331       0.00079
